선수,WAR,G_x,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,G_y,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,수상횟수,1루수,2루수,3루수,우익수,유격수,좌익수,중견수,포수,샐러리캡,연봉,이후연봉
김재성,-0.26,58,-0.32,0.06,73,72,65,6,9,2,1,1,16,3,1,0,5,1,0,13,2,1,1,0.138,0.208,0.246,0.454,0.011,9.9,113446,2021,11344,55.0,16.0,198.2,0.227,176.0,162.0,13.0,1.0,99.4,7.93,0.16,0.0,0.14,0.0,0.14,-0.16,0.49,0.0,0.63,1.56,1.66,2.29,0.062,0.0,0,0,0,0,0,0,0,1,949698,3100.0,7500.0
손호영,-0.29,8,-0.09,-0.2,12,12,10,2,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.1,0.25,0.1,0.35,0.005,4.1,145906,2021,14590,8.0,2.0,31.0,-0.191,14.0,4.0,8.0,2.0,0.857,3.484,-1.31,0.0,-0.45,-0.26,0.0,0.0,0.0,0.0,-2.03,-36.54,0.105,-1.925,-0.201,0.0,0,1,0,0,0,0,0,0,949698,3700.0,4700.0
안익훈,-0.38,48,-0.11,-0.27,16,16,14,4,2,1,0,0,3,1,0,0,0,2,0,2,1,0,0,0.143,0.25,0.214,0.464,0.03,25.6,113476,2021,11347,50.0,0.0,82.0,-0.276,11.0,11.0,0.0,0.0,1.0,1.207,-2.45,-0.39,0.1,0.0,0.0,0.0,0.0,0.0,-2.76,-7.949,-0.019,-2.779,-0.274,0.0,0,0,0,0,0,0,1,0,949698,5500.0,5100.0
이천웅,-0.41,68,-0.34,-0.07,211,210,181,20,36,7,0,2,49,16,3,2,25,3,0,23,11,1,1,0.199,0.305,0.271,0.576,0.073,62.6,109356,2021,10935,68.0,42.0,405.0,-0.097,90.0,89.0,1.0,0.0,1.0,2.0,-1.49,0.37,0.4,0.0,0.0,0.0,0.0,0.0,-0.72,-1.525,-0.26,-0.98,-0.071,0.0,0,0,0,0,0,0,1,0,949698,19000.0,8000.0
보어,-0.58,32,-0.49,-0.09,117,117,100,7,17,2,0,3,28,17,0,0,11,3,0,30,2,0,3,0.17,0.265,0.28,0.545,0.053,46.5,149886,2021,14988,28.0,27.0,200.0,-0.29,196.0,181.0,12.0,3.0,98.5,8.69,-1.09,0.0,0.17,0.0,0.07,0.0,0.0,0.0,-0.86,-3.87,-2.06,-2.92,-0.085,0.0,1,0,0,0,0,0,0,0,949698,45500.0,
전준우,3.89,144,4.4,-0.51,619,618,552,88,192,46,0,7,259,92,6,3,53,5,0,71,10,1,8,0.348,0.405,0.469,0.874,0.173,134.6,102662,2021,10266,116.0,116.0,969.0,-1.023,239.0,233.0,6.0,0.0,100.0,2.22,-4.96,-1.06,0.88,0.0,0.0,0.0,0.0,0.0,-5.14,-5.14,-5.18,-10.32,-0.509,0.0,0,0,0,0,0,1,0,0,887000,50000.0,50000.0
마차도,3.53,134,2.77,0.76,539,535,466,83,130,21,1,5,168,58,8,5,58,4,1,65,9,4,7,0.279,0.359,0.361,0.72,0.121,94.6,146292,2021,14629,133.0,127.0,1076.2,1.818,583.0,235.0,337.0,11.0,98.1,4.78,3.38,0.0,1.24,3.03,0.0,0.0,0.0,0.0,7.66,8.23,10.68,18.34,0.759,0.0,0,0,0,0,1,0,0,0,887000,84500.0,
한동희,3.0,129,2.8,0.2,496,494,424,54,113,24,0,17,188,69,0,1,61,6,1,95,21,1,4,0.267,0.364,0.443,0.807,0.151,118.4,131452,2021,13145,129.0,117.0,1004.0,0.198,311.0,102.0,195.0,14.0,0.955,2.662,1.19,0.0,0.75,-0.28,0.0,0.0,0.0,0.0,2.0,2.233,-0.002,1.998,0.198,0.0,0,0,1,0,0,0,0,0,887000,11000.0,19260.0
안치홍,2.92,119,3.52,-0.61,490,484,421,58,129,30,2,10,193,82,3,6,52,3,2,58,10,5,9,0.306,0.379,0.458,0.837,0.156,122.3,100142,2021,10014,110.0,108.0,908.2,-0.141,476.0,176.0,290.0,10.0,97.9,4.62,-5.57,0.0,0.15,-0.69,0.0,0.0,0.0,0.0,-6.12,-7.4,4.69,-1.43,-0.607,0.0,0,1,0,0,0,0,0,0,887000,29000.0,50000.0
정훈,2.66,135,2.62,0.04,561,553,486,70,142,27,1,14,213,79,8,1,68,3,8,89,6,1,3,0.292,0.38,0.438,0.818,0.157,122.2,102532,2021,10253,118.0,110.0,921.0,-0.648,809.0,763.0,45.0,1.0,0.999,7.896,-0.22,0.43,0.29,0.0,0.0,0.0,0.0,0.0,0.4,0.488,-6.932,-6.532,0.04,0.0,1,0,0,0,0,0,0,0,887000,10000.0,46666.0
손아섭,2.57,139,2.91,-0.34,610,605,542,88,173,29,2,3,215,58,11,6,61,3,3,67,15,3,1,0.319,0.39,0.397,0.787,0.147,114.7,102612,2021,10261,134.0,131.0,1118.0,-0.93,232.0,222.0,5.0,5.0,97.8,1.83,-2.39,-0.11,-0.95,0.0,0.0,0.0,0.0,0.0,-3.45,-3.57,-5.93,-9.38,-0.342,0.0,0,0,0,1,0,0,0,0,887000,50000.0,115000.0
안중열,1.12,58,0.78,0.34,157,154,125,19,29,5,0,3,43,16,0,0,27,1,0,25,1,3,1,0.232,0.37,0.344,0.714,0.116,90.4,113292,2021,11329,56.0,41.0,364.2,0.709,324.0,292.0,31.0,1.0,99.7,7.97,-0.15,0.0,0.68,0.0,-0.04,1.92,1.46,0.0,3.43,8.53,3.72,7.15,0.341,0.0,0,0,0,0,0,0,0,1,887000,4700.0,6000.0
지시완,0.88,73,0.91,-0.03,187,185,166,23,40,9,0,7,70,26,0,0,14,5,0,54,6,2,0,0.241,0.319,0.422,0.741,0.121,95.0,114132,2021,11413,72.0,52.0,448.1,0.406,436.0,395.0,40.0,1.0,99.8,8.73,0.44,0.0,0.95,0.0,-0.04,0.02,-2.41,0.0,-0.32,-0.63,4.42,4.1,-0.031,0.0,0,0,0,0,0,0,0,1,887000,3500.0,7600.0
추재현,0.77,95,0.61,0.16,300,295,262,37,66,15,0,5,96,26,4,3,26,7,0,57,3,5,0,0.252,0.336,0.366,0.702,0.113,87.9,130942,2021,13094,97.0,68.0,586.0,0.128,144.0,138.0,4.0,2.0,0.986,2.181,2.87,-0.84,-0.39,0.0,0.0,0.0,0.0,0.0,1.64,2.435,-0.346,1.294,0.163,0.0,0,0,0,0,0,0,1,0,887000,3400.0,
이대호,0.69,114,0.94,-0.25,465,463,420,39,120,11,0,19,188,81,0,0,34,5,3,50,12,0,6,0.286,0.342,0.448,0.79,0.138,106.9,102512,2021,10251,19.0,15.0,119.0,-0.366,118.0,107.0,9.0,2.0,0.983,8.773,-2.22,0.0,-0.4,0.0,0.0,0.0,0.07,0.0,-2.51,-19.023,-1.175,-3.685,-0.249,0.0,1,0,0,0,0,0,0,0,887000,120000.0,
김준태,0.44,47,0.54,-0.1,131,131,111,17,23,5,0,4,40,15,0,0,17,1,0,35,2,0,2,0.207,0.313,0.36,0.673,0.101,77.5,108352,2021,10835,45.0,31.0,286.0,0.203,273.0,254.0,18.0,1.0,99.6,8.56,-0.14,0.0,0.43,0.0,-0.27,-1.77,1.11,0.0,-0.97,-2.42,3.02,2.05,-0.097,0.0,0,0,0,0,0,0,0,1,887000,6500.0,10000.0
김민수,0.38,82,0.33,0.05,224,221,199,19,48,11,1,3,70,25,0,0,18,3,0,62,4,3,1,0.241,0.312,0.352,0.664,0.095,74.6,129312,2021,12931,86.0,48.0,471.0,0.07,266.0,159.0,104.0,3.0,0.989,5.025,-0.17,0.0,0.49,1.11,0.0,0.0,0.0,0.0,0.52,0.871,0.185,0.705,0.052,0.0,0,1,0,0,0,0,0,0,887000,3200.0,6300.0
김재유,0.14,87,0.55,-0.41,192,188,174,27,50,8,0,1,61,18,7,0,10,4,0,36,1,4,0,0.287,0.34,0.351,0.691,0.108,84.4,114832,2021,11483,69.0,40.0,377.0,-0.411,106.0,99.0,3.0,4.0,0.962,2.435,-3.82,0.31,-0.61,0.0,0.0,0.0,0.0,0.0,-4.13,-8.619,-0.013,-4.143,-0.41,0.0,0,0,0,0,0,0,1,0,887000,4200.0,4000.0
이호연,0.12,7,-0.09,0.21,11,11,9,0,2,0,0,0,2,1,0,0,1,0,0,1,1,0,1,0.222,0.273,0.222,0.495,0.032,24.8,131512,2021,13151,3.0,1.0,12.0,0.211,12.0,10.0,2.0,0.0,1.0,9.0,1.78,0.0,0.01,0.36,0.0,0.0,0.0,0.0,2.15,103.2,-0.023,2.127,0.213,0.0,1,0,0,0,0,0,0,0,887000,3000.0,5700.0
손성빈,0.12,20,0.17,-0.05,22,22,19,4,6,0,0,0,6,0,0,0,3,0,0,6,0,0,0,0.316,0.409,0.316,0.725,0.137,103.0,147962,2021,14796,12.0,3.0,37.2,-0.013,36.0,33.0,3.0,0.0,100.0,8.6,0.0,0.0,0.12,0.0,0.0,-0.12,-0.76,0.0,-0.54,-3.86,0.41,-0.13,-0.053,0.0,0,0,0,0,0,0,0,1,887000,18000.0,18100.0
김주현,0.05,8,-0.1,0.14,17,17,16,1,4,0,0,0,4,0,0,0,1,0,0,6,0,0,0,0.25,0.294,0.25,0.544,0.054,44.1,125702,2021,12570,2.0,1.0,11.0,0.133,12.0,11.0,1.0,0.0,100.0,9.82,1.43,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.44,25.86,-0.1,1.34,0.142,0.0,1,0,0,0,0,0,0,0,887000,3100.0,3400.0
이병규,0.01,29,0.12,-0.11,43,43,34,4,8,0,0,0,8,4,0,0,8,1,0,14,2,0,0,0.235,0.395,0.235,0.63,0.117,88.7,104772,2021,10477,3.0,2.0,17.0,-0.128,17.0,17.0,0.0,0.0,100.0,9.0,-1.11,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-1.09,-5.44,-0.2,-1.29,-0.109,0.0,1,0,0,0,0,0,0,0,887000,5500.0,
최종은,0.0,1,-0.02,0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.179,-166.5,148202,2021,14820,1.0,0.0,1.0,0.02,1.0,0.0,1.0,0.0,100.0,9.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,27.71,0.01,0.2,0.019,0.0,0,1,0,0,0,0,0,0,887000,2700.0,3000.0
정보근,-0.14,11,-0.02,-0.12,20,20,18,0,5,0,0,0,5,0,0,1,2,0,0,2,1,0,0,0.278,0.35,0.278,0.628,0.094,78.1,131542,2021,13154,11.0,7.0,54.0,-0.075,48.0,41.0,6.0,1.0,97.9,7.83,-0.12,0.0,-0.32,0.0,-0.04,0.0,-1.07,0.0,-1.23,-16.13,0.48,-0.75,-0.122,0.0,0,0,0,0,0,0,0,1,887000,3700.0,5900.0
오윤석,-0.16,33,0.07,-0.22,76,76,69,9,16,7,0,2,29,5,2,0,7,0,1,21,2,0,0,0.232,0.303,0.42,0.723,0.112,85.4,113972,2021,11397,27.0,15.0,148.0,-0.266,119.0,93.0,24.0,2.0,0.983,7.115,-2.66,0.0,0.14,0.28,0.0,0.0,0.0,0.0,-2.24,-11.947,-0.444,-2.684,-0.222,0.0,1,0,0,0,0,0,0,0,887000,6000.0,12000.0
이주찬,-0.16,3,-0.19,0.03,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0.0,-0.179,-130.6,148192,2021,14819,2.0,2.0,17.0,0.036,10.0,5.0,5.0,0.0,1.0,5.294,0.49,0.0,0.02,-0.2,0.0,0.0,0.0,0.0,0.31,22.32,0.05,0.36,0.031,0.0,0,0,1,0,0,0,0,0,887000,2700.0,3000.0
강로한,-0.2,21,-0.19,-0.02,35,35,33,7,4,0,0,2,10,4,0,0,2,0,0,18,0,0,0,0.121,0.171,0.303,0.474,0.01,7.3,113892,2021,11389,16.0,7.0,79.0,-0.018,35.0,34.0,0.0,1.0,0.971,3.873,-0.03,-0.23,0.08,0.0,0.0,0.0,0.0,0.0,-0.18,-1.62,-0.006,-0.186,-0.018,0.0,0,0,0,0,0,0,1,0,887000,3700.0,
장두성,-0.27,43,0.13,-0.39,41,41,36,12,8,2,1,0,12,4,4,2,5,0,0,12,0,0,0,0.222,0.317,0.333,0.65,0.095,72.1,131552,2021,13155,39.0,8.0,114.0,-0.395,17.0,16.0,0.0,1.0,0.941,1.263,-3.87,0.28,-0.38,0.0,0.0,0.0,0.0,0.0,-3.98,-14.695,-0.003,-3.983,-0.395,0.0,0,0,0,0,0,0,1,0,887000,3000.0,3800.0
신용수,-0.34,71,0.3,-0.64,136,134,119,23,31,5,2,1,43,6,3,1,11,3,0,20,2,2,1,0.261,0.336,0.361,0.697,0.11,87.3,141692,2021,14169,79.0,30.0,306.0,-0.653,68.0,63.0,3.0,2.0,0.971,1.941,-4.86,-1.05,-0.18,-0.39,0.0,0.0,0.0,0.0,-6.5,-11.848,-0.08,-6.58,-0.645,0.0,0,0,0,0,0,0,1,0,887000,3400.0,5300.0
강태율,-0.35,19,-0.25,-0.1,31,31,26,1,2,1,0,1,6,5,0,1,4,0,0,10,1,0,1,0.077,0.194,0.231,0.425,0.004,3.2,113882,2021,11388,19.0,10.0,79.0,-0.03,67.0,55.0,8.0,4.0,0.94,7.177,-0.83,0.0,-1.24,0.0,-0.06,0.0,1.6,0.0,-1.0,-7.579,0.701,-0.299,-0.099,0.0,0,0,0,0,0,0,0,1,887000,3200.0,3900.0
나승엽,-0.36,60,-0.39,0.03,128,128,113,16,23,2,0,2,31,10,1,0,14,0,0,33,1,0,1,0.204,0.289,0.274,0.563,0.063,50.0,147972,2021,14797,48.0,24.0,231.0,-0.03,137.0,107.0,25.0,5.0,0.964,5.143,0.87,0.0,-0.82,0.34,0.0,0.0,0.0,0.0,0.31,0.93,-0.608,-0.298,0.031,0.0,1,0,0,0,0,0,0,0,887000,53000.0,
배성근,-0.49,78,0.18,-0.66,109,107,93,21,19,4,0,1,26,9,1,0,14,0,0,36,1,2,0,0.204,0.308,0.28,0.588,0.077,59.1,132792,2021,13279,69.0,21.0,264.0,-0.584,134.0,61.0,66.0,7.0,0.948,4.33,-3.03,0.0,-0.11,-3.56,0.0,0.0,0.0,0.0,-6.7,-13.983,0.81,-5.89,-0.665,0.0,0,0,0,0,1,0,0,0,887000,3200.0,
최민재,-0.56,21,-0.4,-0.16,27,27,25,2,2,1,0,0,3,2,2,0,2,0,0,8,1,0,0,0.08,0.148,0.12,0.268,-0.056,-45.0,130042,2021,13004,14.0,6.0,60.0,-0.165,11.0,11.0,0.0,0.0,1.0,1.65,-1.63,-0.02,0.05,0.0,0.0,0.0,0.0,0.0,-1.59,-16.354,-0.074,-1.664,-0.158,0.0,0,0,0,0,0,1,0,0,887000,3100.0,3300.0
민병헌,-0.6,14,-0.23,-0.37,49,48,42,5,8,3,0,0,11,2,0,1,6,0,0,11,2,1,0,0.19,0.292,0.262,0.554,0.061,47.2,101882,2021,10188,12.0,11.0,88.1,-0.37,17.0,17.0,0.0,0.0,100.0,1.73,-2.93,-0.9,0.09,0.0,0.0,0.0,0.0,0.0,-3.73,-38.38,0.0,-3.73,-0.37,0.0,0,0,0,0,0,0,1,0,887000,50000.0,
김선빈,2.94,130,3.41,-0.47,564,561,501,55,154,32,0,5,201,67,0,0,56,1,2,39,19,1,5,0.307,0.375,0.401,0.776,0.141,115.0,100080,2021,10008,126.0,125.0,1017.0,0.081,518.0,206.0,305.0,7.0,0.986,4.522,-4.5,0.0,1.28,-1.49,0.0,0.0,0.0,0.0,-4.71,-5.383,5.526,0.816,-0.467,0.0,0,1,0,0,0,0,0,0,540325,45000.0,45000.0
최원준,2.94,143,2.84,0.11,668,664,589,82,174,21,6,4,219,44,40,13,61,11,0,68,7,4,3,0.295,0.37,0.372,0.742,0.131,107.0,125340,2021,12534,153.0,143.0,1244.0,-0.46,329.0,312.0,10.0,7.0,0.979,2.33,1.63,1.26,-1.81,0.0,0.0,0.0,0.0,0.0,1.07,1.007,-5.71,-4.64,0.106,0.0,0,0,0,1,0,0,0,0,540325,13000.0,22000.0
류지혁,1.69,92,1.16,0.53,327,324,273,37,76,8,0,2,90,34,0,0,42,7,1,46,7,2,3,0.278,0.385,0.33,0.715,0.13,106.4,108940,2021,10894,90.0,77.0,672.0,0.394,424.0,323.0,93.0,8.0,0.981,5.571,4.42,0.0,0.53,0.51,0.0,0.0,0.0,0.0,5.33,8.528,-1.363,3.967,0.529,0.0,0,0,1,0,0,0,0,0,540325,10000.0,15500.0
박찬호,1.54,131,1.4,0.14,483,475,418,51,103,15,5,1,131,59,9,4,54,0,0,73,11,8,3,0.246,0.331,0.313,0.644,0.095,77.2,112610,2021,11261,128.0,126.0,1100.1,1.095,549.0,204.0,321.0,24.0,95.6,4.29,1.51,0.0,-0.72,0.61,0.0,0.0,0.0,0.0,1.4,1.54,9.64,11.04,0.139,0.0,0,0,0,0,1,0,0,0,540325,10000.0,20000.0
최형우,1.13,104,1.07,0.06,446,439,373,52,87,15,1,12,140,55,0,0,67,4,10,67,9,0,2,0.233,0.354,0.375,0.729,0.129,105.8,103440,2021,10344,2.0,1.0,10.0,0.056,4.0,4.0,0.0,0.0,100.0,3.6,0.62,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.63,0.87,-0.06,0.57,0.062,0.0,0,0,0,0,0,1,0,0,540325,133333.0,133333.0
한승택,1.05,82,0.74,0.3,239,234,203,17,44,7,0,3,60,16,0,0,28,3,0,61,6,5,0,0.217,0.321,0.296,0.617,0.088,72.1,111190,2021,11119,82.0,68.0,589.0,0.867,547.0,489.0,53.0,5.0,99.1,8.28,1.02,0.0,-0.59,0.0,0.12,0.57,2.75,0.0,3.04,5.33,5.71,8.75,0.301,0.0,0,0,0,0,0,0,0,1,540325,8500.0,8000.0
김민식,0.82,100,1.04,-0.22,301,298,250,30,55,8,0,3,72,26,0,0,41,4,1,49,2,3,3,0.22,0.336,0.288,0.624,0.094,76.5,107070,2021,10707,86.0,67.0,606.0,0.437,517.0,470.0,42.0,5.0,99.0,7.6,-0.7,0.0,0.46,0.0,-0.02,-0.08,-2.64,0.0,-2.19,-3.15,6.6,4.41,-0.217,0.0,0,0,0,0,0,0,0,1,540325,8500.0,15000.0
김호령,0.64,62,0.31,0.33,154,152,130,16,27,2,0,4,41,15,4,1,16,6,0,44,2,2,0,0.208,0.322,0.315,0.637,0.096,78.4,112980,2021,11298,61.0,44.0,394.0,0.328,126.0,124.0,2.0,0.0,100.0,2.88,1.83,1.07,0.4,0.0,0.0,0.0,0.0,0.0,3.3,7.67,0.0,3.3,0.328,0.0,0,0,0,0,0,0,1,0,540325,8500.0,7000.0
이창진,0.35,105,-0.24,0.59,293,289,249,35,52,8,1,3,71,33,5,0,36,1,0,54,10,4,3,0.209,0.308,0.285,0.593,0.077,62.9,112330,2021,11233,107.0,72.0,631.0,0.586,199.0,197.0,1.0,1.0,0.995,2.824,6.11,-0.29,0.14,0.0,0.0,0.0,0.0,0.0,5.96,8.021,-0.048,5.912,0.591,0.0,0,0,0,0,0,1,0,0,540325,7000.0,14000.0
이진영,0.28,17,0.21,0.07,47,47,40,8,8,2,1,2,18,5,1,0,3,4,0,22,0,0,0,0.2,0.319,0.45,0.769,0.131,106.5,125390,2021,12539,16.0,11.0,107.0,0.065,25.0,25.0,0.0,0.0,1.0,2.103,0.98,-0.4,0.12,0.0,0.0,0.0,0.0,0.0,0.69,6.21,-0.032,0.658,0.068,0.0,0,0,0,0,0,0,1,0,540325,3600.0,3900.0
최정민,0.27,39,0.15,0.12,19,19,15,5,5,0,0,0,5,1,2,3,3,1,0,7,1,0,0,0.333,0.474,0.333,0.807,0.181,147.9,108080,2021,10808,22.0,3.0,59.0,0.116,14.0,13.0,1.0,0.0,1.0,2.136,1.22,-0.1,0.06,0.0,0.0,0.0,0.0,0.0,1.18,7.724,-0.009,1.171,0.117,0.0,0,0,0,0,0,0,1,0,540325,3500.0,
터커,0.24,127,0.5,-0.25,539,539,468,42,111,24,1,9,164,59,0,0,61,8,1,66,12,0,2,0.237,0.334,0.35,0.684,0.109,89.0,142240,2021,14224,129.0,122.0,990.0,-0.566,388.0,367.0,18.0,3.0,0.992,3.5,-2.83,-0.5,0.4,0.0,0.0,0.0,0.0,0.0,-2.56,-2.858,-3.148,-5.708,-0.254,0.0,0,0,0,0,0,1,0,0,540325,136500.0,
김태진,0.12,99,0.28,-0.16,414,408,381,43,105,12,5,1,130,36,8,5,23,0,1,64,7,6,4,0.276,0.314,0.341,0.655,0.089,72.2,112440,2021,11244,98.0,96.0,830.0,-0.157,271.0,74.0,180.0,17.0,0.937,2.754,-0.1,0.0,-0.85,-0.59,0.0,0.0,0.0,0.0,-1.59,-2.336,0.01,-1.58,-0.158,0.0,0,0,1,0,0,0,0,0,540325,8500.0,12000.0
박정우,0.06,32,-0.06,0.12,61,60,48,3,9,1,0,0,10,4,0,2,10,2,0,8,2,1,0,0.188,0.35,0.208,0.558,0.087,69.6,128690,2021,12869,32.0,16.0,159.0,0.122,48.0,47.0,1.0,0.0,1.0,2.717,1.47,-0.39,0.15,0.0,0.0,0.0,0.0,0.0,1.25,5.625,-0.023,1.227,0.124,0.0,0,0,0,0,0,0,1,0,540325,3000.0,3600.0
이정훈,0.06,41,0.13,-0.07,151,151,129,14,32,6,0,2,44,14,0,0,19,3,0,33,3,0,0,0.248,0.358,0.341,0.699,0.12,96.8,129160,2021,12916,4.0,4.0,33.0,-0.029,28.0,24.0,2.0,2.0,92.9,7.09,-0.06,0.0,-0.89,0.0,0.0,-0.09,0.44,0.0,-0.73,-2.55,0.43,-0.29,-0.072,0.0,0,0,0,0,0,0,0,1,540325,3000.0,4000.0
강경학,0.01,13,-0.02,0.03,13,13,11,2,2,0,0,0,2,1,0,0,1,1,0,3,0,0,0,0.182,0.308,0.182,0.49,0.053,44.2,106760,2021,10676,12.0,3.0,36.0,0.041,25.0,12.0,12.0,1.0,0.96,6.0,-0.03,0.0,0.05,0.33,0.0,0.0,0.0,0.0,0.35,4.2,0.062,0.412,0.035,0.0,0,1,0,0,0,0,0,0,540325,8700.0,
이우성,-0.04,65,-0.22,0.18,100,99,85,12,17,5,0,0,22,4,2,1,13,0,0,17,2,1,1,0.2,0.303,0.259,0.562,0.067,55.0,110990,2021,11099,62.0,20.0,257.0,0.09,63.0,61.0,1.0,1.0,0.984,2.171,1.81,0.25,-0.26,0.0,0.0,0.0,0.0,0.0,1.8,4.181,-0.892,0.908,0.179,0.0,0,0,0,0,0,1,0,0,540325,4100.0,5500.0
최정용,-0.05,53,-0.23,0.18,65,62,52,7,10,1,0,0,11,2,2,0,9,0,0,16,1,3,1,0.192,0.306,0.212,0.518,0.058,48.0,114070,2021,11407,29.0,8.0,101.0,0.198,56.0,22.0,32.0,2.0,0.964,4.812,0.7,0.0,0.12,0.98,0.0,0.0,0.0,0.0,1.78,8.839,0.212,1.992,0.177,0.0,0,1,0,0,0,0,0,0,540325,3800.0,4000.0
유민상,-0.05,24,0.1,-0.16,74,74,60,7,14,2,0,1,19,6,0,0,8,6,0,18,1,0,0,0.233,0.378,0.317,0.695,0.128,102.3,108950,2021,10895,15.0,14.0,118.0,-0.272,113.0,106.0,7.0,0.0,100.0,8.62,-1.68,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-1.58,-9.5,-1.16,-2.74,-0.157,0.0,1,0,0,0,0,0,0,0,540325,10500.0,
백용환,-0.06,3,-0.06,0.0,7,7,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,0.286,0.0,0.286,0.017,14.4,100030,2021,10003,1.0,0.0,3.0,-0.004,1.0,1.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.04,-0.04,0.0,0.0,1,0,0,0,0,0,0,0,540325,4000.0,
오정환,-0.16,9,0.0,-0.16,18,18,17,1,4,1,0,0,5,2,0,0,1,0,0,9,0,0,0,0.235,0.278,0.294,0.572,0.058,47.6,131170,2021,13117,4.0,3.0,31.0,-0.152,14.0,4.0,9.0,1.0,0.929,3.774,-1.66,0.0,0.04,0.0,0.0,0.0,0.0,0.0,-1.62,-58.32,0.09,-1.53,-0.161,0.0,0,1,0,0,0,0,0,0,540325,3000.0,3000.0
김석환,-0.21,5,0.0,-0.21,20,20,19,1,5,0,0,1,8,3,0,0,0,1,0,7,0,0,0,0.263,0.3,0.421,0.721,0.109,84.1,129170,2021,12917,4.0,4.0,35.0,-0.243,42.0,40.0,0.0,2.0,95.2,10.29,-2.14,0.0,0.03,0.0,0.0,0.0,0.0,0.0,-2.11,-60.9,-0.34,-2.45,-0.21,0.0,0,0,0,0,0,1,0,0,540325,3000.0,3500.0
김규성,-0.22,54,-0.28,0.06,41,41,36,8,5,1,0,0,6,2,0,1,5,0,0,17,0,0,0,0.139,0.244,0.167,0.411,0.012,9.8,125400,2021,12540,49.0,10.0,140.0,0.08,81.0,24.0,53.0,4.0,0.951,4.95,0.88,0.0,0.19,0.33,0.0,0.0,0.0,0.0,0.6,1.763,0.202,0.802,0.06,0.0,0,1,0,0,0,0,0,0,540325,4500.0,4500.0
권혁경,-0.24,5,-0.18,-0.07,18,18,18,1,4,0,0,0,4,0,0,0,0,0,0,6,2,0,0,0.222,0.222,0.222,0.444,0.002,2.0,147900,2021,14790,5.0,5.0,41.0,-0.023,23.0,22.0,1.0,0.0,100.0,5.05,0.0,0.0,0.13,0.0,0.0,-0.4,-0.55,0.0,-0.66,-19.03,0.43,-0.23,-0.066,0.0,0,0,0,0,0,0,0,1,540325,10000.0,
박민,-0.29,18,-0.28,-0.01,38,38,35,3,6,1,0,0,7,3,0,1,2,1,0,10,1,0,0,0.171,0.237,0.2,0.437,0.013,10.5,146110,2021,14611,14.0,11.0,94.2,0.058,39.0,13.0,24.0,2.0,94.9,3.52,0.75,0.0,0.15,-1.02,0.0,0.0,0.0,0.0,-0.12,-0.94,0.7,0.58,-0.012,0.0,0,0,0,0,1,0,0,0,540325,3000.0,
나주환,-0.3,19,-0.49,0.19,32,32,31,0,5,0,0,0,5,3,0,0,0,0,0,12,2,0,1,0.161,0.156,0.161,0.317,-0.051,-41.6,100920,2021,10092,13.0,4.0,53.0,0.189,21.0,13.0,8.0,0.0,1.0,3.566,1.65,0.0,0.04,0.35,0.0,0.0,0.0,0.0,1.92,21.268,-0.018,1.902,0.19,0.0,0,0,1,0,0,0,0,0,540325,10000.0,
황윤호,-0.31,6,-0.09,-0.21,19,19,17,2,3,0,0,0,3,0,0,0,1,1,0,3,1,0,0,0.176,0.263,0.176,0.439,0.023,18.2,113630,2021,11363,7.0,4.0,41.0,-0.211,12.0,2.0,8.0,2.0,0.833,2.195,-2.18,0.0,0.03,0.0,0.0,0.0,0.0,0.0,-2.14,-44.023,0.017,-2.123,-0.212,0.0,0,0,1,0,0,0,0,0,540325,4500.0,
오선우,-0.35,9,-0.31,-0.04,16,16,15,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0.067,0.125,0.067,0.192,-0.085,-70.7,141810,2021,14181,6.0,4.0,33.1,-0.056,16.0,15.0,1.0,0.0,100.0,4.32,-1.06,0.6,0.03,0.0,0.0,0.0,0.0,0.0,-0.44,-6.99,-0.13,-0.57,-0.043,0.0,1,0,0,0,0,0,0,0,540325,3400.0,3000.0
