Name,Team,WAAwithPOS,G_x,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR,G_y,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,연봉(만원)
함창건,24 LF,0.004,6,3,23.0,5,5,0,0,1.0,1.957,0.11,-0.05,0.03,0.0,0.0,,0.0,0.0,0.09,2.16,-0.047,0.043,0.008,146806,-0.19,15,-0.2,0.01,17,16,14,3,2,0,0,0,2,0,0,0,2,0,0,3,1,1,0,0.143,0.25,0.143,0.393,0.006,4.4,3000
김도영,24 3B,-0.397,135,132,1113.0,323,77,216,30,0.907,2.369,2.45,0.0,-6.91,-0.06,0.0,,0.0,0.0,-4.34,-4.629,0.0,-4.34,-0.397,150560,8.32,141,8.51,-0.18,625,619,544,143,189,29,10,38,352,109,40,4,66,7,7,110,10,1,7,0.347,0.42,0.647,1.067,0.232,172.5,10000
김두현,24 SS,-0.248,3,2,15.0,8,2,4,2,0.75,3.6,-1.93,0.0,-0.89,0.05,0.0,,0.0,0.0,-2.76,-132.48,0.047,-2.713,-0.252,160860,-0.15,3,0.1,-0.26,6,6,5,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0.4,0.5,0.4,0.9,0.229,164.9,3000
최정용,24 2B,-0.09,6,2,24.0,8,3,4,1,0.875,2.625,-0.69,0.0,-0.35,0.0,0.0,,0.0,0.0,-1.05,-25.2,0.06,-0.99,-0.096,114070,-0.2,6,-0.1,-0.1,12,12,11,0,2,0,0,0,2,1,0,0,1,0,0,4,1,0,0,0.182,0.25,0.182,0.432,0.01,7.5,4300
변우혁,24 1B,-0.256,68,43,388.0,312,283,26,3,0.99,7.168,-1.24,0.0,0.56,0.32,0.0,,0.0,0.0,-0.64,-1.355,-2.167,-2.807,-0.058,141240,0.72,69,0.77,-0.04,187,187,168,22,51,9,2,5,79,21,1,0,16,2,0,48,8,0,1,0.304,0.369,0.47,0.839,0.159,119.0,6000
이선우,24 CF,-0.196,3,0,3.0,2,1,0,1,0.5,3.0,-1.67,0.01,-0.5,0.0,0.0,,0.0,0.0,-2.14,-102.72,0.0,-2.14,-0.196,160952,-0.2,7,-0.02,-0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3000
이정훈,24 LF,-0.055,2,0,3.0,1,1,0,0,1.0,3.0,-0.37,0.1,0.0,0.0,0.0,,-0.49,0.0,-0.6,-43.2,-0.005,-0.605,-0.055,129162,0.14,65,0.19,-0.06,116,114,100,10,30,8,0,0,38,18,0,0,13,0,1,21,4,1,2,0.3,0.374,0.38,0.754,0.133,94.9,6000
서건창,24 1B,-0.213,85,43,434.0,361,275,81,5,0.986,7.382,-0.91,0.0,-0.19,0.22,0.0,,0.0,0.0,-1.03,-1.745,-1.304,-2.334,-0.094,108550,1.51,94,1.54,-0.02,248,245,203,40,63,14,1,1,82,26,3,1,36,3,0,31,2,3,3,0.31,0.416,0.404,0.82,0.169,124.5,5000
이인한,24 LF,0.0,3,0,4.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146902,0.1,5,0.1,0.0,5,5,4,0,2,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0.5,0.6,0.5,1.1,0.313,217.3,3000
이학주,24 SS,-0.179,43,27,244.0,107,38,67,2,0.981,3.873,-3.86,0.0,1.15,-1.16,0.0,,0.0,0.0,-3.88,-12.993,1.916,-1.964,-0.354,141142,-0.15,43,0.25,-0.4,105,103,95,13,25,2,2,2,37,4,0,1,6,2,0,44,0,2,0,0.263,0.32,0.389,0.709,0.111,79.9,9200
이창용,24 1B,-0.031,7,5,41.0,33,29,3,1,0.97,7.024,0.24,0.0,-0.29,0.0,0.0,,0.0,0.0,-0.05,-1.029,-0.291,-0.341,-0.005,148663,-0.24,9,-0.23,-0.01,21,21,21,1,4,1,0,0,5,2,0,0,0,0,0,4,0,0,0,0.19,0.19,0.238,0.428,-0.013,-9.2,3000
김재성,24 C,-0.179,8,3,34.0,27,23,3,1,0.963,6.882,-0.56,0.0,-0.38,0.0,-0.82,,-0.75,0.0,-2.22,-39.96,0.261,-1.959,-0.203,113443,-0.24,10,-0.08,-0.16,23,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0,0,0.2,0.304,0.25,0.554,0.066,47.7,7000
양우현,24 2B,0.167,6,4,34.0,19,8,11,0,1.0,5.029,1.08,0.0,0.2,0.43,0.0,,0.0,0.0,1.72,41.28,0.108,1.828,0.157,141163,-0.17,7,-0.32,0.15,15,14,13,0,0,0,0,0,0,1,0,0,1,0,0,6,1,1,0,0.0,0.071,0.0,0.071,-0.138,-92.5,3700
김태훈,24 RF,0.087,7,2,31.0,6,6,0,0,1.0,1.742,0.64,0.32,0.07,0.0,0.0,,0.0,0.0,1.03,21.189,-0.073,0.957,0.094,113363,-0.05,12,-0.14,0.09,21,21,20,2,4,1,0,0,5,1,0,0,0,1,0,3,1,0,0,0.2,0.238,0.25,0.488,0.027,18.5,4100
구자욱,24 LF,-0.292,104,102,839.0,206,201,4,1,0.995,2.199,1.18,-0.74,0.52,0.0,0.0,,0.0,0.0,0.97,1.343,-4.171,-3.201,0.089,108923,5.69,129,5.61,0.08,568,563,493,92,169,39,1,33,309,115,13,4,55,12,4,73,6,2,6,0.343,0.417,0.627,1.044,0.228,162.3,200000
공민규,24 3B,-0.115,11,4,38.0,16,6,9,1,0.938,3.553,-1.01,0.0,-0.26,0.0,0.0,,0.0,0.0,-1.25,-16.364,-0.004,-1.254,-0.114,131643,-0.16,12,-0.08,-0.08,17,17,14,1,1,0,0,1,4,2,0,0,1,2,0,9,1,0,0,0.071,0.235,0.286,0.521,0.056,39.5,4100
오선우,24 RF,-0.038,3,1,13.0,6,4,1,1,0.833,3.462,0.09,-0.01,-0.46,0.0,0.0,,0.0,0.0,-0.38,-18.24,-0.033,-0.413,-0.035,141810,-0.07,3,-0.03,-0.04,7,7,7,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0.286,0.286,0.286,0.572,0.049,36.1,3300
심우준,24 SS,0.344,54,49,434.0,231,94,129,8,0.965,4.624,2.03,0.0,-0.17,-1.82,0.0,,0.0,0.0,0.03,0.08,3.73,3.76,0.003,113348,0.64,53,0.65,-0.01,192,187,169,22,45,4,0,3,58,28,7,1,17,1,0,29,3,5,0,0.266,0.337,0.343,0.68,0.105,75.5,29000
강백호,24 C,-0.217,35,22,193.0,160,139,17,4,0.975,7.275,-1.17,-0.03,-1.32,0.0,0.95,,-3.71,0.0,-4.16,-17.115,1.786,-2.374,-0.38,131688,2.12,144,2.46,-0.34,614,612,550,92,159,27,0,26,264,96,6,2,59,3,4,127,6,0,2,0.289,0.36,0.48,0.84,0.154,112.3,29000
윤준혁,24 3B,-0.117,10,4,39.0,6,2,3,1,0.833,1.154,-1.13,0.0,-0.23,0.0,0.0,,0.0,0.0,-1.29,-18.576,0.004,-1.286,-0.118,146058,-0.23,13,-0.15,-0.08,18,18,17,3,3,2,0,0,5,0,0,0,1,0,0,6,0,0,0,0.176,0.222,0.294,0.516,0.03,21.9,3000
김상수,24 SS,0.356,116,106,863.0,445,192,239,14,0.969,4.495,-0.05,0.0,-0.17,-0.05,0.0,,0.0,0.0,-0.26,-0.323,4.16,3.9,-0.024,103208,1.89,113,1.77,0.13,420,413,369,60,102,18,4,4,140,45,3,2,37,6,0,59,12,7,1,0.276,0.351,0.379,0.73,0.126,91.5,30000
김지찬,24 CF,0.426,127,103,873.0,266,262,1,3,0.989,2.711,4.08,0.22,0.36,0.0,0.0,,0.0,0.0,4.66,5.284,0.004,4.664,0.426,146183,3.98,135,3.58,0.41,535,521,453,102,143,16,3,3,174,36,42,4,60,9,2,40,5,12,1,0.316,0.405,0.384,0.789,0.157,112.7,16000
김동진,24 2B,0.216,29,10,116.0,56,20,36,0,1.0,4.345,1.25,0.0,0.72,-0.3,0.0,,0.0,0.0,2.12,10.527,0.246,2.366,0.194,148633,-0.31,30,-0.47,0.17,42,40,37,5,4,0,0,1,7,2,0,0,3,0,0,10,1,2,0,0.108,0.175,0.189,0.364,-0.028,-20.5,4500
권동진,24 2B,-0.052,8,2,28.0,15,6,8,1,0.933,4.5,-0.09,0.0,-0.32,-0.23,0.0,,0.0,0.0,-0.64,-11.52,0.07,-0.57,-0.058,147778,-0.09,9,-0.03,-0.07,10,10,9,3,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0.222,0.3,0.222,0.522,0.05,37.9,4600
장준원,24 SS,0.122,15,5,57.0,18,11,7,0,1.0,2.842,0.94,0.0,0.46,-0.17,0.0,,0.0,0.0,1.23,11.808,0.103,1.333,0.112,112148,-0.04,17,-0.13,0.09,18,18,14,1,1,0,0,0,1,0,0,0,4,0,0,5,0,0,0,0.071,0.278,0.071,0.349,0.018,13.5,5300
조용호,24 RF,-0.084,62,37,352.0,69,67,1,1,0.986,1.739,-0.68,0.39,0.46,0.0,0.0,,0.0,0.0,0.16,0.372,-1.084,-0.924,0.015,129438,-0.52,60,-0.53,0.01,165,162,149,17,37,5,0,0,42,13,5,1,13,0,0,25,5,3,0,0.248,0.309,0.282,0.591,0.071,51.9,15000
안치홍,24 1B,-0.366,73,70,558.0,436,307,123,6,0.986,6.935,-3.42,0.0,0.04,0.16,0.0,,0.0,0.0,-3.16,-6.233,-0.845,-4.005,-0.289,100149,1.33,128,1.65,-0.31,533,531,473,64,142,21,0,13,202,66,3,2,49,6,1,70,10,1,4,0.3,0.37,0.427,0.797,0.146,107.9,50000
임종찬,24 CF,-0.038,29,16,138.0,31,29,2,0,1.0,2.022,-0.64,-0.04,0.32,0.0,0.0,,0.0,0.0,-0.37,-1.837,-0.049,-0.419,-0.034,147069,-0.24,24,-0.2,-0.03,64,64,57,10,9,3,2,0,16,7,0,1,6,1,0,19,2,0,0,0.158,0.25,0.281,0.531,0.048,35.5,3400
최인호,24 LF,0.131,66,50,436.0,108,102,4,2,0.981,2.188,4.58,-0.76,-0.44,0.0,0.0,,0.0,0.0,3.38,7.375,-1.947,1.433,0.309,147079,1.18,82,0.86,0.32,244,240,210,37,60,13,2,2,83,22,3,0,25,3,0,31,3,4,2,0.286,0.367,0.395,0.762,0.139,102.2,4800
채은성,24 1B,-0.699,98,95,782.0,618,588,23,7,0.989,7.032,-1.8,-1.06,0.01,0.0,0.0,,0.0,0.0,-2.86,-4.202,-4.788,-7.648,-0.261,112159,1.14,124,1.32,-0.18,498,498,436,61,118,24,0,20,202,83,1,1,49,8,1,83,12,0,5,0.271,0.351,0.463,0.814,0.147,108.9,100000
김인환,24 LF,-0.517,41,30,236.0,95,89,4,2,0.979,3.547,-4.91,0.5,-0.49,0.0,0.0,,0.0,0.0,-4.84,-16.999,-0.818,-5.658,-0.442,125899,-0.99,51,-0.58,-0.41,143,143,131,11,31,2,0,1,36,7,0,0,10,2,0,32,5,0,0,0.237,0.301,0.275,0.576,0.066,48.1,6900
이명기,24 LF,0.0,2,0,2.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101199,-0.21,4,-0.21,0.0,8,7,7,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0.0,-0.19,-132.5,5000
이승원,24 SS,-0.242,19,13,97.0,48,20,25,3,0.938,4.175,-1.84,0.0,-0.64,-0.87,0.0,,0.0,0.0,-3.35,-25.389,0.701,-2.649,-0.306,154767,-0.74,20,-0.53,-0.2,41,39,37,3,4,1,0,0,5,1,0,0,2,0,0,13,2,2,0,0.108,0.154,0.135,0.289,-0.058,-43.9,3100
