선수,연봉(만원),팀,pid,연도,팀연봉순위,전체연봉순위,계약금(만원),계약금(만원)분할,연봉 총수령액(만원)
한지윤,3000,한화 이글스,16303,2025,62,567,0,0,3000
권민규,3000,한화 이글스,16302,2025,62,567,0,0,3000
정우주,3000,한화 이글스,16301,2025,62,567,0,0,3000
배승수,3000,한화 이글스,16304,2025,62,567,0,0,3000
박상현,3000,한화 이글스,16306,2025,62,567,0,0,3000
이민재,3000,한화 이글스,16311,2025,62,567,0,0,3000
최주원,3000,한화 이글스,16310,2025,62,567,0,0,3000
엄요셉,3000,한화 이글스,16309,2025,62,567,0,0,3000
엄상현,3000,한화 이글스,16308,2025,62,567,0,0,3000
이지성,3000,한화 이글스,16307,2025,62,567,0,0,3000
이동영,3000,한화 이글스,16305,2025,62,567,0,0,3000
이승현,3000,한화 이글스,16372,2025,62,567,0,0,3000
박준영,3000,한화 이글스,15014,2025,62,567,0,0,3000
안진,3000,한화 이글스,14876,2025,62,567,0,0,3000
문승진,3000,한화 이글스,14874,2025,62,567,0,0,3000
유민,3000,한화 이글스,15016,2025,62,567,0,0,3000
이성민,3000,한화 이글스,15019,2025,62,567,0,0,3000
정이황,3000,한화 이글스,14127,2025,62,567,0,0,3000
김범준,3000,한화 이글스,14710,2025,62,567,0,0,3000
원종혁,3000,한화 이글스,16114,2025,62,567,0,0,3000
최준서,3000,한화 이글스,16112,2025,62,567,0,0,3000
이기창,3000,한화 이글스,16111,2025,62,567,0,0,3000
정안석,3000,한화 이글스,16109,2025,62,567,0,0,3000
한서구,3000,한화 이글스,15426,2025,62,567,0,0,3000
성지훈,3000,한화 이글스,15631,2025,62,567,0,0,3000
신우재,3000,한화 이글스,16011,2025,62,567,0,0,3000
박부성,0,한화 이글스,16373,2025,88,824,0,0,0
양선률,0,한화 이글스,14682,2025,88,824,0,0,0
오스틴,168000,LG 트윈스,15532,2025,3,14,0,0,168000
박동원,120000,LG 트윈스,10387,2025,2,12,200000,50000,170000
에르난데스,112000,LG 트윈스,16160,2025,6,37,0,0,112000
치리노스,130000,LG 트윈스,16286,2025,5,24,0,0,130000
홍창기,65000,LG 트윈스,12546,2025,7,67,0,0,65000
박해민,60000,LG 트윈스,11190,2025,4,19,320000,80000,140000
김현수,50000,LG 트윈스,10187,2025,1,11,500000,125000,175000
문보경,41000,LG 트윈스,14137,2025,8,82,0,0,41000
김진성,33000,LG 트윈스,11166,2025,9,97,0,0,33000
오지환,30000,LG 트윈스,10475,2025,10,99,0,0,30000
이정용,27000,LG 트윈스,14134,2025,11,114,0,0,27000
유영찬,21000,LG 트윈스,14669,2025,12,126,0,0,21000
임찬규,20000,LG 트윈스,10652,2025,13,130,0,0,20000
함덕주,20000,LG 트윈스,11094,2025,13,130,0,0,20000
장현식,20000,LG 트윈스,11164,2025,13,130,0,0,20000
신민재,20000,LG 트윈스,13056,2025,13,130,0,0,20000
정우영,18000,LG 트윈스,14136,2025,17,149,0,0,18000
문성주,18000,LG 트윈스,13112,2025,17,149,0,0,18000
손주영,17200,LG 트윈스,12908,2025,19,156,0,0,17200
구본혁,13500,LG 트윈스,14140,2025,20,179,0,0,13500
최채흥,13000,LG 트윈스,13156,2025,21,183,0,0,13000
김유영,10500,LG 트윈스,11229,2025,22,210,0,0,10500
이우찬,10000,LG 트윈스,10749,2025,23,213,0,0,10000
김강률,10000,LG 트윈스,10690,2025,23,213,0,0,10000
이지강,8300,LG 트윈스,14143,2025,25,239,0,0,8300
심창민,8000,LG 트윈스,10720,2025,26,241,0,0,8000
김준태,7500,LG 트윈스,10835,2025,27,252,0,0,7500
김대현,7500,LG 트윈스,12532,2025,27,252,0,0,7500
천성호,7100,LG 트윈스,14606,2025,29,263,0,0,7100
백승현,7000,LG 트윈스,13009,2025,30,264,0,0,7000
이영빈,6000,LG 트윈스,14783,2025,31,290,0,0,6000
박명근,6000,LG 트윈스,15486,2025,31,290,0,0,6000
김민수,6000,LG 트윈스,12931,2025,31,290,0,0,6000
안익훈,5200,LG 트윈스,11347,2025,34,320,0,0,5200
김범석,4700,LG 트윈스,15484,2025,35,340,0,0,4700
배재준,4500,LG 트윈스,12697,2025,36,347,0,0,4500
최승민,4300,LG 트윈스,14187,2025,37,363,0,0,4300
김영준,4200,LG 트윈스,13102,2025,38,366,0,0,4200
이종준,4200,LG 트윈스,14651,2025,38,366,0,0,4200
최원영,4000,LG 트윈스,15084,2025,40,374,0,0,4000
우강훈,3600,LG 트윈스,14816,2025,41,418,0,0,3600
김진수,3600,LG 트윈스,14781,2025,41,418,0,0,3600
송승기,3600,LG 트윈스,14846,2025,41,418,0,0,3600
정지헌,3500,LG 트윈스,16017,2025,44,428,0,0,3500
송찬의,3500,LG 트윈스,13109,2025,44,428,0,0,3500
김주성,3500,LG 트윈스,12545,2025,44,428,0,0,3500
성동현,3400,LG 트윈스,13103,2025,47,453,0,0,3400
진우영,3400,LG 트윈스,16015,2025,47,453,0,0,3400
허준혁,3300,LG 트윈스,15083,2025,49,462,0,0,3300
이주헌,3300,LG 트윈스,15081,2025,49,462,0,0,3300
김성진,3300,LG 트윈스,14141,2025,49,462,0,0,3300
김현종,3200,LG 트윈스,16013,2025,52,484,0,0,3200
함창건,3200,LG 트윈스,14680,2025,52,484,0,0,3200
손용준,3100,LG 트윈스,16014,2025,54,516,0,0,3100
문정빈,3100,LG 트윈스,15086,2025,54,516,0,0,3100
김수인,3100,LG 트윈스,14675,2025,54,516,0,0,3100
김성우,3100,LG 트윈스,15085,2025,54,516,0,0,3100
김의준,3100,LG 트윈스,13108,2025,54,516,0,0,3100
안시후,3000,LG 트윈스,16283,2025,59,567,0,0,3000
우정안,3000,LG 트윈스,16282,2025,59,567,0,0,3000
김종운,3000,LG 트윈스,16281,2025,59,567,0,0,3000
박시원,3000,LG 트윈스,16280,2025,59,567,0,0,3000
박건우,3000,LG 트윈스,16389,2025,59,567,0,0,3000
박관우,3000,LG 트윈스,16279,2025,59,567,0,0,3000
서영준,3000,LG 트윈스,16278,2025,59,567,0,0,3000
이태훈,3000,LG 트윈스,16277,2025,59,567,0,0,3000
이한림,3000,LG 트윈스,16276,2025,59,567,0,0,3000
추세현,3000,LG 트윈스,16275,2025,59,567,0,0,3000
김영우,3000,LG 트윈스,16274,2025,59,567,0,0,3000
고영웅,3000,LG 트윈스,16284,2025,59,567,0,0,3000
성준서,3000,LG 트윈스,16285,2025,59,567,0,0,3000
박민호,3000,LG 트윈스,14845,2025,59,567,0,0,3000
조건희,3000,LG 트윈스,14782,2025,59,567,0,0,3000
백선기,3000,LG 트윈스,13174,2025,59,567,0,0,3000
전경원,3000,LG 트윈스,13129,2025,59,567,0,0,3000
김주온,3000,LG 트윈스,13057,2025,59,567,0,0,3000
허용주,3000,LG 트윈스,15491,2025,59,567,0,0,3000
심규빈,3000,LG 트윈스,16022,2025,59,567,0,0,3000
김도윤,3000,LG 트윈스,16021,2025,59,567,0,0,3000
코엔 윈,1600,LG 트윈스,15265,2025,80,822,0,0,1600
김웅,0,LG 트윈스,16388,2025,81,824,0,0,0
박세웅,135000,롯데 자이언츠,11310,2025,2,22,0,0,135000
반즈,133000,롯데 자이언츠,15011,2025,3,23,0,0,133000
레이예스,112000,롯데 자이언츠,16106,2025,5,37,0,0,112000
김원중,110000,롯데 자이언츠,10825,2025,7,41,0,0,110000
유강남,110000,롯데 자이언츠,10753,2025,1,5,400000,100000,210000
한현희,100000,롯데 자이언츠,10863,2025,7,41,30000,10000,110000
데이비슨,110500,롯데 자이언츠,16273,2025,6,40,0,0,110500
노진혁,70000,롯데 자이언츠,11165,2025,4,24,240000,60000,130000
전준우,40000,롯데 자이언츠,10266,2025,9,83,0,0,40000
감보아,35000,롯데 자이언츠,16391,2025,10,94,0,0,35000
구승민,30000,롯데 자이언츠,11291,2025,11,99,0,0,30000
김상수,24000,롯데 자이언츠,10427,2025,12,118,0,0,24000
윤동희,20000,롯데 자이언츠,15048,2025,13,130,0,0,20000
정훈,20000,롯데 자이언츠,10253,2025,13,130,0,0,20000
김민성,20000,롯데 자이언츠,10238,2025,13,130,0,0,20000
고승민,18500,롯데 자이언츠,14160,2025,16,148,0,0,18500
박승욱,17000,롯데 자이언츠,10804,2025,17,157,0,0,17000
황성빈,15500,롯데 자이언츠,14642,2025,18,166,0,0,15500
손호영,12500,롯데 자이언츠,14590,2025,19,188,0,0,12500
나승엽,12000,롯데 자이언츠,14797,2025,20,189,0,0,12000
나균안,12000,롯데 자이언츠,12930,2025,20,189,0,0,12000
정철원,12000,롯데 자이언츠,13071,2025,20,189,0,0,12000
최준용,11000,롯데 자이언츠,14624,2025,23,201,0,0,11000
김진욱,10000,롯데 자이언츠,14792,2025,24,213,0,0,10000
정보근,7700,롯데 자이언츠,13154,2025,25,249,0,0,7700
전민재,7500,롯데 자이언츠,13073,2025,26,252,0,0,7500
진해수,7000,롯데 자이언츠,10075,2025,27,264,0,0,7000
손성빈,6800,롯데 자이언츠,14796,2025,28,275,0,0,6800
박진,6000,롯데 자이언츠,14163,2025,29,290,0,0,6000
박진형,5600,롯데 자이언츠,11425,2025,30,307,0,0,5600
심재민,5400,롯데 자이언츠,11311,2025,31,318,0,0,5400
최항,5000,롯데 자이언츠,10810,2025,32,326,0,0,5000
박시영,5000,롯데 자이언츠,10737,2025,32,326,0,0,5000
신윤후,4800,롯데 자이언츠,14169,2025,34,336,0,0,4800
장두성,4600,롯데 자이언츠,13155,2025,35,342,0,0,4600
진승현,4000,롯데 자이언츠,15047,2025,36,374,0,0,4000
이민석,4000,롯데 자이언츠,15045,2025,36,374,0,0,4000
김도규,4000,롯데 자이언츠,13148,2025,36,374,0,0,4000
조세진,4000,롯데 자이언츠,15046,2025,36,374,0,0,4000
김강현,4000,롯데 자이언츠,12699,2025,36,374,0,0,4000
정현수,4000,롯데 자이언츠,16090,2025,36,374,0,0,4000
한태양,3800,롯데 자이언츠,15051,2025,42,394,0,0,3800
박세진,3700,롯데 자이언츠,12572,2025,43,408,0,0,3700
서동욱,3500,롯데 자이언츠,15624,2025,44,428,0,0,3500
김동혁,3300,롯데 자이언츠,15645,2025,45,462,0,0,3300
현도훈,3300,롯데 자이언츠,13271,2025,45,462,0,0,3300
정우준,3200,롯데 자이언츠,14795,2025,47,484,0,0,3200
송재영,3200,롯데 자이언츠,14794,2025,47,484,0,0,3200
이주찬,3200,롯데 자이언츠,14819,2025,47,484,0,0,3200
이호준,3100,롯데 자이언츠,16091,2025,50,516,0,0,3100
백두산,3100,롯데 자이언츠,16101,2025,50,516,0,0,3100
강성우,3100,롯데 자이언츠,16093,2025,50,516,0,0,3100
윤성빈,3100,롯데 자이언츠,12928,2025,50,516,0,0,3100
박준우,3100,롯데 자이언츠,16092,2025,50,516,0,0,3100
강승구,3100,롯데 자이언츠,16102,2025,50,516,0,0,3100
이인한,3100,롯데 자이언츠,14690,2025,50,516,0,0,3100
신병률,3100,롯데 자이언츠,13173,2025,50,516,0,0,3100
홍민기,3100,롯데 자이언츠,14625,2025,50,516,0,0,3100
김태현,3000,롯데 자이언츠,16263,2025,59,567,0,0,3000
김태균,3000,롯데 자이언츠,16271,2025,59,567,0,0,3000
한승현,3000,롯데 자이언츠,16270,2025,59,567,0,0,3000
최민규,3000,롯데 자이언츠,16269,2025,59,567,0,0,3000
이영재,3000,롯데 자이언츠,16268,2025,59,567,0,0,3000
김동현,3000,롯데 자이언츠,16267,2025,59,567,0,0,3000
박재엽,3000,롯데 자이언츠,16266,2025,59,567,0,0,3000
김현우,3000,롯데 자이언츠,16265,2025,59,567,0,0,3000
박세현,3000,롯데 자이언츠,16264,2025,59,567,0,0,3000
조영우,3000,롯데 자이언츠,16272,2025,59,567,0,0,3000
박찬형,3000,롯데 자이언츠,16395,2025,59,567,0,0,3000
이태경,3000,롯데 자이언츠,16377,2025,59,567,0,0,3000
이병준,3000,롯데 자이언츠,14817,2025,59,567,0,0,3000
엄장윤,3000,롯데 자이언츠,15052,2025,59,567,0,0,3000
김동규,3000,롯데 자이언츠,14165,2025,59,567,0,0,3000
김대현,3000,롯데 자이언츠,16104,2025,59,567,0,0,3000
배세종,3000,롯데 자이언츠,16100,2025,59,567,0,0,3000
박준기,0,롯데 자이언츠,16379,2025,76,824,0,0,0
오창현,0,롯데 자이언츠,16383,2025,76,824,0,0,0
박지훈,0,롯데 자이언츠,16382,2025,76,824,0,0,0
유태웅,0,롯데 자이언츠,16376,2025,76,824,0,0,0
박건우,0,롯데 자이언츠,16378,2025,76,824,0,0,0
이상화,0,롯데 자이언츠,16380,2025,76,824,0,0,0
정선우,0,롯데 자이언츠,16381,2025,76,824,0,0,0
네일,168000,KIA 타이거즈,16088,2025,2,14,0,0,168000
위즈덤,130000,KIA 타이거즈,16262,2025,3,24,0,0,130000
최형우,100000,KIA 타이거즈,10344,2025,6,46,0,0,100000
올러,104000,KIA 타이거즈,16261,2025,5,45,0,0,104000
나성범,80000,KIA 타이거즈,11162,2025,1,10,600000,100000,180000
김태군,70000,KIA 타이거즈,10459,2025,7,63,0,0,70000
김선빈,60000,KIA 타이거즈,10008,2025,8,70,0,0,60000
김도영,50000,KIA 타이거즈,15056,2025,9,74,0,0,50000
양현종,50000,KIA 타이거즈,10058,2025,4,33,300000,75000,125000
박찬호,45000,KIA 타이거즈,11261,2025,10,81,0,0,45000
최원준,40000,KIA 타이거즈,12534,2025,11,83,0,0,40000
조상우,40000,KIA 타이거즈,11126,2025,11,83,0,0,40000
정해영,36000,KIA 타이거즈,14608,2025,13,93,0,0,36000
임기영,30000,KIA 타이거즈,10909,2025,14,99,0,0,30000
전상현,30000,KIA 타이거즈,12537,2025,14,99,0,0,30000
이의리,17000,KIA 타이거즈,14788,2025,16,157,0,0,17000
이우성,17000,KIA 타이거즈,11099,2025,16,157,0,0,17000
이준영,17000,KIA 타이거즈,11303,2025,16,157,0,0,17000
고종욱,15000,KIA 타이거즈,10659,2025,19,167,0,0,15000
한준수,14000,KIA 타이거즈,13113,2025,20,175,0,0,14000
이창진,14000,KIA 타이거즈,11233,2025,20,175,0,0,14000
서건창,12000,KIA 타이거즈,10855,2025,22,189,0,0,12000
김대유,12000,KIA 타이거즈,10706,2025,22,189,0,0,12000
윤영철,12000,KIA 타이거즈,15432,2025,22,189,0,0,12000
곽도규,12000,KIA 타이거즈,15435,2025,22,189,0,0,12000
최지민,12000,KIA 타이거즈,15057,2025,22,189,0,0,12000
황동하,10000,KIA 타이거즈,15063,2025,27,213,0,0,10000
김도현,9000,KIA 타이거즈,14128,2025,28,229,0,0,9000
변우혁,8500,KIA 타이거즈,14124,2025,29,234,0,0,8500
김호령,8000,KIA 타이거즈,11298,2025,30,241,0,0,8000
박준표,7500,KIA 타이거즈,11070,2025,31,252,0,0,7500
황대인,7000,KIA 타이거즈,11306,2025,32,264,0,0,7000
김규성,6500,KIA 타이거즈,12540,2025,33,279,0,0,6500
한승택,6500,KIA 타이거즈,11119,2025,33,279,0,0,6500
홍종표,6500,KIA 타이거즈,14612,2025,33,279,0,0,6500
이형범,6500,KIA 타이거즈,11159,2025,33,279,0,0,6500
박정우,6500,KIA 타이거즈,12869,2025,33,279,0,0,6500
윤중현,6000,KIA 타이거즈,13122,2025,38,290,0,0,6000
김기훈,5500,KIA 타이거즈,14176,2025,39,309,0,0,5500
김승현,4600,KIA 타이거즈,12637,2025,40,342,0,0,4600
김현수,4500,KIA 타이거즈,14162,2025,41,347,0,0,4500
김건국,4500,KIA 타이거즈,12944,2025,41,347,0,0,4500
최정용,4500,KIA 타이거즈,11407,2025,41,347,0,0,4500
주효상,4400,KIA 타이거즈,12567,2025,44,361,0,0,4400
김사윤,4000,KIA 타이거즈,11364,2025,45,374,0,0,4000
김석환,4000,KIA 타이거즈,12917,2025,45,374,0,0,4000
예진원,4000,KIA 타이거즈,13093,2025,45,374,0,0,4000
유승철,3800,KIA 타이거즈,12914,2025,48,394,0,0,3800
박민,3800,KIA 타이거즈,14611,2025,48,394,0,0,3800
장민기,3500,KIA 타이거즈,14789,2025,50,428,0,0,3500
오선우,3400,KIA 타이거즈,14181,2025,51,453,0,0,3400
유지성,3200,KIA 타이거즈,14607,2025,52,484,0,0,3200
윤도현,3200,KIA 타이거즈,15058,2025,52,484,0,0,3200
김민재,3100,KIA 타이거즈,16083,2025,54,516,0,0,3100
김민주,3100,KIA 타이거즈,16082,2025,54,516,0,0,3100
김두현,3100,KIA 타이거즈,16086,2025,54,516,0,0,3100
박건우,3100,KIA 타이거즈,14786,2025,54,516,0,0,3100
정해원,3100,KIA 타이거즈,15433,2025,54,516,0,0,3100
장재혁,3100,KIA 타이거즈,14657,2025,54,516,0,0,3100
박헌,3000,KIA 타이거즈,16260,2025,60,567,0,0,3000
이성원,3000,KIA 타이거즈,16259,2025,60,567,0,0,3000
엄준현,3000,KIA 타이거즈,16258,2025,60,567,0,0,3000
김정엽,3000,KIA 타이거즈,16254,2025,60,567,0,0,3000
박재현,3000,KIA 타이거즈,16252,2025,60,567,0,0,3000
이호민,3000,KIA 타이거즈,16251,2025,60,567,0,0,3000
김태형,3000,KIA 타이거즈,16250,2025,60,567,0,0,3000
임다온,3000,KIA 타이거즈,16257,2025,60,567,0,0,3000
나연우,3000,KIA 타이거즈,16256,2025,60,567,0,0,3000
최건희,3000,KIA 타이거즈,16255,2025,60,567,0,0,3000
양수호,3000,KIA 타이거즈,16253,2025,60,567,0,0,3000
이영재,3000,KIA 타이거즈,14826,2025,60,567,0,0,3000
장시현,3000,KIA 타이거즈,14824,2025,60,567,0,0,3000
이준범,3000,KIA 타이거즈,14823,2025,60,567,0,0,3000
신명승,3000,KIA 타이거즈,15065,2025,60,567,0,0,3000
홍원빈,3000,KIA 타이거즈,14177,2025,60,567,0,0,3000
강이준,3000,KIA 타이거즈,12866,2025,60,567,0,0,3000
오정환,3000,KIA 타이거즈,13117,2025,60,567,0,0,3000
조대현,3000,KIA 타이거즈,16077,2025,60,567,0,0,3000
성영탁,3000,KIA 타이거즈,16085,2025,60,567,0,0,3000
강민제,3000,KIA 타이거즈,16084,2025,60,567,0,0,3000
강동훈,3000,KIA 타이거즈,16080,2025,60,567,0,0,3000
이상준,3000,KIA 타이거즈,16078,2025,60,567,0,0,3000
김재현,3000,KIA 타이거즈,15440,2025,60,567,0,0,3000
박상준,3000,KIA 타이거즈,15125,2025,60,567,0,0,3000
이도현,3000,KIA 타이거즈,15437,2025,60,567,0,0,3000
로하스,210000,KT 위즈,12995,2025,1,5,0,0,210000
고영표,200000,KT 위즈,11308,2025,2,7,0,0,200000
쿠에바스,140000,KT 위즈,13942,2025,3,19,0,0,140000
헤이수스,130000,KT 위즈,16138,2025,4,24,0,0,130000
강백호,70000,KT 위즈,13168,2025,7,63,0,0,70000
황재균,50000,KT 위즈,10407,2025,5,36,250000,62500,112500
장성우,50000,KT 위즈,10235,2025,6,50,180000,45000,95000
패트릭,38400,KT 위즈,16401,2025,9,87,0,0,38400
배정대,34000,KT 위즈,11212,2025,10,96,0,0,34000
김상수,30000,KT 위즈,10320,2025,8,74,80000,20000,50000
김민혁,30000,KT 위즈,11339,2025,11,99,0,0,30000
허경민,30000,KT 위즈,10184,2025,11,99,0,0,30000
배제성,25000,KT 위즈,11394,2025,13,115,0,0,25000
박영현,24000,KT 위즈,15089,2025,14,118,0,0,24000
소형준,22000,KT 위즈,14600,2025,15,124,0,0,22000
김민수,21000,KT 위즈,11317,2025,16,126,0,0,21000
주권,20000,KT 위즈,11323,2025,17,130,0,0,20000
우규민,20000,KT 위즈,10523,2025,17,130,0,0,20000
문상철,17000,KT 위즈,11333,2025,19,157,0,0,17000
오윤석,16000,KT 위즈,11397,2025,20,165,0,0,16000
오재일,15000,KT 위즈,10400,2025,21,167,0,0,15000
오원석,14000,KT 위즈,14581,2025,22,175,0,0,14000
장진혁,11500,KT 위즈,12583,2025,23,200,0,0,11500
최동환,11000,KT 위즈,10535,2025,24,201,0,0,11000
손동현,10000,KT 위즈,14108,2025,25,213,0,0,10000
이호연,7000,KT 위즈,13151,2025,26,264,0,0,7000
이정훈,6500,KT 위즈,12916,2025,27,279,0,0,6500
송민섭,6000,KT 위즈,11342,2025,28,290,0,0,6000
이상동,5900,KT 위즈,14109,2025,29,302,0,0,5900
문용익,5800,KT 위즈,12885,2025,30,303,0,0,5800
조이현,5700,KT 위즈,11284,2025,31,306,0,0,5700
임준형,5500,KT 위즈,14142,2025,32,309,0,0,5500
장준원,5100,KT 위즈,11214,2025,33,324,0,0,5100
강현우,5000,KT 위즈,14603,2025,34,326,0,0,5000
이채호,5000,KT 위즈,13130,2025,34,326,0,0,5000
권동진,4600,KT 위즈,14777,2025,36,342,0,0,4600
안치영,4500,KT 위즈,13006,2025,37,347,0,0,4500
조대현,4300,KT 위즈,13177,2025,38,363,0,0,4300
원상현,4000,KT 위즈,16027,2025,39,374,0,0,4000
이선우,3800,KT 위즈,14111,2025,40,394,0,0,3800
강민성,3700,KT 위즈,14191,2025,41,408,0,0,3700
전용주,3600,KT 위즈,14106,2025,42,418,0,0,3600
성재헌,3600,KT 위즈,14667,2025,42,418,0,0,3600
김병준,3600,KT 위즈,15097,2025,42,418,0,0,3600
육청명,3500,KT 위즈,16028,2025,45,428,0,0,3500
강건,3500,KT 위즈,15527,2025,45,428,0,0,3500
김태오,3500,KT 위즈,12577,2025,45,428,0,0,3500
한차현,3500,KT 위즈,14776,2025,45,428,0,0,3500
이정현,3500,KT 위즈,12937,2025,45,428,0,0,3500
윤준혁,3500,KT 위즈,14605,2025,45,428,0,0,3500
박민석,3400,KT 위즈,14110,2025,51,453,0,0,3400
안현민,3300,KT 위즈,15092,2025,52,462,0,0,3300
김건형,3300,KT 위즈,14779,2025,52,462,0,0,3300
최성민,3200,KT 위즈,14870,2025,54,484,0,0,3200
지명성,3200,KT 위즈,14775,2025,54,484,0,0,3200
문상준,3100,KT 위즈,14720,2025,56,516,0,0,3100
이상우,3100,KT 위즈,15090,2025,56,516,0,0,3100
박준혁,3000,KT 위즈,16354,2025,58,567,0,0,3000
박민석,3000,KT 위즈,16355,2025,58,567,0,0,3000
오서진,3000,KT 위즈,16356,2025,58,567,0,0,3000
이용현,3000,KT 위즈,16357,2025,58,567,0,0,3000
윤상인,3000,KT 위즈,16358,2025,58,567,0,0,3000
이정환,3000,KT 위즈,16359,2025,58,567,0,0,3000
정영웅,3000,KT 위즈,16360,2025,58,567,0,0,3000
김동현,3000,KT 위즈,16351,2025,58,567,0,0,3000
박건우,3000,KT 위즈,16352,2025,58,567,0,0,3000
김재원,3000,KT 위즈,16353,2025,58,567,0,0,3000
이승준,3000,KT 위즈,16361,2025,58,567,0,0,3000
김주완,3000,KT 위즈,14833,2025,58,567,0,0,3000
권성준,3000,KT 위즈,15096,2025,58,567,0,0,3000
최동희,3000,KT 위즈,15094,2025,58,567,0,0,3000
우종휘,3000,KT 위즈,15093,2025,58,567,0,0,3000
한지웅,3000,KT 위즈,15091,2025,58,567,0,0,3000
유준규,3000,KT 위즈,14778,2025,58,567,0,0,3000
신범준,3000,KT 위즈,14774,2025,58,567,0,0,3000
이태규,3000,KT 위즈,14179,2025,58,567,0,0,3000
김철호,3000,KT 위즈,13083,2025,58,567,0,0,3000
유호식,3000,KT 위즈,13127,2025,58,567,0,0,3000
최용준,3000,KT 위즈,14658,2025,58,567,0,0,3000
이종혁,3000,KT 위즈,12938,2025,58,567,0,0,3000
이현민,3000,KT 위즈,16159,2025,58,567,0,0,3000
이준명,3000,KT 위즈,15526,2025,58,567,0,0,3000
이승언,3000,KT 위즈,16036,2025,58,567,0,0,3000
김민석,3000,KT 위즈,16035,2025,58,567,0,0,3000
이승현,3000,KT 위즈,16034,2025,58,567,0,0,3000
박태완,3000,KT 위즈,16033,2025,58,567,0,0,3000
신호준,3000,KT 위즈,16031,2025,58,567,0,0,3000
장민호,0,KT 위즈,16386,2025,88,824,0,0,0
정운교,0,KT 위즈,16387,2025,88,824,0,0,0
구자욱,200000,삼성 라이온즈,10892,2025,1,7,0,0,200000
레예스,98000,삼성 라이온즈,15861,2025,3,47,0,0,98000
후라도,130000,삼성 라이온즈,15531,2025,2,24,0,0,130000
오승환,80000,삼성 라이온즈,10367,2025,4,57,0,0,80000
김재윤,80000,삼성 라이온즈,11489,2025,4,57,0,0,80000
디아즈,70000,삼성 라이온즈,16162,2025,7,63,0,0,70000
원태인,63000,삼성 라이온즈,14113,2025,9,68,0,0,63000
류지혁,60000,삼성 라이온즈,10894,2025,10,70,0,0,60000
가라비토,49000,삼성 라이온즈,16397,2025,11,78,0,0,49000
강민호,40000,삼성 라이온즈,10232,2025,7,63,120000,30000,70000
백정현,40000,삼성 라이온즈,10363,2025,6,61,140000,35000,75000
박병호,38000,삼성 라이온즈,10470,2025,12,88,0,0,38000
김지찬,28000,삼성 라이온즈,14618,2025,13,113,0,0,28000
김태훈,24000,삼성 라이온즈,10871,2025,14,118,0,0,24000
이승현,24000,삼성 라이온즈,10527,2025,14,118,0,0,24000
이재현,21000,삼성 라이온즈,15034,2025,16,126,0,0,21000
최원태,20000,삼성 라이온즈,11379,2025,17,130,0,0,20000
임창민,20000,삼성 라이온즈,10452,2025,17,130,0,0,20000
최지광,17000,삼성 라이온즈,12934,2025,19,157,0,0,17000
김영웅,15000,삼성 라이온즈,15035,2025,20,167,0,0,15000
이성규,13000,삼성 라이온즈,12562,2025,21,183,0,0,13000
이승현,12000,삼성 라이온즈,14798,2025,22,189,0,0,12000
김헌곤,10000,삼성 라이온즈,10640,2025,23,213,0,0,10000
김대우,10000,삼성 라이온즈,10685,2025,23,213,0,0,10000
이상민,8500,삼성 라이온즈,11169,2025,25,234,0,0,8500
최성훈,7800,삼성 라이온즈,10851,2025,26,248,0,0,7800
전병우,7500,삼성 라이온즈,11422,2025,27,252,0,0,7500
윤정빈,7400,삼성 라이온즈,13161,2025,28,260,0,0,7400
김성윤,7000,삼성 라이온즈,12936,2025,29,264,0,0,7000
김무신,7000,삼성 라이온즈,13162,2025,29,264,0,0,7000
강한울,7000,삼성 라이온즈,11255,2025,29,264,0,0,7000
안주형,7000,삼성 라이온즈,12988,2025,29,264,0,0,7000
양현,7000,삼성 라이온즈,10730,2025,29,264,0,0,7000
이병헌,6500,삼성 라이온즈,14117,2025,34,279,0,0,6500
황동재,6200,삼성 라이온즈,14615,2025,35,286,0,0,6200
이재익,6200,삼성 라이온즈,13244,2025,35,286,0,0,6200
최하늘,6000,삼성 라이온즈,13152,2025,37,290,0,0,6000
송은범,6000,삼성 라이온즈,10137,2025,37,290,0,0,6000
김재성,5500,삼성 라이온즈,11344,2025,39,309,0,0,5500
박승규,5200,삼성 라이온즈,14122,2025,40,320,0,0,5200
이승민,5000,삼성 라이온즈,14616,2025,41,326,0,0,5000
양창섭,4800,삼성 라이온즈,13157,2025,42,336,0,0,4800
김도환,4700,삼성 라이온즈,14115,2025,43,340,0,0,4700
김민수,4600,삼성 라이온즈,11266,2025,44,342,0,0,4600
김태훈,4500,삼성 라이온즈,11336,2025,45,347,0,0,4500
홍현빈,4500,삼성 라이온즈,12941,2025,45,347,0,0,4500
김태근,4500,삼성 라이온즈,14175,2025,45,347,0,0,4500
최충연,4500,삼성 라이온즈,12530,2025,45,347,0,0,4500
공민규,4300,삼성 라이온즈,13164,2025,49,363,0,0,4300
이해승,4200,삼성 라이온즈,14121,2025,50,366,0,0,4200
이호성,4000,삼성 라이온즈,15496,2025,51,374,0,0,4000
양우현,4000,삼성 라이온즈,14116,2025,51,374,0,0,4000
박주혁,3800,삼성 라이온즈,14668,2025,53,394,0,0,3800
이재희,3600,삼성 라이온즈,14799,2025,54,418,0,0,3600
홍원표,3550,삼성 라이온즈,14614,2025,55,427,0,0,3550
양도근,3500,삼성 라이온즈,15875,2025,56,428,0,0,3500
