팀,선수,연봉 총수령액(만원),연봉등급,pid,연도,팀연봉순위,전체연봉순위
LG 트윈스,김대원,3000,D,16016,2024,51,601
LG 트윈스,정지헌,3000,D,16017,2024,51,601
LG 트윈스,김종우,3000,D,16019,2024,51,601
LG 트윈스,한지용,3000,D,14604,2024,51,601
LG 트윈스,이종준,3000,D,14651,2024,51,601
LG 트윈스,문정빈,3000,D,15086,2024,51,601
LG 트윈스,최원영,3000,D,15084,2024,51,601
LG 트윈스,조건희,3000,D,14782,2024,51,601
LG 트윈스,김의준,3000,D,13108,2024,51,601
LG 트윈스,이주헌,3000,D,15081,2024,51,601
LG 트윈스,김단우,3000,D,14841,2024,51,601
LG 트윈스,김유민,3000,D,14842,2024,51,601
LG 트윈스,김형욱,3000,D,14844,2024,51,601
LG 트윈스,박민호,3000,D,14845,2024,51,601
LG 트윈스,전진영,3000,D,14885,2024,51,601
LG 트윈스,이믿음,3000,D,14847,2024,51,601
LG 트윈스,백선기,3000,D,13174,2024,51,601
LG 트윈스,하영진,3000,D,14671,2024,51,601
LG 트윈스,김주온,3000,D,13057,2024,51,601
LG 트윈스,함창건,3000,D,14680,2024,51,601
LG 트윈스,강민,3000,D,14660,2024,51,601
LG 트윈스,김수인,3000,D,14675,2024,51,601
LG 트윈스,허용주,8000,C,15491,2024,26,275
롯데 자이언츠,박세웅,135000,A,11310,2024,2,15
롯데 자이언츠,전준우,130000,A,10266,2024,3,16
롯데 자이언츠,유강남,200000,A,10753,2024,1,5
롯데 자이언츠,반즈,85000,A,15011,2024,6,42
롯데 자이언츠,레이예스,91000,A,16106,2024,5,36
롯데 자이언츠,윌커슨,60000,A,12295,2024,7,64
롯데 자이언츠,노진혁,120000,A,11165,2024,4,20
롯데 자이언츠,김원중,50000,A,10825,2024,8,70
롯데 자이언츠,구승민,45000,B,11291,2024,10,79
롯데 자이언츠,정훈,46666,B,10253,2024,9,78
롯데 자이언츠,한현희,40000,B,10863,2024,11,84
롯데 자이언츠,김민성,20000,B,10238,2024,13,135
롯데 자이언츠,나균안,17000,B,12930,2024,15,159
롯데 자이언츠,최준용,16300,B,14624,2024,16,167
롯데 자이언츠,한동희,16200,B,13145,2024,17,168
롯데 자이언츠,김상수,16000,B,10427,2024,18,171
롯데 자이언츠,진해수,15000,B,10075,2024,19,178
롯데 자이언츠,박승욱,13500,B,10804,2024,20,195
롯데 자이언츠,이인복,10000,B,11232,2024,22,232
롯데 자이언츠,오선진,10000,B,10557,2024,22,232
롯데 자이언츠,심재민,9400,C,11311,2024,24,250
롯데 자이언츠,이학주,9200,C,14114,2024,25,252
롯데 자이언츠,윤동희,9000,C,15048,2024,27,255
롯데 자이언츠,박진형,8600,C,11425,2024,28,263
롯데 자이언츠,김민석,33500,B,15253,2024,12,95
롯데 자이언츠,고승민,8000,C,14160,2024,29,275
롯데 자이언츠,김도규,8000,C,13148,2024,29,275
롯데 자이언츠,신정락,8000,C,10516,2024,29,275
롯데 자이언츠,황성빈,7600,C,14642,2024,32,292
롯데 자이언츠,정보근,7500,C,13154,2024,33,293
롯데 자이언츠,이정훈,6000,C,12916,2024,34,340
롯데 자이언츠,김진욱,6000,C,14792,2024,34,340
롯데 자이언츠,지시완,5800,C,11413,2024,36,367
롯데 자이언츠,신윤후,5200,C,14169,2024,37,382
롯데 자이언츠,손성빈,5000,C,14796,2024,38,385
롯데 자이언츠,손호영,4500,D,14590,2024,39,412
롯데 자이언츠,진승현,4300,D,15047,2024,40,427
롯데 자이언츠,임준섭,4000,D,10795,2024,41,442
롯데 자이언츠,장두성,4000,D,13155,2024,41,442
롯데 자이언츠,최설우,4000,D,11276,2024,41,442
롯데 자이언츠,나승엽,4000,D,14797,2024,41,442
롯데 자이언츠,정성종,3900,D,13147,2024,45,467
롯데 자이언츠,최이준,3800,D,13169,2024,46,469
롯데 자이언츠,이민석,3800,D,15045,2024,46,469
롯데 자이언츠,강태율,3600,D,11388,2024,48,483
롯데 자이언츠,박진,3300,D,14163,2024,49,519
롯데 자이언츠,서동욱,3300,D,15624,2024,49,519
롯데 자이언츠,정대선,10200,B,15443,2024,21,228
롯데 자이언츠,김강현,3200,D,12699,2024,51,536
롯데 자이언츠,현도훈,3200,D,13271,2024,51,536
롯데 자이언츠,박명현,3200,D,14622,2024,51,536
롯데 자이언츠,이진하,18200,B,15441,2024,14,152
롯데 자이언츠,이태연,9100,C,15444,2024,26,254
롯데 자이언츠,최항,3100,D,10810,2024,54,563
롯데 자이언츠,윤성빈,3100,D,12928,2024,54,563
롯데 자이언츠,김동혁,3100,D,15645,2024,54,563
롯데 자이언츠,신병률,3100,D,13173,2024,54,563
롯데 자이언츠,이주찬,3100,D,14819,2024,54,563
롯데 자이언츠,정우준,3100,D,14795,2024,54,563
롯데 자이언츠,송재영,3100,D,14794,2024,54,563
롯데 자이언츠,홍민기,3100,D,14625,2024,54,563
롯데 자이언츠,안우진,3000,D,16096,2024,62,601
롯데 자이언츠,이선우,3000,D,16095,2024,62,601
롯데 자이언츠,박성준,3000,D,16094,2024,62,601
롯데 자이언츠,강성우,3000,D,16093,2024,62,601
롯데 자이언츠,박준우,3000,D,16092,2024,62,601
롯데 자이언츠,이호준,3000,D,16091,2024,62,601
롯데 자이언츠,정현수,3000,D,16090,2024,62,601
롯데 자이언츠,전미르,3000,D,16089,2024,62,601
롯데 자이언츠,소한빈,3000,D,16097,2024,62,601
롯데 자이언츠,전하원,3000,D,16098,2024,62,601
롯데 자이언츠,유제모,3000,D,16099,2024,62,601
롯데 자이언츠,기민성,3000,D,16105,2024,62,601
롯데 자이언츠,김대현,3000,D,16104,2024,62,601
롯데 자이언츠,고경표,3000,D,16103,2024,62,601
롯데 자이언츠,강승구,3000,D,16102,2024,62,601
롯데 자이언츠,백두산,3000,D,16101,2024,62,601
롯데 자이언츠,배세종,3000,D,16100,2024,62,601
롯데 자이언츠,하혜성,3000,D,15050,2024,62,601
롯데 자이언츠,이병준,3000,D,14817,2024,62,601
롯데 자이언츠,최우인,3000,D,14818,2024,62,601
롯데 자이언츠,이인한,3000,D,14690,2024,62,601
KIA 타이거즈,최형우,100000,A,10344,2024,4,29
KIA 타이거즈,나성범,180000,A,11162,2024,1,8
KIA 타이거즈,김태군,70000,A,10459,2024,6,54
KIA 타이거즈,김선빈,60000,A,10008,2024,7,64
KIA 타이거즈,크로우,104000,A,16087,2024,3,27
KIA 타이거즈,소크라테스,50000,A,14996,2024,8,70
KIA 타이거즈,양현종,125000,A,10058,2024,2,18
KIA 타이거즈,네일,71500,A,16088,2024,5,53
KIA 타이거즈,박찬호,30000,B,11261,2024,10,100
KIA 타이거즈,알드레드,30000,B,16151,2024,10,100
KIA 타이거즈,라우어,30000,B,16161,2024,10,100
KIA 타이거즈,임기영,25000,B,10909,2024,13,118
KIA 타이거즈,최원준,22000,B,12534,2024,14,130
KIA 타이거즈,정해영,20000,B,14608,2024,15,135
KIA 타이거즈,전상현,17000,B,12537,2024,16,159
KIA 타이거즈,이의리,17000,B,14788,2024,16,159
KIA 타이거즈,장현식,16000,B,11164,2024,18,171
KIA 타이거즈,고종욱,15000,B,10659,2024,19,178
KIA 타이거즈,이준영,14000,B,11303,2024,20,189
KIA 타이거즈,이우성,13000,B,11099,2024,22,200
KIA 타이거즈,이창진,12000,B,11233,2024,23,209
KIA 타이거즈,김대유,11000,B,10706,2024,24,215
KIA 타이거즈,최지민,10000,B,15057,2024,25,232
KIA 타이거즈,김도영,10000,B,15056,2024,25,232
KIA 타이거즈,김호령,9000,C,11298,2024,28,255
KIA 타이거즈,윤영철,41000,B,15432,2024,9,83
KIA 타이거즈,박준표,8000,C,11070,2024,29,275
KIA 타이거즈,황대인,8000,C,11306,2024,29,275
KIA 타이거즈,이형범,7000,C,11159,2024,32,300
KIA 타이거즈,한승택,6500,C,11119,2024,34,329
KIA 타이거즈,윤중현,6500,C,13122,2024,34,329
KIA 타이거즈,변우혁,6000,C,14124,2024,36,340
KIA 타이거즈,김규성,5500,C,12540,2024,39,372
KIA 타이거즈,서건창,5000,C,10855,2024,40,385
KIA 타이거즈,한준수,5000,C,13113,2024,40,385
KIA 타이거즈,스타우트,4500,D,16163,2024,42,412
KIA 타이거즈,김현수,4500,D,14162,2024,42,412
KIA 타이거즈,주효상,4400,D,12567,2024,44,424
KIA 타이거즈,최정용,4300,D,11407,2024,45,427
KIA 타이거즈,김유신,4200,D,13114,2024,46,431
KIA 타이거즈,김승현,4100,D,12637,2024,47,434
KIA 타이거즈,김기훈,4000,D,14176,2024,48,442
KIA 타이거즈,예진원,4000,D,13093,2024,48,442
KIA 타이거즈,김건국,4000,D,12944,2024,48,442
KIA 타이거즈,김석환,4000,D,12917,2024,48,442
KIA 타이거즈,박정우,3800,D,12869,2024,52,469
KIA 타이거즈,유승철,3600,D,12914,2024,53,483
KIA 타이거즈,홍종표,3500,D,14612,2024,54,494
KIA 타이거즈,황동하,3500,D,15063,2024,54,494
KIA 타이거즈,장민기,3500,D,14789,2024,54,494
KIA 타이거즈,박민,3500,D,14611,2024,54,494
KIA 타이거즈,김도현,3500,D,14128,2024,54,494
KIA 타이거즈,김사윤,3400,D,11364,2024,59,509
KIA 타이거즈,오선우,3300,D,14181,2024,60,519
KIA 타이거즈,곽도규,9300,C,15435,2024,27,251
KIA 타이거즈,임석진,3200,D,12612,2024,61,536
KIA 타이거즈,권혁경,3200,D,14790,2024,61,536
KIA 타이거즈,최수빈,3100,D,12618,2024,63,563
KIA 타이거즈,고명성,3100,D,13171,2024,63,563
KIA 타이거즈,정해원,13100,B,15433,2024,21,199
KIA 타이거즈,박건우,3100,D,14786,2024,63,563
KIA 타이거즈,유지성,3100,D,14607,2024,63,563
KIA 타이거즈,김태윤,3000,D,16079,2024,67,601
KIA 타이거즈,이상준,3000,D,16078,2024,67,601
KIA 타이거즈,조대현,3000,D,16077,2024,67,601
KIA 타이거즈,박시온,3000,D,16157,2024,67,601
KIA 타이거즈,장재혁,3000,D,14657,2024,67,601
KIA 타이거즈,김두현,3000,D,16086,2024,67,601
KIA 타이거즈,성영탁,3000,D,16085,2024,67,601
KIA 타이거즈,강민제,3000,D,16084,2024,67,601
KIA 타이거즈,김민재,3000,D,16083,2024,67,601
KIA 타이거즈,김민주,3000,D,16082,2024,67,601
KIA 타이거즈,최지웅,3000,D,16081,2024,67,601
KIA 타이거즈,오규석,3000,D,14655,2024,67,601
KIA 타이거즈,강동훈,3000,D,16080,2024,67,601
KIA 타이거즈,박상준,3000,D,15125,2024,67,601
KIA 타이거즈,홍원빈,3000,D,14177,2024,67,601
KIA 타이거즈,김재현,6000,C,15440,2024,36,340
KIA 타이거즈,김도월,6000,C,15439,2024,36,340
KIA 타이거즈,이도현,7000,C,15437,2024,32,300
KIA 타이거즈,이송찬,8000,C,15436,2024,29,275
KIA 타이거즈,김원경,3000,D,14791,2024,67,601
KIA 타이거즈,오정환,3000,D,13117,2024,67,601
KIA 타이거즈,이성주,3000,D,15061,2024,67,601
KIA 타이거즈,김찬민,3000,D,15060,2024,67,601
KIA 타이거즈,윤도현,3000,D,15058,2024,67,601
KIA 타이거즈,장시현,3000,D,14824,2024,67,601
KIA 타이거즈,이영재,3000,D,14826,2024,67,601
KIA 타이거즈,강이준,3000,D,12866,2024,67,601
KIA 타이거즈,김민수,3000,D,14183,2024,67,601
KT 위즈,고영표,200000,A,11308,2024,1,5
KT 위즈,황재균,162500,A,10407,2024,2,10
KT 위즈,쿠에바스,100000,A,13942,2024,3,29
KT 위즈,벤자민,90000,A,15143,2024,5,39
KT 위즈,로하스,50000,A,12995,2024,6,70
KT 위즈,장성우,95000,A,10235,2024,4,34
KT 위즈,오재일,50000,A,10400,2024,6,70
KT 위즈,배정대,32000,B,11212,2024,9,98
KT 위즈,김상수,50000,A,10320,2024,6,70
KT 위즈,심우준,29000,B,11334,2024,10,111
KT 위즈,강백호,29000,B,13168,2024,10,111
KT 위즈,엄상백,25000,B,11318,2024,13,118
KT 위즈,김민혁,24000,B,11339,2024,14,124
KT 위즈,우규민,22000,B,10523,2024,15,130
KT 위즈,소형준,22000,B,14600,2024,15,130
KT 위즈,주권,20000,B,11323,2024,17,135
KT 위즈,박경수,20000,B,10469,2024,17,135
KT 위즈,박영현,16000,B,15089,2024,20,171
KT 위즈,김민수,16000,B,11317,2024,20,171
KT 위즈,조용호,15000,B,12943,2024,22,178
KT 위즈,오윤석,14000,B,11397,2024,23,189
KT 위즈,신본기,13000,B,10840,2024,24,200
KT 위즈,손동현,12000,B,14108,2024,25,209
KT 위즈,문상철,11000,B,11333,2024,26,215
KT 위즈,김준태,10000,B,10835,2024,28,232
KT 위즈,박시영,9000,C,10737,2024,29,255
KT 위즈,이호연,8500,C,13151,2024,31,264
KT 위즈,송민섭,6500,C,11342,2024,35,329
KT 위즈,문용익,6300,C,12885,2024,37,335
KT 위즈,이상동,6000,C,14109,2024,38,340
KT 위즈,조이현,6000,C,11284,2024,38,340
KT 위즈,장준원,5300,C,11214,2024,41,380
KT 위즈,이채호,5300,C,13130,2024,41,380
KT 위즈,강현우,5000,C,14603,2024,43,385
KT 위즈,안치영,5000,C,13006,2024,43,385
KT 위즈,김민,5000,C,13167,2024,43,385
KT 위즈,권동진,4600,D,14777,2024,46,409
KT 위즈,천성호,4500,D,14606,2024,47,412
KT 위즈,홍현빈,4500,D,12941,2024,47,412
KT 위즈,하준호,4500,D,10304,2024,47,412
KT 위즈,정준영,16200,B,15519,2024,19,168
KT 위즈,김영현,4100,D,14869,2024,50,434
KT 위즈,이선우,4000,D,14111,2024,51,442
KT 위즈,강민성,3600,D,14191,2024,52,483
KT 위즈,강건,6500,C,15527,2024,35,329
KT 위즈,김태오,3500,D,12577,2024,53,494
KT 위즈,이정현,3500,D,12937,2024,53,494
KT 위즈,박세진,3500,D,12572,2024,53,494
KT 위즈,전용주,3200,D,14106,2024,56,536
KT 위즈,양승혁,3200,D,13233,2024,56,536
KT 위즈,류현인,8100,C,15523,2024,32,273
KT 위즈,박민석,3100,D,14110,2024,58,563
KT 위즈,조대현,3100,D,13177,2024,58,563
KT 위즈,김정운,25100,B,15518,2024,12,117
KT 위즈,김병준,3100,D,15097,2024,58,563
KT 위즈,한차현,3100,D,14776,2024,58,563
KT 위즈,김지민,3000,D,16037,2024,62,601
KT 위즈,이승현,3000,D,16034,2024,62,601
KT 위즈,박태완,3000,D,16033,2024,62,601
KT 위즈,박정현,3000,D,16032,2024,62,601
KT 위즈,신호준,3000,D,16031,2024,62,601
KT 위즈,최윤서,3000,D,16030,2024,62,601
KT 위즈,김민성,3000,D,16029,2024,62,601
KT 위즈,육청명,3000,D,16028,2024,62,601
KT 위즈,원상현,3000,D,16027,2024,62,601
KT 위즈,김민석,3000,D,16035,2024,62,601
KT 위즈,이승언,3000,D,16036,2024,62,601
KT 위즈,윤준혁,3000,D,14605,2024,62,601
KT 위즈,이현민,3000,D,16159,2024,62,601
KT 위즈,한민우,3000,D,16144,2024,62,601
KT 위즈,최용준,3000,D,14658,2024,62,601
KT 위즈,이태규,3000,D,14179,2024,62,601
KT 위즈,박시윤,3000,D,13170,2024,62,601
KT 위즈,안현민,3000,D,15092,2024,62,601
KT 위즈,김건형,3000,D,14779,2024,62,601
KT 위즈,이근혁,3000,D,15254,2024,62,601
KT 위즈,김규대,3000,D,14884,2024,62,601
KT 위즈,최성민,3000,D,14870,2024,62,601
KT 위즈,윤강찬,3000,D,13172,2024,62,601
KT 위즈,김주완,3000,D,14833,2024,62,601
KT 위즈,최정태,3000,D,15619,2024,62,601
KT 위즈,이종혁,3000,D,12938,2024,62,601
KT 위즈,이준명,6000,C,15526,2024,38,340
KT 위즈,정진호,7000,C,15525,2024,33,300
KT 위즈,황의준,7000,C,15524,2024,33,300
KT 위즈,이준희,9000,C,15522,2024,29,255
KT 위즈,김건웅,11000,B,15521,2024,26,215
KT 위즈,성재헌,3000,D,14667,2024,62,601
KT 위즈,조용근,3000,D,14670,2024,62,601
KT 위즈,신범준,3000,D,14774,2024,62,601
KT 위즈,김철호,3000,D,13083,2024,62,601
KT 위즈,김성균,3000,D,14723,2024,62,601
삼성 라이온즈,구자욱,200000,A,10892,2024,1,5
삼성 라이온즈,맥키넌,130000,A,15862,2024,2,16
삼성 라이온즈,코너,80000,A,15860,2024,3,44
삼성 라이온즈,박병호,70000,A,10470,2024,6,54
삼성 라이온즈,레예스,78000,A,15861,2024,4,48
삼성 라이온즈,원태인,43000,B,14113,2024,8,82
삼성 라이온즈,강민호,70000,A,10232,2024,6,54
삼성 라이온즈,오승환,40000,B,10367,2024,9,84
삼성 라이온즈,백정현,75000,A,10363,2024,5,51
삼성 라이온즈,김재윤,40000,B,11489,2024,9,84
삼성 라이온즈,카디네스,32700,B,16156,2024,11,96
삼성 라이온즈,임창민,20000,B,10452,2024,13,135
삼성 라이온즈,류지혁,20000,B,10894,2024,13,135
삼성 라이온즈,이승현,17000,B,10527,2024,15,159
삼성 라이온즈,김태훈,17000,B,10871,2024,15,159
삼성 라이온즈,김지찬,16000,B,14618,2024,18,171
삼성 라이온즈,최채흥,15000,B,13156,2024,19,178
삼성 라이온즈,이재현,14000,B,15034,2024,20,189
삼성 라이온즈,김현준,14000,B,14867,2024,20,189
삼성 라이온즈,최지광,14000,B,12934,2024,20,189
삼성 라이온즈,김대우,10000,B,10685,2024,24,232
삼성 라이온즈,김성윤,10000,B,12936,2024,24,232
삼성 라이온즈,강한울,10000,B,11255,2024,24,232
삼성 라이온즈,최성훈,10000,B,10851,2024,24,232
삼성 라이온즈,양현,9000,C,10730,2024,28,255
삼성 라이온즈,이재익,8200,C,13244,2024,30,272
삼성 라이온즈,김동엽,8000,C,12548,2024,31,275
삼성 라이온즈,김윤수,7000,C,13162,2024,33,300
삼성 라이온즈,장필준,7000,C,11404,2024,33,300
삼성 라이온즈,이승현,7000,C,14798,2024,33,300
삼성 라이온즈,김재성,7000,C,11344,2024,33,300
삼성 라이온즈,이상민,6500,C,11169,2024,38,329
삼성 라이온즈,전병우,6000,C,11422,2024,40,340
삼성 라이온즈,홍정우,6000,C,13242,2024,40,340
삼성 라이온즈,김헌곤,6000,C,10640,2024,40,340
삼성 라이온즈,이성규,6000,C,12562,2024,40,340
삼성 라이온즈,안주형,5200,C,12988,2024,45,382
삼성 라이온즈,송은범,5000,C,10137,2024,46,385
삼성 라이온즈,디아즈,5000,C,16162,2024,46,385
삼성 라이온즈,김도환,5000,C,14115,2024,46,385
삼성 라이온즈,최충연,4700,D,12530,2024,49,407
삼성 라이온즈,김민수,4600,D,11266,2024,50,409
삼성 라이온즈,김동진,4500,D,14863,2024,51,412
삼성 라이온즈,이민호,4500,D,11151,2024,51,412
삼성 라이온즈,이승민,4100,D,14616,2024,53,434
삼성 라이온즈,황동재,4100,D,14615,2024,53,434
삼성 라이온즈,김태훈,4100,D,11336,2024,53,434
삼성 라이온즈,최하늘,4100,D,13152,2024,53,434
삼성 라이온즈,공민규,4100,D,13164,2024,53,434
삼성 라이온즈,이병헌,4000,D,14117,2024,58,442
삼성 라이온즈,김영웅,3800,D,15035,2024,59,469
삼성 라이온즈,김시현,3700,D,12932,2024,60,477
삼성 라이온즈,양우현,3700,D,14116,2024,60,477
삼성 라이온즈,윤정빈,3700,D,13161,2024,60,477
삼성 라이온즈,류승민,8500,C,15503,2024,29,264
삼성 라이온즈,홍무원,3500,D,14800,2024,63,494
삼성 라이온즈,홍승원,3500,D,14864,2024,63,494
삼성 라이온즈,김서준,3400,D,15039,2024,65,509
삼성 라이온즈,김태우,3300,D,13158,2024,66,519
삼성 라이온즈,오현석,3300,D,14801,2024,66,519
삼성 라이온즈,장재혁,3300,D,15043,2024,66,519
삼성 라이온즈,한연욱,3300,D,14664,2024,66,519
삼성 라이온즈,홍원표,3300,D,14614,2024,66,519
삼성 라이온즈,이호성,23200,B,15496,2024,12,125
삼성 라이온즈,김재상,13200,B,15499,2024,23,198
삼성 라이온즈,정진수,3200,D,14698,2024,71,536
삼성 라이온즈,박권후,16100,B,15497,2024,17,170
삼성 라이온즈,김민호,7100,C,15504,2024,32,298
삼성 라이온즈,박장민,6100,C,15506,2024,39,338
삼성 라이온즈,김동현,3000,D,15874,2024,72,601
삼성 라이온즈,양도근,3000,D,15875,2024,72,601
삼성 라이온즈,김대호,3000,D,15882,2024,72,601
삼성 라이온즈,유병선,3000,D,15873,2024,72,601
삼성 라이온즈,주한울,3000,D,14802,2024,72,601
삼성 라이온즈,이창용,3000,D,14866,2024,72,601
삼성 라이온즈,김재혁,3000,D,15036,2024,72,601
삼성 라이온즈,김세민,3000,D,14865,2024,72,601
삼성 라이온즈,김재형,3000,D,15872,2024,72,601
삼성 라이온즈,이재호,3000,D,15871,2024,72,601
삼성 라이온즈,이현준,3000,D,15870,2024,72,601
삼성 라이온즈,신경민,3000,D,15869,2024,72,601
삼성 라이온즈,김호진,3000,D,15868,2024,72,601
삼성 라이온즈,김성경,3000,D,15867,2024,72,601
삼성 라이온즈,정민성,3000,D,15866,2024,72,601
