선수,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,팀,pid,연도
정우영,투수,-0.66,60,0,60,3,0,0,5,6,0,11,51.2,27,39,37.45,245,63,11,0,1,17,15,1,41,5,1,2,4.7,6.79,6.52,6.84,3.96,1.55,LG 트윈스,14136,2023
반즈,투수,5.49,30,30,0,0,0,0,11,10,0,0,170.1,62,68,65.4,734,171,34,1,6,56,15,1,147,7,0,7,3.28,3.59,3.46,3.41,3.4,1.33,롯데 자이언츠,15011,2023
박세웅,투수,4.21,27,27,0,0,0,0,9,7,0,0,154.0,59,70,67.25,657,145,24,0,8,59,4,1,129,9,0,10,3.45,4.09,3.93,3.82,3.62,1.32,롯데 자이언츠,11310,2023
나균안,투수,3.34,23,23,0,0,0,0,6,8,0,0,130.1,55,61,58.75,569,140,27,3,8,42,5,1,114,4,0,6,3.8,4.21,4.06,3.96,3.51,1.4,롯데 자이언츠,12930,2023
윌커슨,투수,2.92,13,13,0,0,0,0,7,2,0,0,79.2,20,28,27.5,327,67,15,2,3,20,2,0,81,5,1,3,2.26,3.16,3.11,3.04,2.61,1.09,롯데 자이언츠,12295,2023
김상수,투수,1.73,67,0,67,7,0,0,4,2,1,18,52.0,18,22,18.55,218,45,7,1,1,21,3,0,36,5,0,1,3.12,3.81,3.21,3.17,3.78,1.27,롯데 자이언츠,10427,2023
최준용,투수,1.66,47,0,47,4,0,0,2,3,0,14,47.2,13,15,15.35,210,50,6,0,2,18,1,1,40,2,0,1,2.45,2.83,2.9,2.83,3.42,1.43,롯데 자이언츠,14624,2023
스트레일리,투수,1.63,16,16,0,0,0,0,3,5,0,0,80.1,39,43,41.8,364,82,8,1,6,37,10,0,70,4,0,4,4.37,4.82,4.68,4.45,4.37,1.48,롯데 자이언츠,14627,2023
김원중,투수,1.49,63,0,63,47,0,0,5,6,30,0,63.2,21,24,29.5,265,51,5,3,2,25,5,3,82,1,0,3,2.97,3.39,4.17,4.01,2.37,1.19,롯데 자이언츠,10825,2023
심재민,투수,1.19,29,6,23,6,1,0,3,1,0,6,45.2,15,18,19.8,202,49,5,0,2,16,1,1,28,4,0,1,2.96,3.55,3.9,3.77,3.92,1.42,롯데 자이언츠,11311,2023
구승민,투수,0.98,67,0,67,8,0,0,2,6,3,22,63.2,28,32,32.85,289,65,8,0,4,29,5,0,66,2,0,2,3.96,4.52,4.64,4.53,3.66,1.48,롯데 자이언츠,11291,2023
한현희,투수,0.79,38,18,20,3,0,0,6,12,0,3,104.0,63,69,65.6,476,123,20,4,11,44,11,1,74,3,0,6,5.45,5.97,5.68,5.53,4.97,1.61,롯데 자이언츠,10863,2023
김도규,투수,0.31,36,0,36,14,0,0,0,3,1,1,29.2,15,16,17.2,132,29,5,0,1,13,1,0,26,3,0,6,4.55,4.85,5.22,4.96,3.52,1.42,롯데 자이언츠,13148,2023
석상호,투수,0.24,5,0,5,2,0,0,0,0,0,0,5.1,0,0,0.0,22,4,1,0,0,2,0,0,6,1,0,1,0.0,0.0,0.0,0.0,2.2,1.13,롯데 자이언츠,15445,2023
정성종,투수,0.21,12,3,9,2,0,0,0,1,0,1,22.0,13,14,13.5,98,21,5,0,1,15,1,1,10,0,0,1,5.32,5.73,5.52,5.16,5.37,1.64,롯데 자이언츠,13147,2023
이진하,투수,0.2,9,0,9,1,0,0,0,0,0,0,8.0,3,3,2.5,31,4,3,0,0,3,1,0,2,1,0,1,3.38,3.38,2.81,2.88,4.77,0.88,롯데 자이언츠,15441,2023
김창훈,투수,0.09,3,0,3,1,0,0,0,0,0,0,4.1,1,1,1.7,17,5,0,1,0,1,0,0,1,0,0,0,2.08,2.08,3.53,3.32,3.99,1.38,롯데 자이언츠,14793,2023
이민석,투수,0.08,1,0,1,0,0,0,0,0,0,0,1.1,0,0,0.0,5,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.3,0.75,롯데 자이언츠,15045,2023
김강현,투수,0.08,2,0,2,1,0,0,0,0,0,0,3.0,1,1,1.0,13,1,0,0,0,2,1,0,0,0,0,0,3.0,3.0,3.0,2.79,6.95,1.0,롯데 자이언츠,12699,2023
박영완,투수,0.04,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,3,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.45,1.0,롯데 자이언츠,14164,2023
최이준,투수,0.04,28,0,28,9,0,0,1,0,0,1,29.0,22,22,20.15,143,37,11,3,1,21,0,1,20,0,0,4,6.83,6.83,6.25,6.1,4.78,2.0,롯데 자이언츠,13169,2023
김태욱,투수,0.04,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.85,0.0,롯데 자이언츠,12923,2023
진승현,투수,-0.01,24,0,24,8,0,0,2,2,0,1,27.2,18,20,18.45,129,34,3,0,2,16,0,3,25,2,0,1,5.86,6.51,6.0,5.93,4.13,1.81,롯데 자이언츠,15047,2023
우강훈,투수,-0.01,3,1,2,2,0,0,0,0,0,0,6.0,4,5,3.45,29,6,1,0,0,4,1,0,5,1,0,0,6.0,7.5,5.18,5.46,4.35,1.67,롯데 자이언츠,14816,2023
박진,투수,-0.07,4,0,4,1,0,0,0,0,0,0,5.0,5,5,5.2,29,7,2,0,1,7,0,0,2,0,1,1,9.0,9.0,9.36,8.86,9.57,2.8,롯데 자이언츠,14163,2023
장세진,투수,-0.09,2,0,2,0,0,0,0,0,0,0,1.1,2,2,2.5,8,2,0,0,1,2,0,0,1,0,0,0,13.5,13.5,16.88,15.88,15.55,3.0,롯데 자이언츠,15448,2023
나원탁,투수,-0.13,1,0,1,0,0,0,0,0,0,0,0.2,3,3,3.0,6,3,0,0,1,1,0,0,1,0,0,0,40.5,40.5,40.5,40.28,22.6,6.0,롯데 자이언츠,12935,2023
신정락,투수,-0.14,34,0,34,9,0,0,4,0,0,1,29.0,15,15,20.7,128,32,6,0,4,11,3,3,28,1,0,0,4.66,4.66,6.42,6.15,4.47,1.48,롯데 자이언츠,10516,2023
김진욱,투수,-0.16,49,0,49,2,0,0,2,1,0,8,36.1,26,27,25.7,177,37,6,1,4,29,2,0,35,1,0,3,6.44,6.69,6.37,6.25,5.4,1.82,롯데 자이언츠,14792,2023
이인복,투수,-0.4,10,7,3,0,0,0,1,4,0,0,33.1,24,32,30.65,168,54,7,3,3,10,5,1,15,6,0,4,6.48,8.64,8.28,8.09,5.1,1.92,롯데 자이언츠,11232,2023
이태연,투수,-0.41,15,0,15,2,0,0,0,0,0,1,5.2,10,10,10.35,37,12,3,0,1,9,0,0,4,0,0,0,15.88,15.88,16.44,15.9,9.11,3.71,롯데 자이언츠,15444,2023
최영환,투수,-0.59,8,0,8,4,0,0,0,1,0,0,10.0,11,14,13.65,54,15,8,0,0,7,1,0,7,3,0,0,9.9,12.6,12.29,11.58,4.58,2.2,롯데 자이언츠,11276,2023
문경찬,투수,-0.68,2,0,2,1,0,0,0,1,0,0,2.0,6,6,6.0,12,6,0,0,3,0,0,0,2,0,0,0,27.0,27.0,27.0,27.29,19.2,3.0,롯데 자이언츠,11299,2023
윤명준,투수,-1.1,21,0,21,8,0,0,0,1,0,5,19.1,14,14,21.95,98,31,3,1,4,10,4,2,11,0,0,5,6.52,6.52,10.22,9.94,7.13,2.12,롯데 자이언츠,10885,2023
양현종,투수,4.15,29,29,0,0,0,0,9,11,0,0,171.0,68,78,76.45,729,181,33,1,13,48,1,1,133,9,0,5,3.58,4.11,4.02,4.13,3.7,1.34,KIA 타이거즈,10058,2023
이의리,투수,3.29,28,28,0,0,0,0,11,7,0,0,131.2,58,64,57.45,598,103,18,0,4,93,8,1,156,12,0,10,3.96,4.37,3.93,4.05,3.63,1.49,KIA 타이거즈,14788,2023
윤영철,투수,2.85,25,24,1,0,0,0,8,7,0,0,122.2,55,59,56.05,528,124,27,3,10,48,1,1,74,5,1,4,4.04,4.33,4.11,4.21,4.55,1.4,KIA 타이거즈,15432,2023
임기영,투수,2.35,64,0,64,9,0,0,4,4,3,16,82.0,27,29,30.95,324,56,8,3,6,19,6,1,57,2,0,1,2.96,3.18,3.4,3.48,3.93,0.91,KIA 타이거즈,10909,2023
파노니,투수,2.04,16,15,1,0,0,0,6,3,0,0,82.1,39,41,36.9,351,86,14,1,6,23,2,0,66,4,0,0,4.26,4.48,4.03,4.06,3.65,1.32,KIA 타이거즈,15147,2023
전상현,투수,1.89,64,0,64,8,0,0,8,3,1,13,58.2,14,20,21.25,250,50,8,0,1,26,1,4,50,4,0,3,2.15,3.07,3.26,3.28,3.3,1.3,KIA 타이거즈,12537,2023
앤더슨,투수,1.57,14,14,0,0,0,0,4,7,0,0,79.0,33,42,39.05,336,76,12,3,6,26,2,0,64,8,0,10,3.76,4.78,4.45,4.53,3.83,1.29,KIA 타이거즈,15533,2023
정해영,투수,1.48,52,0,52,40,0,0,3,4,23,1,49.1,16,18,19.55,218,53,9,1,3,20,1,3,30,2,0,0,2.92,3.28,3.57,3.59,4.25,1.48,KIA 타이거즈,14608,2023
이준영,투수,0.97,64,0,64,4,0,0,1,0,0,10,33.2,12,12,12.65,149,26,3,1,0,23,2,2,30,3,0,1,3.21,3.21,3.38,3.46,3.74,1.46,KIA 타이거즈,11303,2023
최지민,투수,0.91,58,0,58,15,0,0,6,3,3,12,59.1,14,17,29.4,244,45,4,2,4,26,4,1,44,5,0,5,2.12,2.58,4.46,4.56,4.31,1.2,KIA 타이거즈,15057,2023
장현식,투수,0.63,56,0,56,17,0,0,2,2,3,5,51.0,23,26,26.45,226,58,8,0,6,26,1,1,44,1,0,1,4.06,4.59,4.67,4.81,4.67,1.65,KIA 타이거즈,11164,2023
윤중현,투수,0.49,31,0,31,10,0,0,2,1,0,0,28.0,12,13,13.2,115,29,3,0,2,10,1,1,8,2,0,0,3.86,4.18,4.24,4.38,5.09,1.39,KIA 타이거즈,13122,2023
산체스,투수,0.27,12,11,1,1,1,0,4,4,0,0,63.2,42,46,43.6,285,79,19,1,7,15,4,1,59,3,1,1,5.94,6.5,6.16,6.1,3.77,1.48,KIA 타이거즈,15648,2023
김승현,투수,0.19,10,0,10,5,0,0,0,0,0,0,12.2,6,6,6.0,57,11,2,0,1,10,1,0,7,1,0,1,4.26,4.26,4.26,4.41,6.1,1.66,KIA 타이거즈,12637,2023
메디나,투수,0.18,12,12,0,0,0,0,2,6,0,0,58.0,39,42,39.25,269,64,16,1,6,29,9,0,36,2,1,5,6.05,6.52,6.09,6.33,5.56,1.6,KIA 타이거즈,15534,2023
박준표,투수,0.14,33,0,33,3,0,0,1,0,0,3,28.0,14,16,17.35,118,28,3,1,3,9,0,1,13,2,0,1,4.5,5.14,5.58,5.58,4.96,1.32,KIA 타이거즈,11070,2023
김대유,투수,0.1,41,0,41,4,0,0,0,2,0,4,24.2,14,15,15.0,110,26,1,1,2,8,6,1,20,1,0,0,5.11,5.47,5.47,5.62,4.42,1.38,KIA 타이거즈,10706,2023
유승철,투수,0.04,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.95,1.0,KIA 타이거즈,12914,2023
김건국,투수,0.0,6,5,1,1,0,0,0,1,0,0,16.0,12,12,11.15,70,18,6,1,0,4,1,0,9,0,0,0,6.75,6.75,6.27,6.69,3.41,1.38,KIA 타이거즈,12944,2023
황동하,투수,-0.06,13,6,7,1,0,0,0,3,0,0,31.1,23,25,22.95,149,35,6,3,5,21,1,0,19,2,0,1,6.61,7.18,6.59,6.82,6.41,1.79,KIA 타이거즈,15063,2023
곽도규,투수,-0.18,14,0,14,2,0,0,0,0,0,0,11.2,11,11,11.0,61,14,2,0,0,10,2,0,14,0,0,1,8.49,8.49,8.49,8.64,4.04,2.06,KIA 타이거즈,15435,2023
김유신,투수,-0.21,27,0,27,9,0,0,0,1,0,2,30.1,19,19,22.6,141,34,8,0,2,19,3,0,12,1,0,0,5.64,5.64,6.71,6.7,5.89,1.75,KIA 타이거즈,13114,2023
김기훈,투수,-0.26,29,0,29,12,0,0,2,0,0,0,31.1,16,22,23.55,156,28,6,1,0,37,2,1,26,3,1,5,4.6,6.32,6.76,6.99,5.53,2.07,KIA 타이거즈,14176,2023
김재열,투수,-0.76,9,0,9,2,0,0,0,0,0,0,11.2,17,17,18.2,70,20,4,1,2,13,0,0,9,3,0,0,13.11,13.11,14.04,13.82,7.42,2.83,KIA 타이거즈,14747,2023
고영표,투수,6.77,28,27,1,1,0,0,12,7,0,0,174.2,54,57,57.35,706,181,27,5,7,19,9,1,114,6,0,6,2.78,2.94,2.96,2.91,3.19,1.15,KT 위즈,11308,2023
쿠에바스,투수,5.19,18,18,0,0,0,0,12,0,0,0,114.1,33,33,31.65,460,95,10,2,4,24,2,1,100,2,0,5,2.6,2.6,2.49,2.39,2.78,1.04,KT 위즈,13942,2023
벤자민,투수,3.66,29,29,0,0,0,0,15,6,0,0,160.0,63,79,76.95,684,149,23,1,12,45,3,1,157,13,0,11,3.54,4.44,4.33,4.23,3.14,1.21,KT 위즈,15143,2023
엄상백,투수,3.48,20,19,1,0,0,0,7,6,0,0,111.2,45,46,45.15,454,100,16,4,6,29,2,0,89,2,0,1,3.63,3.71,3.64,3.5,3.36,1.16,KT 위즈,11318,2023
김재윤,투수,2.8,59,0,59,47,0,0,5,5,32,0,65.2,19,21,21.85,262,54,5,2,2,13,1,5,60,4,0,3,2.6,2.88,2.99,2.77,2.4,1.02,KT 위즈,11489,2023
박영현,투수,2.69,68,0,68,11,0,0,3,3,4,32,75.1,23,25,27.7,308,63,11,2,3,23,2,4,79,2,2,1,2.75,2.99,3.31,3.15,2.65,1.14,KT 위즈,15089,2023
배제성,투수,2.66,26,24,2,0,0,0,8,10,0,0,130.1,65,72,67.55,596,144,20,1,6,77,2,0,79,6,1,9,4.49,4.97,4.66,4.46,4.76,1.7,KT 위즈,11394,2023
손동현,투수,2.07,64,0,64,11,0,0,8,5,1,15,73.2,28,31,30.4,301,68,11,0,5,20,2,1,40,3,0,2,3.42,3.79,3.71,3.6,4.23,1.19,KT 위즈,14108,2023
이상동,투수,0.83,36,0,36,9,0,0,4,1,0,1,40.2,18,19,18.65,179,45,10,0,4,15,0,2,43,1,0,1,3.98,4.2,4.13,3.94,3.44,1.48,KT 위즈,14109,2023
슐서,투수,0.47,9,9,0,0,0,0,1,7,0,0,49.2,31,32,31.0,221,66,9,1,6,14,0,1,35,1,0,2,5.62,5.8,5.62,5.55,4.34,1.61,KT 위즈,15542,2023
주권,투수,0.41,42,3,39,8,0,0,1,2,0,5,47.0,23,23,28.05,205,49,7,1,4,19,2,2,17,2,0,0,4.4,4.4,5.37,5.19,5.28,1.45,KT 위즈,11323,2023
이선우,투수,0.35,22,4,18,8,0,0,0,2,0,0,37.1,18,20,21.75,169,47,6,0,5,9,4,0,24,2,0,0,4.34,4.82,5.24,5.0,4.92,1.5,KT 위즈,14111,2023
전용주,투수,0.34,15,0,15,4,0,0,0,1,0,1,10.1,5,5,3.15,43,6,4,0,0,6,1,0,9,0,0,4,4.35,4.35,2.74,2.74,3.77,1.16,KT 위즈,14106,2023
김영현,투수,0.3,31,0,31,7,0,0,0,0,1,1,33.0,20,22,20.3,150,30,7,0,4,20,1,1,35,1,0,2,5.45,6.0,5.54,5.18,4.61,1.52,KT 위즈,14869,2023
강건,투수,0.22,4,0,4,3,0,0,0,0,1,0,6.2,1,1,1.7,28,4,2,0,0,3,0,0,8,1,0,1,1.35,1.35,2.3,2.1,2.24,1.05,KT 위즈,15527,2023
박세진,투수,0.06,16,0,16,3,0,0,0,1,0,1,11.2,5,8,7.65,66,15,2,0,1,14,0,0,10,3,0,2,3.86,6.17,5.9,5.52,6.45,2.49,KT 위즈,12572,2023
하준호,투수,0.04,12,0,12,5,0,0,0,1,0,0,13.0,6,9,9.0,65,14,1,0,0,10,5,2,6,1,0,4,4.15,6.23,6.23,6.01,6.27,1.85,KT 위즈,10304,2023
김정운,투수,0.03,5,0,5,4,0,0,0,0,0,0,7.0,3,4,5.2,35,6,2,0,0,6,2,0,3,1,0,0,3.86,5.14,6.69,6.13,6.32,1.71,KT 위즈,15518,2023
조현우,투수,0.02,5,0,5,1,0,0,0,0,0,0,3.0,2,2,2.0,17,6,1,0,0,2,0,0,1,0,0,1,6.0,6.0,6.0,5.69,5.08,2.67,KT 위즈,11316,2023
이채호,투수,-0.05,25,0,25,5,0,0,0,1,0,1,24.2,19,19,18.5,110,26,6,0,6,9,3,0,8,1,0,1,6.93,6.93,6.75,6.47,7.44,1.42,KT 위즈,13130,2023
김민수,투수,-0.11,14,0,14,5,0,0,0,1,0,3,13.0,10,10,9.8,58,17,5,2,1,5,0,0,4,0,0,0,6.92,6.92,6.78,6.59,5.19,1.69,KT 위즈,11317,2023
심재민,투수,-0.14,4,0,4,1,0,0,0,0,0,0,2.0,5,5,3.4,16,8,1,0,0,2,0,0,1,0,0,0,22.5,22.5,15.3,14.03,5.7,5.0,KT 위즈,11311,2023
김민,투수,-0.17,16,4,12,5,0,0,1,2,0,0,29.0,22,26,24.3,145,40,6,0,3,16,4,0,22,3,0,4,6.83,8.07,7.54,7.27,5.32,1.93,KT 위즈,13167,2023
김태오,투수,-0.22,5,0,5,2,0,0,0,0,0,0,7.1,6,6,8.05,35,10,3,0,0,4,0,1,3,1,0,0,7.36,7.36,9.88,10.19,4.09,1.91,KT 위즈,12577,2023
소형준,투수,-0.23,3,3,0,0,0,0,0,0,0,0,11.0,14,14,12.95,59,22,4,0,1,3,3,0,4,2,0,2,11.45,11.45,10.6,9.75,5.71,2.27,KT 위즈,14600,2023
조이현,투수,-0.43,18,4,14,4,0,0,2,1,0,1,35.0,26,27,31.95,170,61,14,1,3,6,2,0,17,1,1,1,6.69,6.94,8.22,7.95,4.36,1.91,KT 위즈,11284,2023
뷰캐넌,투수,6.29,30,30,0,1,1,0,12,8,0,0,188.0,53,71,69.95,784,174,25,2,4,43,6,1,139,13,1,7,2.54,3.4,3.35,3.25,3.05,1.15,삼성 라이온즈,14617,2023
원태인,투수,4.43,26,26,0,0,0,0,7,7,0,0,150.0,54,61,59.95,634,157,26,1,15,34,6,2,102,4,2,6,3.24,3.66,3.6,3.58,4.17,1.27,삼성 라이온즈,14113,2023
백정현,투수,2.92,18,18,0,0,0,0,7,5,0,0,100.2,41,44,42.1,419,100,19,2,6,30,0,2,61,1,1,5,3.67,3.93,3.76,3.63,3.91,1.29,삼성 라이온즈,10363,2023
수아레즈,투수,2.55,19,19,0,0,0,0,4,7,0,0,108.0,47,54,51.05,479,129,19,1,3,32,2,0,88,10,0,6,3.92,4.5,4.25,4.09,3.12,1.49,삼성 라이온즈,15001,2023
오승환,투수,0.99,58,1,57,49,0,0,4,5,30,2,62.2,24,26,32.0,264,57,11,1,9,15,2,1,44,5,0,0,3.45,3.73,4.6,4.5,4.59,1.15,삼성 라이온즈,10367,2023
와이드너,투수,0.94,10,9,1,0,0,0,3,3,0,0,53.1,27,30,28.8,236,61,9,0,3,17,3,0,42,4,0,2,4.56,5.06,4.86,4.63,3.71,1.46,삼성 라이온즈,15536,2023
이승현,투수,0.69,60,0,60,8,0,0,4,4,0,14,60.0,24,29,32.45,264,68,12,1,5,15,0,1,42,5,0,2,3.6,4.35,4.87,4.78,3.81,1.38,삼성 라이온즈,10527,2023
이호성,투수,0.65,5,2,3,1,0,0,1,0,0,0,17.0,5,5,5.0,71,11,4,1,1,10,0,0,11,1,0,1,2.65,2.65,2.65,2.47,4.76,1.24,삼성 라이온즈,15496,2023
김대우,투수,0.39,44,5,39,5,0,0,0,2,0,4,64.0,32,37,39.9,277,66,9,1,7,22,3,1,49,3,0,1,4.5,5.2,5.61,5.47,4.4,1.38,삼성 라이온즈,10685,2023
이재익,투수,0.29,51,0,51,5,0,0,1,3,0,11,41.0,18,19,24.5,181,46,5,1,3,17,0,3,26,3,0,3,3.95,4.17,5.38,5.2,4.27,1.54,삼성 라이온즈,13244,2023
문용익,투수,0.28,14,0,14,7,0,0,1,0,0,0,13.0,6,6,5.5,59,8,1,0,0,12,2,0,12,0,0,5,4.15,4.15,3.81,3.62,4.88,1.54,삼성 라이온즈,12885,2023
우규민,투수,0.27,56,0,56,4,0,0,3,1,0,13,43.0,23,25,25.25,188,55,9,0,3,5,3,0,28,1,0,0,4.81,5.23,5.28,5.16,3.63,1.4,삼성 라이온즈,10523,2023
이재희,투수,0.15,2,1,1,0,0,0,0,0,0,0,8.0,3,3,3.0,33,4,1,0,1,5,0,0,5,0,0,1,3.38,3.38,3.38,3.52,5.71,1.13,삼성 라이온즈,14799,2023
홍원표,투수,0.13,3,0,3,0,0,0,0,0,0,0,3.2,1,1,0.5,15,2,0,0,0,2,0,0,1,0,0,0,2.45,2.45,1.23,1.22,4.86,1.09,삼성 라이온즈,14614,2023
이승현,투수,0.07,48,0,48,12,0,0,1,5,5,7,43.1,24,26,27.2,199,41,6,0,6,29,2,1,37,4,0,2,4.98,5.4,5.65,5.47,5.51,1.62,삼성 라이온즈,14798,2023
박권후,투수,0.01,4,0,4,2,0,0,0,0,0,0,2.2,1,2,2.0,13,4,0,0,1,1,0,0,0,0,1,0,3.38,6.75,6.75,6.31,9.47,1.88,삼성 라이온즈,15497,2023
최채흥,투수,-0.02,15,14,1,0,0,0,1,7,0,0,63.1,47,52,46.85,295,90,13,3,9,16,3,1,33,6,1,1,6.68,7.39,6.66,6.55,5.12,1.67,삼성 라이온즈,13156,2023
김서준,투수,-0.03,8,1,7,5,0,0,0,1,0,1,7.2,6,6,5.15,39,9,2,0,0,6,2,0,2,0,0,3,7.04,7.04,6.05,5.8,6.43,1.96,삼성 라이온즈,15039,2023
황동재,투수,-0.11,7,7,0,0,0,0,0,5,0,0,31.2,25,27,25.8,155,40,14,1,6,21,2,0,27,1,0,0,7.11,7.67,7.33,7.06,6.22,1.93,삼성 라이온즈,14615,2023
최충연,투수,-0.12,7,0,7,3,0,0,0,0,0,0,9.1,5,8,9.05,47,10,1,0,3,7,3,0,8,1,1,0,4.82,7.71,8.73,8.31,8.85,1.82,삼성 라이온즈,12530,2023
김시현,투수,-0.13,2,0,2,2,0,0,0,0,0,0,3.0,4,5,5.0,17,6,1,0,2,2,0,0,2,1,0,0,12.0,15.0,15.0,14.11,12.18,2.67,삼성 라이온즈,12932,2023
최지광,투수,-0.13,22,0,22,4,0,0,2,0,0,1,17.1,10,10,13.75,82,17,2,0,4,9,1,0,18,1,0,0,5.19,5.19,7.14,6.69,5.79,1.5,삼성 라이온즈,12934,2023
박세웅,투수,-0.15,2,0,2,0,0,0,0,0,0,0,0.2,2,2,2.35,6,1,0,0,1,3,0,0,1,0,0,0,27.0,27.0,31.73,29.85,31.9,6.0,삼성 라이온즈,12651,2023
허윤동,투수,-0.3,7,1,6,3,0,0,0,1,0,0,10.2,12,12,12.7,60,16,7,0,0,12,0,0,8,1,0,0,10.13,10.13,10.72,10.64,5.46,2.63,삼성 라이온즈,14613,2023
노건우,투수,-0.31,16,0,16,1,0,0,0,1,0,1,12.1,10,11,12.65,65,22,3,0,3,5,1,0,12,1,0,1,7.3,8.03,9.23,9.12,5.82,2.19,삼성 라이온즈,11144,2023
이상민,투수,-0.31,23,0,23,4,0,0,2,1,0,1,18.0,17,17,15.3,83,32,3,1,2,3,0,0,17,0,0,0,8.5,8.5,7.65,7.29,3.33,1.94,삼성 라이온즈,11169,2023
장필준,투수,-0.38,17,3,14,5,0,0,1,1,0,1,19.1,17,17,18.2,96,28,5,3,2,12,2,0,11,0,0,0,7.91,7.91,8.47,8.25,5.9,2.07,삼성 라이온즈,11404,2023
홍정우,투수,-0.4,36,1,35,5,0,0,2,3,0,3,36.0,30,31,27.7,166,36,3,1,5,21,3,2,22,4,0,2,7.5,7.75,6.93,6.69,5.95,1.58,삼성 라이온즈,13242,2023
양창섭,투수,-0.43,15,4,11,1,0,0,0,3,0,2,28.2,29,29,27.8,141,45,5,1,7,16,1,1,12,0,0,2,9.1,9.1,8.73,8.54,7.55,2.13,삼성 라이온즈,13157,2023
김태훈,투수,-0.6,63,0,63,16,0,0,5,7,3,8,55.2,45,48,42.2,268,65,17,1,7,37,3,3,36,2,0,1,7.28,7.76,6.82,6.58,5.9,1.83,삼성 라이온즈,10871,2023
최하늘,투수,-0.85,3,2,1,1,0,0,0,2,0,0,6.1,14,14,14.35,40,14,6,0,2,5,2,0,3,0,0,0,19.89,19.89,20.39,20.69,9.85,3.0,삼성 라이온즈,13152,2023
김광현,투수,4.19,30,30,0,0,0,0,9,8,0,0,168.1,66,75,72.75,713,163,30,0,11,70,2,0,119,9,0,5,3.53,4.01,3.89,3.89,4.19,1.38,SSG 랜더스,10126,2023
엘리아스,투수,3.36,22,21,1,1,0,0,8,6,0,0,131.1,54,58,56.8,548,140,22,1,12,33,6,1,93,5,0,0,3.7,3.97,3.89,3.78,4.09,1.32,SSG 랜더스,15644,2023
맥카티,투수,3.3,24,24,0,0,0,0,9,5,0,0,130.0,49,58,56.8,543,124,19,2,10,45,1,0,116,6,1,4,3.39,4.02,3.93,3.85,3.63,1.3,SSG 랜더스,15528,2023
서진용,투수,2.96,69,0,69,61,0,0,5,4,42,0,73.0,21,22,22.7,325,63,6,0,3,49,4,6,64,1,0,5,2.59,2.71,2.8,2.8,4.27,1.53,SSG 랜더스,10784,2023
노경은,투수,1.89,76,0,76,6,0,0,9,5,2,30,83.0,33,33,36.45,357,78,13,2,4,36,4,5,65,4,0,8,3.58,3.58,3.95,3.92,3.81,1.37,SSG 랜더스,10203,2023
오원석,투수,1.41,28,27,1,1,1,0,8,10,0,0,144.2,84,92,88.25,648,158,22,2,11,69,9,0,88,10,0,11,5.23,5.72,5.49,5.31,4.9,1.57,SSG 랜더스,14581,2023
문승원,투수,0.84,50,12,38,4,0,0,5,8,1,9,105.0,61,67,64.45,479,138,27,1,12,35,6,1,65,8,0,3,5.23,5.74,5.52,5.34,4.84,1.65,SSG 랜더스,10783,2023
고효준,투수,0.82,73,0,73,7,0,0,4,1,0,13,58.0,29,31,29.8,262,49,3,0,3,42,3,0,66,3,0,4,4.5,4.81,4.62,4.48,4.03,1.57,SSG 랜더스,10124,2023
이건욱,투수,0.72,27,1,26,10,0,0,1,0,0,0,38.2,9,13,16.7,169,31,7,0,0,25,2,2,31,2,0,2,2.09,3.03,3.89,3.76,4.01,1.45,SSG 랜더스,11242,2023
최민준,투수,0.35,53,0,53,6,0,0,5,3,1,7,60.0,28,29,34.7,262,75,10,2,7,19,1,1,37,2,0,2,4.2,4.35,5.21,5.1,4.68,1.57,SSG 랜더스,13126,2023
백승건,투수,0.34,25,2,23,3,0,0,2,2,0,3,38.0,21,24,21.75,170,41,5,0,7,17,0,0,29,2,0,0,4.97,5.68,5.15,5.01,5.52,1.53,SSG 랜더스,14145,2023
박종훈,투수,0.28,18,16,2,0,0,0,2,6,0,0,80.0,55,57,56.65,382,77,13,1,8,60,19,0,56,4,0,2,6.19,6.41,6.37,6.1,6.35,1.71,SSG 랜더스,10131,2023
박민호,투수,0.28,10,0,10,1,0,0,0,0,0,0,10.0,1,3,3.0,47,14,1,0,0,1,2,0,4,1,0,0,0.9,2.7,2.7,2.7,3.78,1.5,SSG 랜더스,11236,2023
서동민,투수,0.05,2,0,2,1,0,0,0,0,0,0,1.0,0,0,0.0,6,0,0,0,0,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,10.65,3.0,SSG 랜더스,13191,2023
