선수,포지션,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,팀,기존pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR▼,oWAR,dWAR,PA,ePA,AB,TB,RBI,SB,CS,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,연봉등급,신인여부,국적,선발투수
홍성민,투수,,52,0.0,,,,,,,,,41.1,,,,,,,,,,,,,,,,,,,,,,1.07,NC 다이노스,10814,11000,2021,타자,,14.0,3.0,11.0,0.0,100.0,3.05,,,,,,,,,0.0,0.0,,,0.0,108145.0,,,,,,,,,,,,,,,,,,,,,,,
류진욱,투수,,44,0.0,,,,,,,,,43.1,,,,,,,,,,,,,,,,,,,,,,0.86,NC 다이노스,11355,3000,2021,타자,,11.0,4.0,7.0,0.0,100.0,2.28,,,,,,,,,0.0,0.0,,,0.0,113555.0,,,,,,,,,,,,,,,,,,,,,,,
최금강,투수,,20,0.0,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,0.02,NC 다이노스,11174,10000,2021,타자,,4.0,0.0,4.0,0.0,100.0,1.29,,,,,,,,,0.0,0.0,,,0.0,111745.0,,,,,,,,,,,,,,,,,,,,,,,
김태현,투수,,6,0.0,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,-0.11,NC 다이노스,12898,3000,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,128985.0,,,,,,,,,,,,,,,,,,,,,,,
노시훈,투수,,5,0.0,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,0.11,NC 다이노스,14649,3000,2021,타자,,1.0,1.0,0.0,0.0,100.0,1.93,,,,,,,,,0.0,0.0,,,0.0,146495.0,,,,,,,,,,,,,,,,,,,,,,,
박세혁,포수,,96,73.0,,,,,,,,,575.1,,,,,,,,,,,,,,,,,,,,,,0.61,두산 베어스,10891,26000,2021,타자,0.765,549.0,495.0,50.0,4.0,99.3,8.53,0.32,,0.36,,-0.24,-0.11,1.67,,1.5,2.25,6.22,7.71,0.148,108911.0,,,,,,,,,,,,,,,,,,,,,,,
김재호,유격수,,83,63.0,,,,,,,,,543.0,,,,,,,,,,,,,,,,,,,,,,0.52,두산 베어스,10174,60000,2021,타자,0.583,262.0,108.0,150.0,4.0,98.5,4.28,1.61,,0.38,-0.95,,,,,1.04,1.68,4.84,5.88,0.103,101741.0,,,,,,,,,,,,,,,,,,,,,,,
장승현,포수,,91,57.0,,,,,,,,,505.0,,,,,,,,,,,,,,,,,,,,,,0.5,두산 베어스,11097,3800,2021,타자,0.524,466.0,429.0,33.0,4.0,99.1,8.23,0.24,,-0.36,,0.18,0.81,-0.84,,0.26,0.41,5.02,5.28,0.026,110971.0,,,,,,,,,,,,,,,,,,,,,,,
정수빈,중견수,,103,77.0,,,,,,,,,731.2,,,,,,,,,,,,,,,,,,,,,,1.43,두산 베어스,10195,60000,2021,타자,0.082,223.0,218.0,4.0,1.0,99.6,2.73,0.64,-0.06,0.25,,,,,,0.82,1.14,0.0,0.82,0.082,101951.0,,,,,,,,,,,,,,,,,,,,,,,
국해성,우익수,,3,1.0,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,-0.14,두산 베어스,10172,5000,2021,타자,0.022,2.0,2.0,0.0,0.0,100.0,1.38,0.28,,0.02,,,,,,0.29,10.62,-0.07,0.22,0.029,101721.0,,,,,,,,,,,,,,,,,,,,,,,
황경태,2루수,,1,0.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,-0.08,두산 베어스,12604,3100,2021,타자,-0.078,3.0,2.0,0.0,1.0,66.7,4.5,-0.8,,0.01,,,,,,-0.8,-114.92,0.01,-0.79,-0.079,126041.0,,,,,,,,,,,,,,,,,,,,,,,
페르난데스,1루수,,18,17.0,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,3.09,두산 베어스,13927,60000,2021,타자,-0.432,115.0,107.0,5.0,3.0,97.4,7.2,-2.76,,0.12,,-0.19,,,,-2.84,-2.9,-1.52,-4.36,-0.282,139271.0,,,,,,,,,,,,,,,,,,,,,,,
허경민,3루수,,130,116.0,,,,,,,,,984.2,,,,,,,,,,,,,,,,,,,,,,-1.19,두산 베어스,10184,100000,2021,타자,-1.003,261.0,92.0,161.0,8.0,96.9,2.31,-9.18,,-0.76,0.01,-0.19,,,,-10.12,-10.72,0.0,-10.12,-1.003,101841.0,,,,,,,,,,,,,,,,,,,,,,,
김재환,좌익수,,126,125.0,,,,,,,,,948.0,,,,,,,,,,,,,,,,,,,,,,4.77,두산 베어스,10643,76000,2021,타자,-1.165,207.0,199.0,4.0,4.0,98.1,1.93,-4.29,-1.11,-1.14,,,,,,-6.54,-6.87,-5.21,-11.75,-0.648,106431.0,,,,,,,,,,,,,,,,,,,,,,,
양석환,1루수,,127,125.0,,,,,,,,,1014.1,,,,,,,,,,,,,,,,,,,,,,2.38,두산 베어스,11213,21000,2021,타자,-1.472,920.0,854.0,58.0,8.0,99.1,8.09,-5.02,,0.34,,0.34,,,,-4.34,-4.7,-10.5,-14.84,-0.431,112131.0,,,,,,,,,,,,,,,,,,,,,,,
김강률,투수,,50,0.0,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,,,1.81,두산 베어스,10690,11000,2021,타자,,11.0,4.0,7.0,0.0,100.0,1.92,,,,,,,,,0.0,0.0,,,0.0,106901.0,,,,,,,,,,,,,,,,,,,,,,,
이승진,투수,,46,0.0,,,,,,,,,48.1,,,,,,,,,,,,,,,,,,,,,,1.19,두산 베어스,12678,10000,2021,타자,,8.0,2.0,5.0,1.0,87.5,1.3,,,,,,,,,0.0,0.0,,,0.0,126781.0,,,,,,,,,,,,,,,,,,,,,,,
박소준,투수,,22,5.0,,,,,,,,,59.2,,,,,,,,,,,,,,,,,,,,,,-0.08,두산 베어스,11491,3500,2021,타자,,10.0,3.0,6.0,1.0,90.0,1.36,,,,,,,,,0.0,0.0,,,0.0,114911.0,,,,,,,,,,,,,,,,,,,,,,,
박치국,투수,,23,0.0,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,0.18,두산 베어스,12850,16000,2021,타자,,6.0,2.0,4.0,0.0,100.0,2.45,,,,,,,,,0.0,,,,0.0,128501.0,,,,,,,,,,,,,,,,,,,,,,,
남호,투수,,4,0.0,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,-0.03,두산 베어스,14139,3300,2021,타자,,1.0,0.0,1.0,0.0,100.0,3.38,,,,,,,,,0.0,0.0,,,0.0,141391.0,,,,,,,,,,,,,,,,,,,,,,,
홍건희,투수,,63,0.0,,,,,,,,,74.1,,,,,,,,,,,,,,,,,,,,,,2.39,두산 베어스,10696,11000,2021,타자,,18.0,6.0,12.0,0.0,100.0,2.18,,,,,,,,,0.0,0.0,,,0.0,106961.0,,,,,,,,,,,,,,,,,,,,,,,
김명신,투수,,58,1.0,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,0.13,두산 베어스,12847,4500,2021,타자,,13.0,2.0,11.0,0.0,100.0,1.75,,,,,,,,,0.0,0.0,,,0.0,128471.0,,,,,,,,,,,,,,,,,,,,,,,
이영하,투수,,35,11.0,,,,,,,,,78.2,,,,,,,,,,,,,,,,,,,,,,-0.04,두산 베어스,12568,19000,2021,타자,,10.0,2.0,8.0,0.0,100.0,1.14,,,,,,,,,0.0,0.0,,,0.0,125681.0,,,,,,,,,,,,,,,,,,,,,,,
최원준,투수,,29,29.0,,,,,,,,,158.1,,,,,,,,,,,,,,,,,,,,,,4.88,두산 베어스,12852,16000,2021,타자,,24.0,8.0,15.0,1.0,95.8,1.31,,,,,,,,,0.0,,,,0.0,128521.0,,,,,,,,,,,,,,,,,,,,,,,
권휘,투수,,24,0.0,,,,,,,,,20.1,,,,,,,,,,,,,,,,,,,,,,0.27,두산 베어스,13665,3200,2021,타자,,4.0,1.0,3.0,0.0,100.0,1.77,,,,,,,,,0.0,0.0,,,0.0,136651.0,,,,,,,,,,,,,,,,,,,,,,,
김민규,투수,,30,6.0,,,,,,,,,56.1,,,,,,,,,,,,,,,,,,,,,,0.13,두산 베어스,13072,5500,2021,타자,,4.0,3.0,1.0,0.0,100.0,0.64,,,,,,,,,0.0,0.0,,,0.0,130721.0,,,,,,,,,,,,,,,,,,,,,,,
이교훈,투수,,11,0.0,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,-0.13,두산 베어스,14173,3100,2021,타자,,1.0,0.0,1.0,0.0,100.0,1.08,,,,,,,,,0.0,0.0,,,0.0,141731.0,,,,,,,,,,,,,,,,,,,,,,,
윤명준,투수,,44,0.0,,,,,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,0.17,두산 베어스,10885,15600,2021,타자,,14.0,1.0,13.0,0.0,100.0,2.76,,,,,,,,,0.0,0.0,,,0.0,108851.0,,,,,,,,,,,,,,,,,,,,,,,
문대원,투수,,2,0.0,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,-0.01,두산 베어스,12848,3100,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,128481.0,,,,,,,,,,,,,,,,,,,,,,,
박동원,포수,,84,73.0,,,,,,,,,560.1,,,,,,,,,,,,,,,,,,,,,,3.14,키움 히어로즈,10387,23000,2021,타자,0.901,458.0,407.0,46.0,5.0,98.9,7.28,0.66,,-0.19,,0.15,0.84,1.59,,2.58,2.84,6.5,9.09,0.256,103877.0,,,,,,,,,,,,,,,,,,,,,,,
이지영,포수,,94,50.0,,,,,,,,,508.2,,,,,,,,,,,,,,,,,,,,,,1.18,키움 히어로즈,10312,30000,2021,타자,0.641,422.0,389.0,30.0,3.0,99.3,7.41,0.21,,0.15,,-0.01,0.27,0.58,,1.02,1.36,5.45,6.47,0.101,103127.0,,,,,,,,,,,,,,,,,,,,,,,
서건창,2루수,,69,69.0,,,,,,,,,574.2,,,,,,,,,,,,,,,,,,,,,,3.06,LG 트윈스,10855,22500,2021,타자,0.57,331.0,138.0,186.0,7.0,97.9,5.07,1.37,,0.23,0.93,,,,,2.53,2.53,3.21,5.74,0.251,108557.0,,,,,,,,,,,,,,,,,,,,,,,
김웅빈,3루수,,56,42.0,,,,,,,,,364.2,,,,,,,,,,,,,,,,,,,,,,2.27,키움 히어로즈,12503,5600,2021,타자,0.308,113.0,32.0,77.0,4.0,96.5,2.69,2.97,,0.27,-0.06,-0.08,,,,3.11,4.62,0.0,3.11,0.308,125037.0,,,,,,,,,,,,,,,,,,,,,,,
김은성,좌익수,,6,5.0,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,0.11,키움 히어로즈,12683,3000,2021,타자,0.106,17.0,17.0,0.0,0.0,100.0,3.48,1.18,0.03,0.04,,,,,,1.25,30.07,-0.18,1.07,0.124,126837.0,,,,,,,,,,,,,,,,,,,,,,,
이명기,1루수,,2,2.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,0.06,키움 히어로즈,14212,3000,2021,타자,0.06,15.0,13.0,2.0,0.0,100.0,11.25,0.73,,0.01,,,,,,0.74,35.6,-0.14,0.6,0.074,142127.0,,,,,,,,,,,,,,,,,,,,,,,
송우현,우익수,,67,64.0,,,,,,,,,561.1,,,,,,,,,,,,,,,,,,,,,,1.83,키움 히어로즈,11377,3000,2021,타자,-0.044,119.0,113.0,5.0,1.0,99.2,1.89,1.2,0.83,0.28,,,,,,2.3,4.81,-2.75,-0.45,0.228,113777.0,,,,,,,,,,,,,,,,,,,,,,,
이정후,중견수,,115,114.0,,,,,,,,,966.2,,,,,,,,,,,,,,,,,,,,,,6.75,키움 히어로즈,12906,55000,2021,타자,-0.069,269.0,258.0,8.0,3.0,98.9,2.48,-1.42,1.23,-0.51,,,,,,-0.7,-0.82,0.0,-0.7,-0.069,129067.0,,,,,,,,,,,,,,,,,,,,,,,
김재현,포수,,39,12.0,,,,,,,,,139.0,,,,,,,,,,,,,,,,,,,,,,-0.25,키움 히어로즈,10870,7000,2021,타자,-0.081,102.0,93.0,8.0,1.0,99.0,6.54,-0.09,,-0.05,,-0.04,-0.56,-1.78,,-1.99,-7.35,1.18,-0.82,-0.197,108707.0,,,,,,,,,,,,,,,,,,,,,,,
박병호,1루수,,97,96.0,,,,,,,,,810.2,,,,,,,,,,,,,,,,,,,,,,1.02,키움 히어로즈,10470,150000,2021,타자,-0.771,848.0,775.0,67.0,6.0,99.3,9.35,0.68,,-0.33,,-0.09,,,,0.26,0.32,-8.04,-7.78,0.026,104707.0,,,,,,,,,,,,,,,,,,,,,,,
장재영,투수,,19,2.0,,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,-0.19,키움 히어로즈,14784,3000,2021,타자,,3.0,0.0,3.0,0.0,100.0,1.53,,,,,,,,,0.0,0.0,,,0.0,147847.0,,,,,,,,,,,,,,,,,,,,,,,
문성현,투수,,4,0.0,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,-0.01,키움 히어로즈,10437,4500,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,104377.0,,,,,,,,,,,,,,,,,,,,,,,
양현,투수,,45,0.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,-0.13,키움 히어로즈,10730,12000,2021,타자,,14.0,4.0,9.0,1.0,92.9,2.44,,,,,,,,,0.0,0.0,,,0.0,107307.0,,,,,,,,,,,,,,,,,,,,,,,
박승주,투수,,3,0.0,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,0.04,키움 히어로즈,12989,3000,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,129897.0,,,,,,,,,,,,,,,,,,,,,,,
윤정현,투수,,10,0.0,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,0.35,키움 히어로즈,14131,3500,2021,타자,,4.0,2.0,2.0,0.0,100.0,2.92,,,,,,,,,0.0,0.0,,,0.0,141317.0,,,,,,,,,,,,,,,,,,,,,,,
이승호,투수,,38,3.0,,,,,,,,,47.1,,,,,,,,,,,,,,,,,,,,,,-0.45,키움 히어로즈,12865,10000,2021,타자,,10.0,1.0,8.0,1.0,90.0,1.71,,,,,,,,,0.0,0.0,,,0.0,128657.0,,,,,,,,,,,,,,,,,,,,,,,
오주원,투수,,22,0.0,,,,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,-0.33,키움 히어로즈,10445,20000,2021,타자,,6.0,2.0,4.0,0.0,100.0,2.79,,,,,,,,,0.0,0.0,,,0.0,104457.0,,,,,,,,,,,,,,,,,,,,,,,
김태훈,투수,,66,0.0,,,,,,,,,64.1,,,,,,,,,,,,,,,,,,,,,,1.06,키움 히어로즈,10871,10000,2021,타자,,18.0,6.0,10.0,2.0,88.9,2.24,,,,,,,,,0.0,0.0,,,0.0,108717.0,,,,,,,,,,,,,,,,,,,,,,,
김동욱,투수,,3,0.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,-0.02,키움 히어로즈,14681,3000,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,146817.0,,,,,,,,,,,,,,,,,,,,,,,
김성진,투수,,45,0.0,,,,,,,,,41.2,,,,,,,,,,,,,,,,,,,,,,-0.22,키움 히어로즈,14849,3000,2021,타자,,8.0,3.0,4.0,1.0,87.5,1.51,,,,,,,,,0.0,0.0,,,0.0,148497.0,,,,,,,,,,,,,,,,,,,,,,,
조영건,투수,,1,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,-0.01,키움 히어로즈,14132,3800,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,141327.0,,,,,,,,,,,,,,,,,,,,,,,
조상우,투수,,44,0.0,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,0.75,키움 히어로즈,11126,33000,2021,타자,,3.0,1.0,1.0,1.0,66.7,0.41,,,,,,,,,0.0,0.0,,,0.0,111267.0,,,,,,,,,,,,,,,,,,,,,,,
김정인,투수,,11,6.0,,,,,,,,,31.2,,,,,,,,,,,,,,,,,,,,,,-0.02,키움 히어로즈,11531,3200,2021,타자,,2.0,1.0,1.0,0.0,100.0,0.57,,,,,,,,,0.0,0.0,,,0.0,115317.0,,,,,,,,,,,,,,,,,,,,,,,
김성민,투수,,46,0.0,,,,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,0.47,키움 히어로즈,12918,6000,2021,타자,,15.0,2.0,11.0,2.0,86.7,2.51,,,,,,,,,0.0,0.0,,,0.0,129187.0,,,,,,,,,,,,,,,,,,,,,,,
박관진,투수,,2,0.0,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,-0.03,키움 히어로즈,14693,3000,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,146937.0,,,,,,,,,,,,,,,,,,,,,,,
이주형,좌익수,,1,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.01,키움 히어로즈,14855,3000,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,,0.0,,,,,,-0.01,-0.16,,,-0.001,148557.0,,,,,,,,,,,,,,,,,,,,,,,
김재웅,투수,,51,0.0,,,,,,,,,53.1,,,,,,,,,,,,,,,,,,,,,,0.76,키움 히어로즈,12858,5200,2021,타자,,8.0,0.0,6.0,2.0,75.0,1.01,,,,,,,,,0.0,0.0,,,0.0,128587.0,,,,,,,,,,,,,,,,,,,,,,,
조한민,우익수,,53,37.0,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,-0.33,한화 이글스,14210,3400,2021,타자,-0.269,121.0,95.0,22.0,4.0,0.967,3.545,0.27,-0.86,-1.16,-0.82,0.0,,0.0,0.0,-2.57,-6.983,-0.139,-2.709,-0.255,142109.0,,,,,,,,,,,,,,,,,,,,,,,
김창평,좌익수,,23,4.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,-0.57,SSG 랜더스,14146,3000,2021,타자,-0.098,15.0,11.0,4.0,0.0,1.0,2.25,-1.69,0.64,0.07,0.0,0.0,,0.0,0.0,-0.97,-6.073,-0.015,-0.985,-0.096,141464.0,,,,,,,,,,,,,,,,,,,,,,,
김용의,1루수,,93,3.0,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,0.67,LG 트윈스,10466,10000,2021,타자,0.169,172.0,155.0,16.0,1.0,0.994,8.948,2.12,0.0,0.15,0.0,0.0,,0.0,0.0,2.32,3.592,-0.612,1.708,0.23,104666.0,,,,,,,,,,,,,,,,,,,,,,,
페레즈,1루수,,75,54.0,,,,,,,,,465.0,,,,,,,,,,,,,,,,,,,,,,0.72,한화 이글스,14991,30000,2021,타자,-0.104,272.0,199.0,63.0,10.0,0.963,5.071,-0.87,-0.59,0.48,0.72,0.0,,0.0,0.0,-0.3,-0.576,-0.752,-1.052,-0.03,149919.0,,,,,,,,,,,,,,,,,,,,,,,
권민석,1루수,,29,1.0,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,0.22,두산 베어스,13079,3500,2021,타자,0.144,25.0,18.0,6.0,1.0,0.96,4.0,1.41,0.0,0.04,-0.01,0.0,,0.0,0.0,1.44,7.15,0.007,1.447,0.143,130791.0,,,,,,,,,,,,,,,,,,,,,,,
최정민,중견수,,22,3.0,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,0.19,KIA 타이거즈,10808,3500,2021,타자,0.116,14.0,13.0,1.0,0.0,1.0,2.136,1.22,-0.1,0.06,0.0,0.0,,0.0,0.0,1.18,7.724,-0.009,1.171,0.117,108080.0,,,,,,,,,,,,,,,,,,,,,,,
김민수,2루수,,86,48.0,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,,,,,0.32,롯데 자이언츠,12931,3200,2021,타자,0.07,266.0,159.0,104.0,3.0,0.989,5.025,-0.17,0.0,0.49,1.11,0.0,,0.0,0.0,0.52,0.871,0.185,0.705,0.052,129312.0,,,,,,,,,,,,,,,,,,,,,,,
신용수,중견수,,79,30.0,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,-0.64,롯데 자이언츠,14169,3400,2021,타자,-0.653,68.0,63.0,3.0,2.0,0.971,1.941,-4.86,-1.05,-0.18,-0.39,0.0,,0.0,0.0,-6.5,-11.848,-0.08,-6.58,-0.645,141692.0,,,,,,,,,,,,,,,,,,,,,,,
신민재,2루수,,23,4.0,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,-0.08,LG 트윈스,13056,5500,2021,타자,0.025,28.0,13.0,14.0,1.0,0.964,3.797,1.22,-0.21,-0.42,-0.41,0.0,,0.0,0.0,0.19,1.19,0.06,0.25,0.019,130566.0,,,,,,,,,,,,,,,,,,,,,,,
박지훈,1루수,,23,1.0,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,0.26,두산 베어스,14736,3100,2021,타자,0.172,29.0,24.0,5.0,0.0,1.0,7.054,1.5,0.26,0.04,0.0,0.0,,0.0,0.0,1.79,11.207,-0.06,1.73,0.178,147361.0,,,,,,,,,,,,,,,,,,,,,,,
이상호,2루수,,44,15.0,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,-0.03,LG 트윈스,11147,9000,2021,타자,-0.081,98.0,48.0,48.0,2.0,0.98,4.773,-1.06,0.0,0.19,-0.44,0.0,,0.0,0.0,-1.0,-3.273,0.18,-0.82,-0.099,111476.0,,,,,,,,,,,,,,,,,,,,,,,
오태곤,1루수,,128,48.0,,,,,,,,,547.0,,,,,,,,,,,,,,,,,,,,,,0.99,SSG 랜더스,10249,9500,2021,타자,-0.057,347.0,320.0,24.0,3.0,0.991,5.66,2.39,-0.37,-1.01,0.0,0.0,,0.0,0.0,0.95,1.069,-1.52,-0.57,0.094,102494.0,,,,,,,,,,,,,,,,,,,,,,,
추재현,중견수,,97,68.0,,,,,,,,,586.0,,,,,,,,,,,,,,,,,,,,,,1.18,롯데 자이언츠,13094,3400,2021,타자,0.128,144.0,138.0,4.0,2.0,0.986,2.181,2.87,-0.84,-0.39,0.0,0.0,,0.0,0.0,1.64,2.435,-0.346,1.294,0.163,130942.0,,,,,,,,,,,,,,,,,,,,,,,
이영빈,1루수,,66,34.0,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,0.26,LG 트윈스,14783,3000,2021,타자,-0.184,240.0,176.0,57.0,7.0,0.971,7.084,-1.05,0.0,-0.17,-0.3,0.0,,0.0,0.0,-1.51,-3.295,-0.348,-1.858,-0.15,147836.0,,,,,,,,,,,,,,,,,,,,,,,
오재원,2루수,,44,12.0,,,,,,,,,168.0,,,,,,,,,,,,,,,,,,,,,,-0.28,두산 베어스,10178,30000,2021,타자,0.142,115.0,62.0,51.0,2.0,0.983,6.054,0.18,0.97,0.19,0.08,0.0,,0.0,0.0,1.15,3.764,0.28,1.43,0.114,101781.0,,,,,,,,,,,,,,,,,,,,,,,
문찬종,2루수,,12,3.0,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,-0.14,키움 히어로즈,14578,3000,2021,타자,-0.057,23.0,9.0,14.0,0.0,1.0,5.175,0.08,0.0,0.05,-0.74,0.0,,0.0,0.0,-0.62,-7.44,0.043,-0.577,-0.062,145787.0,,,,,,,,,,,,,,,,,,,,,,,
박정현,유격수,,35,27.0,,,,,,,,,242.0,,,,,,,,,,,,,,,,,,,,,,-0.18,한화 이글스,14704,3400,2021,타자,0.141,134.0,75.0,53.0,6.0,0.955,4.76,2.14,0.0,-0.19,-1.5,0.0,,0.0,0.0,0.98,4.032,0.446,1.426,0.097,147049.0,,,,,,,,,,,,,,,,,,,,,,,
전병우,3루수,,123,61.0,,,,,,,,,618.0,,,,,,,,,,,,,,,,,,,,,,0.71,키움 히어로즈,11422,6000,2021,타자,0.007,297.0,158.0,130.0,9.0,0.97,4.194,-0.78,0.0,0.02,0.54,0.0,,0.0,0.0,0.27,0.316,-0.196,0.074,0.027,114227.0,,,,,,,,,,,,,,,,,,,,,,,
이형종,좌익수,,45,35.0,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,0.62,LG 트윈스,12516,18000,2021,타자,-0.523,64.0,59.0,3.0,2.0,0.969,1.824,-4.23,0.36,-0.66,0.0,0.0,,0.0,0.0,-4.53,-14.496,-0.746,-5.276,-0.449,125166.0,,,,,,,,,,,,,,,,,,,,,,,
오윤석,1루수,,27,15.0,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,1.87,KT 위즈,11397,6000,2021,타자,-0.266,119.0,93.0,24.0,2.0,0.983,7.115,-2.66,0.0,0.14,0.28,0.0,,0.0,0.0,-2.24,-11.947,-0.444,-2.684,-0.222,113972.0,,,,,,,,,,,,,,,,,,,,,,,
도태훈,3루수,,82,16.0,,,,,,,,,223.0,,,,,,,,,,,,,,,,,,,,,,-0.35,NC 다이노스,12560,3200,2021,타자,-0.158,109.0,62.0,43.0,4.0,0.963,4.238,-2.88,0.0,0.19,1.45,0.0,,0.0,0.0,-1.58,-2.775,-0.012,-1.592,-0.157,125605.0,,,,,,,,,,,,,,,,,,,,,,,
강승호,2루수,,133,86.0,,,,,,,,,761.0,,,,,,,,,,,,,,,,,,,,,,2.81,두산 베어스,11087,5000,2021,타자,0.981,409.0,159.0,242.0,8.0,0.98,4.742,6.85,0.0,-0.06,0.17,0.0,,0.0,0.0,7.52,8.142,2.373,9.893,0.746,110871.0,,,,,,,,,,,,,,,,,,,,,,,
배성근,유격수,,69,21.0,,,,,,,,,264.0,,,,,,,,,,,,,,,,,,,,,,-0.51,롯데 자이언츠,13279,3200,2021,타자,-0.584,134.0,61.0,66.0,7.0,0.948,4.33,-3.03,0.0,-0.11,-3.56,0.0,,0.0,0.0,-6.7,-13.983,0.81,-5.89,-0.665,132792.0,,,,,,,,,,,,,,,,,,,,,,,
강경학,3루수,,11,5.0,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,0.06,KIA 타이거즈,10676,8700,2021,타자,0.106,23.0,11.0,11.0,1.0,0.957,3.882,0.79,0.0,0.05,0.2,0.0,,0.0,0.0,1.03,13.484,0.038,1.068,0.102,106769.0,,,,,,,,,,,,,,,,,,,,,,,
김태연,3루수,,60,49.0,,,,,,,,,406.0,,,,,,,,,,,,,,,,,,,,,,2.75,한화 이글스,12585,3200,2021,타자,0.421,158.0,79.0,72.0,7.0,0.956,3.347,4.97,0.07,-0.61,-0.1,0.0,,0.0,0.0,4.43,10.632,-0.191,4.239,0.439,125859.0,,,,,,,,,,,,,,,,,,,,,,,
김찬형,3루수,,75,30.0,,,,,,,,,315.0,,,,,,,,,,,,,,,,,,,,,,0.55,SSG 랜더스,12622,5800,2021,타자,-0.369,132.0,43.0,86.0,3.0,0.977,3.686,-1.77,0.0,0.33,-2.58,0.0,,0.0,0.0,-3.94,-7.565,0.216,-3.724,-0.391,126224.0,,,,,,,,,,,,,,,,,,,,,,,
최정원,2루수,,75,57.0,,,,,,,,,473.0,,,,,,,,,,,,,,,,,,,,,,1.27,NC 다이노스,14221,3300,2021,타자,0.562,242.0,102.0,133.0,7.0,0.971,4.471,3.97,0.0,-0.91,0.63,0.0,,0.0,0.0,3.69,7.085,1.98,5.67,0.366,142215.0,,,,,,,,,,,,,,,,,,,,,,,
