선수,연봉(만원),WAR,WAR당 연봉,팀,pid,연도,팀연봉순위,전체연봉순위
이종혁,3100,-,-,KT 위즈,12938,2022,50,521
고명성,3100,0.02,200769,KT 위즈,13171,2022,51,522
신병률,3100,-,-,KT 위즈,13173,2022,52,523
한차현,3100,-,-,KT 위즈,14776,2022,53,524
김한별,3000,-,-,KT 위즈,12620,2022,54,650
안치영,3000,-,-,KT 위즈,13006,2022,55,651
이채호,3000,0.45,6593,KT 위즈,13130,2022,56,652
조대현,3000,-0.07,-40631,KT 위즈,13177,2022,57,653
양승혁,3000,-0.04,-77633,KT 위즈,13233,2022,58,654
고성민,3000,-,-,KT 위즈,14112,2022,59,655
윤준혁,3000,-,-,KT 위즈,14605,2022,60,656
문상준,3000,0.06,46881,KT 위즈,14720,2022,61,657
김성균,3000,-,-,KT 위즈,14723,2022,62,658
신범준,3000,-,-,KT 위즈,14774,2022,63,659
유준규,3000,-0.10,-31294,KT 위즈,14778,2022,64,660
김영현,3000,-,-,KT 위즈,14869,2022,65,661
최성민,3000,-,-,KT 위즈,14870,2022,66,662
김민서,3000,-,-,KT 위즈,14884,2022,67,663
전진영,3000,-0.02,-159160,KT 위즈,14885,2022,68,664
박영현,3000,0.60,4964,KT 위즈,15089,2022,69,665
이상우,3000,0.00,-781144,KT 위즈,15090,2022,70,666
한지웅,3000,-,-,KT 위즈,15091,2022,71,667
안현민,3000,-,-,KT 위즈,15092,2022,72,668
우종휘,3000,-,-,KT 위즈,15093,2022,73,669
최동희,3000,-,-,KT 위즈,15094,2022,74,670
정정우,3000,-,-,KT 위즈,15095,2022,75,671
권성준,3000,-,-,KT 위즈,15096,2022,76,672
김병준,3000,-,-,KT 위즈,15097,2022,77,673
송현제,3000,-,-,KT 위즈,15098,2022,78,674
안광준,3000,-,-,KT 위즈,15126,2022,79,675
전용주,2800,-,-,KT 위즈,14106,2022,80,827
임도혁,2700,-,-,KT 위즈,12576,2022,81,828
박시윤,2700,-,-,KT 위즈,13170,2022,82,829
윤강찬,2700,-,-,KT 위즈,13172,2022,83,830
백선기,2700,-,-,KT 위즈,13174,2022,84,831
박주현,2700,-,-,KT 위즈,13175,2022,85,832
한기원,2700,-,-,KT 위즈,13230,2022,86,833
김대현,2700,-,-,KT 위즈,14883,2022,87,834
구자욱,250000,0.91,275246,삼성 라이온즈,10892,2022,1,3
오승환,160000,1.32,121297,삼성 라이온즈,10367,2022,2,8
뷰캐넌,110000,5.55,19829,삼성 라이온즈,14617,2022,3,17
백정현,80000,1.61,49809,삼성 라이온즈,10363,2022,4,30
수아레즈,70000,6.43,10885,삼성 라이온즈,15001,2022,5,36
강민호,60000,1.41,42548,삼성 라이온즈,10232,2022,6,46
오재일,60000,2.42,24766,삼성 라이온즈,10400,2022,7,47
피렐라,60000,6.22,9643,삼성 라이온즈,14757,2022,8,48
이원석,30000,1.69,17779,삼성 라이온즈,10180,2022,9,87
원태인,30000,4.47,6714,삼성 라이온즈,14113,2022,10,88
김상수,25000,-0.13,-190372,삼성 라이온즈,10320,2022,11,111
김태군,20000,1.28,15574,삼성 라이온즈,10459,2022,12,123
우규민,20000,0.47,43002,삼성 라이온즈,10523,2022,13,124
김헌곤,18000,-2.35,-7646,삼성 라이온즈,10640,2022,14,134
김동엽,15000,-0.42,-35602,삼성 라이온즈,12548,2022,15,146
김대우,12000,0.14,83532,삼성 라이온즈,10685,2022,16,171
장필준,12000,0.00,5772034,삼성 라이온즈,11404,2022,17,172
김지찬,11000,3.79,2899,삼성 라이온즈,14618,2022,18,181
이승현,10000,0.53,18952,삼성 라이온즈,10527,2022,19,195
강한울,10000,1.87,5353,삼성 라이온즈,11255,2022,20,196
오선진,7000,0.52,13468,삼성 라이온즈,10557,2022,21,241
김호재,7000,-0.42,-16547,삼성 라이온즈,13240,2022,22,242
최영진,6500,-0.14,-46956,삼성 라이온즈,10934,2022,23,255
김윤수,6500,0.11,57538,삼성 라이온즈,13162,2022,24,256
김민수,6200,-,-,삼성 라이온즈,11266,2022,25,268
노성호,5800,-0.01,-611336,삼성 라이온즈,11144,2022,26,282
박승규,5700,0.43,13284,삼성 라이온즈,14122,2022,27,285
이상민,5500,-0.03,-185133,삼성 라이온즈,11169,2022,28,291
김승현,5500,-0.14,-37960,삼성 라이온즈,12637,2022,29,292
이승현,5500,0.35,15891,삼성 라이온즈,14798,2022,30,293
홍정우,5300,0.59,9052,삼성 라이온즈,13242,2022,31,300
이성규,5000,-0.19,-26194,삼성 라이온즈,12562,2022,32,312
송준석,4700,-0.69,-6848,삼성 라이온즈,11200,2022,33,329
양창섭,4700,-0.12,-38701,삼성 라이온즈,13157,2022,34,330
허윤동,4700,0.18,26768,삼성 라이온즈,14613,2022,35,331
김재성,4500,1.39,3241,삼성 라이온즈,11344,2022,36,333
최충연,4500,0.08,54829,삼성 라이온즈,12530,2022,37,334
문용익,4500,0.36,12640,삼성 라이온즈,12885,2022,38,335
이승민,4100,0.20,20766,삼성 라이온즈,14616,2022,39,353
임대한,4000,-0.13,-31097,삼성 라이온즈,12558,2022,40,368
공민규,4000,0.06,64221,삼성 라이온즈,13164,2022,41,369
이재희,4000,-,-,삼성 라이온즈,14799,2022,42,370
김성표,3800,-0.41,-9165,삼성 라이온즈,11109,2022,43,397
김성윤,3800,-0.29,-13238,삼성 라이온즈,12936,2022,44,398
이재익,3700,-0.05,-77914,삼성 라이온즈,13244,2022,45,401
이태훈,3500,-0.07,-48906,삼성 라이온즈,13160,2022,46,425
이수민,3300,0.02,154082,삼성 라이온즈,11196,2022,47,450
박세웅,3300,0.01,527430,삼성 라이온즈,12651,2022,48,451
안주형,3300,0.16,20501,삼성 라이온즈,12988,2022,49,452
박주혁,3300,0.13,24605,삼성 라이온즈,14668,2022,50,453
김현준,3300,2.53,1305,삼성 라이온즈,14867,2022,51,454
구준범,3200,-,-,삼성 라이온즈,12645,2022,52,484
황동재,3100,-0.27,-11608,삼성 라이온즈,14615,2022,53,525
김동진,3100,-0.07,-47145,삼성 라이온즈,14863,2022,54,526
박정준,3000,-0.06,-47714,삼성 라이온즈,11220,2022,55,676
최하늘,3000,0.30,10169,삼성 라이온즈,13152,2022,56,677
윤정빈,3000,0.00,863024,삼성 라이온즈,13161,2022,57,678
이병헌,3000,0.20,14712,삼성 라이온즈,14117,2022,58,679
이해승,3000,-0.19,-15625,삼성 라이온즈,14121,2022,59,680
홍무원,3000,-,-,삼성 라이온즈,14800,2022,60,681
주한울,3000,-,-,삼성 라이온즈,14802,2022,61,682
이재현,3000,0.06,51246,삼성 라이온즈,15034,2022,62,683
김영웅,3000,0.00,-1001583,삼성 라이온즈,15035,2022,63,684
김재혁,3000,0.33,9105,삼성 라이온즈,15036,2022,64,685
차동영,3000,-,-,삼성 라이온즈,15037,2022,65,686
신정환,3000,-,-,삼성 라이온즈,15038,2022,66,687
김서준,3000,-0.04,-74491,삼성 라이온즈,15039,2022,67,688
조민성,3000,0.07,46131,삼성 라이온즈,15040,2022,68,689
강도훈,3000,-,-,삼성 라이온즈,15041,2022,69,690
김상민,3000,-,-,삼성 라이온즈,15042,2022,70,691
장재혁,3000,-,-,삼성 라이온즈,15043,2022,71,692
윤정훈,3000,-,-,삼성 라이온즈,15044,2022,72,693
김태우,0,-,-,삼성 라이온즈,13158,2022,73,839
서주원,0,-,-,삼성 라이온즈,13165,2022,74,840
김선우,0,-,-,삼성 라이온즈,13260,2022,75,841
오상민,0,-,-,삼성 라이온즈,14118,2022,76,842
홍승원,0,-,-,삼성 라이온즈,14864,2022,77,843
김세민,0,-,-,삼성 라이온즈,14865,2022,78,844
이기용,0,-,-,삼성 라이온즈,14868,2022,79,845
김광현,810000,6.41,126458,SSG 랜더스,10126,2022,1,1
추신수,270000,3.13,86338,SSG 랜더스,14888,2022,2,2
한유섬,240000,4.46,53779,SSG 랜더스,10815,2022,3,4
박종훈,180000,-0.01,-35434884,SSG 랜더스,10131,2022,4,7
문승원,160000,-0.17,-958669,SSG 랜더스,10783,2022,5,9
최정,120000,5.71,21009,SSG 랜더스,10106,2022,6,15
폰트,110000,5.55,19834,SSG 랜더스,14759,2022,7,18
이재원,100000,0.16,619383,SSG 랜더스,10082,2022,8,22
노바,75000,-0.47,-158225,SSG 랜더스,15007,2022,9,31
최주환,65000,-0.39,-168079,SSG 랜더스,10182,2022,10,40
크론,60000,-0.06,-1073067,SSG 랜더스,15006,2022,11,49
라가레스,40000,1.84,21756,SSG 랜더스,15151,2022,12,69
김상수,30000,-0.15,-205520,SSG 랜더스,10427,2022,13,89
김성현,20000,0.39,51690,SSG 랜더스,10636,2022,14,125
서진용,18500,0.77,24084,SSG 랜더스,10784,2022,15,130
모리만도,18000,3.05,5894,SSG 랜더스,15149,2022,16,135
김강민,16000,2.18,7341,SSG 랜더스,10108,2022,17,141
김태훈,15000,-0.16,-91601,SSG 랜더스,10133,2022,18,147
최지훈,15000,6.49,2311,SSG 랜더스,14587,2022,19,148
박성한,14000,6.87,2037,SSG 랜더스,12922,2022,20,155
김택형,12500,0.36,34273,SSG 랜더스,11373,2022,21,164
이태양,12000,2.13,5637,SSG 랜더스,10609,2022,22,173
박민호,12000,-0.07,-160801,SSG 랜더스,11236,2022,23,174
오태곤,10500,1.18,8932,SSG 랜더스,10249,2022,24,187
장지훈,10500,0.09,116444,SSG 랜더스,14804,2022,25,188
노경은,10000,2.13,4695,SSG 랜더스,10203,2022,26,197
김민식,9500,1.01,9415,SSG 랜더스,10707,2022,27,207
이흥련,9000,-0.02,-436038,SSG 랜더스,11108,2022,28,213
정성곤,7500,-0.05,-160250,SSG 랜더스,11321,2022,29,231
조이현,6500,-,-,SSG 랜더스,11284,2022,30,257
최민준,6500,0.25,25995,SSG 랜더스,13126,2022,31,258
오원석,6500,1.76,3699,SSG 랜더스,14581,2022,32,259
하재훈,5300,0.07,73095,SSG 랜더스,14147,2022,33,301
이현석,5000,-0.19,-26345,SSG 랜더스,11369,2022,34,313
최준우,4500,0.06,76039,SSG 랜더스,13128,2022,35,336
고효준,4000,0.11,36985,SSG 랜더스,10124,2022,36,371
최항,4000,-0.26,-15105,SSG 랜더스,10810,2022,37,372
신재영,4000,-0.09,-43766,SSG 랜더스,11149,2022,38,373
김재현,4000,-0.30,-13226,SSG 랜더스,11289,2022,39,374
서동민,4000,0.14,28167,SSG 랜더스,13191,2022,40,375
조요한,3300,-0.20,-16769,SSG 랜더스,14858,2022,41,455
오준혁,3200,0.13,25001,SSG 랜더스,10672,2022,42,485
이건욱,3200,-0.05,-59017,SSG 랜더스,11242,2022,43,486
안상현,3200,0.21,15593,SSG 랜더스,12613,2022,44,487
전경원,3200,-0.03,-110789,SSG 랜더스,13129,2022,45,488
이정범,3200,-0.03,-106303,SSG 랜더스,13194,2022,46,489
김민재,3100,-,-,SSG 랜더스,12616,2022,47,527
김건우,3100,-0.08,-40324,SSG 랜더스,14803,2022,48,528
유서준,3000,-,-,SSG 랜더스,11240,2022,49,694
정동윤,3000,-,-,SSG 랜더스,12571,2022,50,695
김주온,3000,-0.03,-118906,SSG 랜더스,13057,2022,51,696
김정우,3000,-,-,SSG 랜더스,13124,2022,52,697
조성훈,3000,-,-,SSG 랜더스,13125,2022,53,698
유호식,3000,-,-,SSG 랜더스,13127,2022,54,699
이희재,3000,-,-,SSG 랜더스,13133,2022,55,700
최상민,3000,0.00,-951641,SSG 랜더스,13195,2022,56,701
한두솔,3000,-0.23,-13155,SSG 랜더스,13228,2022,57,702
신동민,3000,-,-,SSG 랜더스,13272,2022,58,703
최경모,3000,0.50,5972,SSG 랜더스,14151,2022,59,704
전진우,3000,-,-,SSG 랜더스,14154,2022,60,705
김규남,3000,-0.24,-12669,SSG 랜더스,14200,2022,61,706
박시후,3000,-0.02,-162026,SSG 랜더스,14687,2022,62,707
김태우,3000,-,-,SSG 랜더스,14688,2022,63,708
김교람,3000,-,-,SSG 랜더스,14689,2022,64,709
전의산,3000,0.47,6421,SSG 랜더스,14699,2022,65,710
조병현,3000,-,-,SSG 랜더스,14805,2022,66,711
조형우,3000,-0.06,-50486,SSG 랜더스,14806,2022,67,712
고명준,3000,-,-,SSG 랜더스,14807,2022,68,713
장우준,3000,-,-,SSG 랜더스,14857,2022,69,714
박제범,3000,-,-,SSG 랜더스,14859,2022,70,715
박정빈,3000,-,-,SSG 랜더스,14862,2022,71,716
윤태현,3000,-0.06,-47404,SSG 랜더스,15023,2022,72,717
신헌민,3000,-0.02,-143135,SSG 랜더스,15024,2022,73,718
김도현,3000,-,-,SSG 랜더스,15025,2022,74,719
박상후,3000,-,-,SSG 랜더스,15026,2022,75,720
이기순,3000,-,-,SSG 랜더스,15028,2022,76,721
강매성,3000,-,-,SSG 랜더스,15029,2022,77,722
김태윤,3000,-,-,SSG 랜더스,15030,2022,78,723
임성준,3000,-,-,SSG 랜더스,15031,2022,79,724
전영준,3000,-0.01,-202711,SSG 랜더스,15032,2022,80,725
최유빈,3000,-,-,SSG 랜더스,15033,2022,81,726
석정우,3000,-0.03,-108240,SSG 랜더스,15121,2022,82,727
임근우,3000,-,-,SSG 랜더스,15122,2022,83,728
하성진,0,-,-,SSG 랜더스,12615,2022,84,846
박건우,190000,3.95,48071,NC 다이노스,10189,2022,1,6
루친스키,160000,5.58,28687,NC 다이노스,13932,2022,2,10
손아섭,150000,3.08,48718,NC 다이노스,10261,2022,3,13
양의지,100000,5.48,18234,NC 다이노스,10165,2022,4,23
박석민,70000,-0.28,-253056,NC 다이노스,10322,2022,5,37
파슨스,44000,1.11,39488,NC 다이노스,14749,2022,6,63
마티니,44000,2.32,18925,NC 다이노스,15008,2022,7,64
박민우,41000,2.72,15069,NC 다이노스,11137,2022,8,65
이용찬,40000,2.20,18190,NC 다이노스,10217,2022,9,70
심창민,28000,-0.12,-240451,NC 다이노스,10720,2022,10,99
원종현,27000,0.86,31578,NC 다이노스,11161,2022,11,106
노진혁,23000,2.30,9997,NC 다이노스,11165,2022,12,116
구창모,19000,4.79,3964,NC 다이노스,11353,2022,13,128
이재학,18000,0.98,18338,NC 다이노스,10220,2022,14,136
더모디,18000,0.23,79940,NC 다이노스,15154,2022,15,137
이명기,17500,-0.38,-45850,NC 다이노스,10119,2022,16,138
송명기,13000,1.28,10175,NC 다이노스,14155,2022,17,159
홍성민,12500,-,-,NC 다이노스,10814,2022,18,165
신민혁,12000,1.84,6536,NC 다이노스,13085,2022,19,175
권희동,11000,1.06,10331,NC 다이노스,11172,2022,20,182
임정호,10500,0.36,29068,NC 다이노스,11168,2022,21,189
이민호,10000,-,-,NC 다이노스,11151,2022,22,198
김영규,9500,1.23,7722,NC 다이노스,13088,2022,23,208
류진욱,7500,-0.13,-59809,NC 다이노스,11355,2022,24,232
박준영,7000,-0.18,-38922,NC 다이노스,12522,2022,25,243
김주원,6000,4.29,1399,NC 다이노스,14765,2022,26,275
정진기,5500,0.13,41969,NC 다이노스,10717,2022,27,294
김건태,5300,-0.41,-13039,NC 다이노스,10432,2022,28,302
전민수,5000,0.04,138368,NC 다이노스,10417,2022,29,314
김응민,4900,-0.59,-8247,NC 다이노스,10890,2022,30,322
정범모,4700,-0.10,-45805,NC 다이노스,10772,2022,31,332
김기환,4500,0.85,5298,NC 다이노스,11400,2022,32,337
정현,4300,-,-,NC 다이노스,11111,2022,33,342
강동연,4200,-0.11,-37352,NC 다이노스,10883,2022,34,347
윤형준,4000,-0.24,-16895,NC 다이노스,11135,2022,35,376
손정욱,4000,-,-,NC 다이노스,11142,2022,36,377
박대온,4000,-0.71,-5668,NC 다이노스,11246,2022,37,378
권정웅,4000,-,-,NC 다이노스,12529,2022,38,379
도태훈,4000,0.31,12922,NC 다이노스,12560,2022,39,380
하준영,4000,0.17,24229,NC 다이노스,13115,2022,40,381
이우석,3300,-0.03,-125735,NC 다이노스,11360,2022,41,456
최승민,3300,-0.44,-7457,NC 다이노스,14187,2022,42,457
김태경,3300,1.43,2315,NC 다이노스,14593,2022,43,458
최보성,3200,-,-,NC 다이노스,13087,2022,44,490
강태경,3200,-,-,NC 다이노스,14647,2022,45,491
서의태,3000,-,-,NC 다이노스,12574,2022,46,729
최우재,3000,-,-,NC 다이노스,12621,2022,47,730
김진호,3000,-0.42,-7095,NC 다이노스,12897,2022,48,731
김태현,3000,-,-,NC 다이노스,12898,2022,49,732
이재용,3000,-0.02,-126232,NC 다이노스,12902,2022,50,733
김수윤,3000,-0.06,-49152,NC 다이노스,12903,2022,51,734
김시훈,3000,1.93,1551,NC 다이노스,13080,2022,52,735
오영수,3000,0.06,51210,NC 다이노스,13082,2022,53,736
김재균,3000,-,-,NC 다이노스,13084,2022,54,737
이인혁,3000,-,-,NC 다이노스,13090,2022,55,738
천재환,3000,-0.63,-4773,NC 다이노스,13261,2022,56,739
전사민,3000,0.07,43649,NC 다이노스,14156,2022,57,740
서호철,3000,-0.16,-18329,NC 다이노스,14220,2022,58,741
정구범,3000,-0.02,-120404,NC 다이노스,14595,2022,59,742
안인산,3000,-,-,NC 다이노스,14598,2022,60,743
노상혁,3000,-,-,NC 다이노스,14648,2022,61,744
노시훈,3000,-,-,NC 다이노스,14649,2022,62,745
하준수,3000,0.00,878310,NC 다이노스,14654,2022,63,746
한건희,3000,-,-,NC 다이노스,14656,2022,64,747
김한별,3000,-0.31,-9633,NC 다이노스,14716,2022,65,748
이용준,3000,-0.41,-7319,NC 다이노스,14763,2022,66,749
한재승,3000,0.02,160711,NC 다이노스,14764,2022,67,750
오태양,3000,0.01,497602,NC 다이노스,14766,2022,68,751
오장한,3000,-,-,NC 다이노스,14767,2022,69,752
김준상,3000,-,-,NC 다이노스,14827,2022,70,753
김정호,3000,-,-,NC 다이노스,14829,2022,71,754
김진우,3000,-,-,NC 다이노스,14831,2022,72,755
조효원,3000,-,-,NC 다이노스,15055,2022,73,756
박성재,3000,-,-,NC 다이노스,15110,2022,74,757
이준혁,3000,-,-,NC 다이노스,15111,2022,75,758
박동수,3000,0.00,846644,NC 다이노스,15112,2022,76,759
김녹원,3000,-,-,NC 다이노스,15113,2022,77,760
이한,3000,-,-,NC 다이노스,15114,2022,78,761
임지민,3000,-,-,NC 다이노스,15115,2022,79,762
이주형,3000,-,-,NC 다이노스,15116,2022,80,763
이현우,3000,-,-,NC 다이노스,15117,2022,81,764
오승택,3000,-,-,NC 다이노스,15118,2022,82,765
조민석,3000,-0.10,-29729,NC 다이노스,15119,2022,83,766
서준교,3000,-,-,NC 다이노스,15120,2022,84,767
미란다,160000,-0.11,-1522765,두산 베어스,14751,2022,1,11
김재환,150000,2.75,54599,두산 베어스,10643,2022,2,14
허경민,120000,2.08,57660,두산 베어스,10184,2022,3,16
정수빈,60000,1.97,30442,두산 베어스,10195,2022,4,50
페르난데스,60000,0.48,125242,두산 베어스,13927,2022,5,51
김재호,50000,0.57,87190,두산 베어스,10174,2022,6,59
스탁,40000,2.71,14786,두산 베어스,14999,2022,7,71
양석환,39000,1.16,33687,두산 베어스,11213,2022,8,73
최원준,34000,3.45,9848,두산 베어스,12852,2022,9,76
오재원,30000,-0.48,-62552,두산 베어스,10178,2022,10,90
박세혁,30000,1.76,17094,두산 베어스,10891,2022,11,91
홍건희,25000,0.37,67309,두산 베어스,10696,2022,12,112
김강률,22500,-0.32,-69524,두산 베어스,10690,2022,13,117
이영하,16000,0.52,30763,두산 베어스,12568,2022,14,142
브랜든,15000,1.63,9219,두산 베어스,15153,2022,15,149
박계범,14500,0.34,42465,두산 베어스,11198,2022,16,151
박치국,14500,0.13,113666,두산 베어스,12850,2022,17,152
윤명준,14000,-0.54,-26059,두산 베어스,10885,2022,18,156
김인태,14000,1.88,7452,두산 베어스,11098,2022,19,157
강진성,13000,-0.16,-82151,두산 베어스,11148,2022,20,160
임창민,12000,-0.31,-38658,두산 베어스,10452,2022,21,176
강승호,11500,3.56,3226,두산 베어스,11087,2022,22,179
이승진,11000,-0.24,-46665,두산 베어스,12678,2022,23,183
이현승,10000,-0.31,-32698,두산 베어스,10221,2022,24,199
김명신,10000,0.94,10589,두산 베어스,12847,2022,25,200
조수행,8500,-0.31,-27281,두산 베어스,12524,2022,26,219
이형범,8100,-0.02,-369492,두산 베어스,11159,2022,27,224
장승현,7800,0.09,88692,두산 베어스,11097,2022,28,229
최용제,6500,0.05,119008,두산 베어스,12649,2022,29,260
곽빈,6500,3.55,1830,두산 베어스,13061,2022,30,261
김지용,6000,-0.11,-57101,두산 베어스,10747,2022,31,276
이유찬,6000,-0.20,-29835,두산 베어스,12894,2022,32,277
안재석,5800,1.24,4659,두산 베어스,14771,2022,33,283
장원준,5000,-0.08,-59931,두산 베어스,10299,2022,34,315
박정수,5000,0.26,19058,두산 베어스,11300,2022,35,316
안권수,4800,1.11,4317,두산 베어스,14571,2022,36,325
박소준,4500,-,-,두산 베어스,11491,2022,37,338
윤수호,4000,-,-,두산 베어스,11319,2022,38,382
신성현,4000,-0.05,-74713,두산 베어스,11492,2022,39,383
안승한,3700,0.38,9730,두산 베어스,11328,2022,40,402
권휘,3700,-0.03,-130391,두산 베어스,13665,2022,41,403
남호,3500,-,-,두산 베어스,14139,2022,42,426
최승용,3500,0.94,3742,두산 베어스,14770,2022,43,427
서예일,3300,-0.32,-10188,두산 베어스,12523,2022,44,459
권민석,3300,-0.06,-53379,두산 베어스,13079,2022,45,460
이교훈,3300,-,-,두산 베어스,14173,2022,46,461
박웅,3300,0.09,37960,두산 베어스,14731,2022,47,462
유재유,3200,-,-,두산 베어스,12544,2022,48,492
문대원,3200,-,-,두산 베어스,12848,2022,49,493
김민혁,3200,0.03,97136,두산 베어스,12970,2022,50,494
전민재,3200,0.22,14698,두산 베어스,13073,2022,51,495
현도훈,3200,-,-,두산 베어스,13271,2022,52,496
박신지,3100,-0.45,-6852,두산 베어스,13070,2022,53,529
최세창,3100,-,-,두산 베어스,14574,2022,54,530
오명진,3100,-,-,두산 베어스,14737,2022,55,531
김도윤,3100,-,-,두산 베어스,14768,2022,56,532
박성재,3100,-,-,두산 베어스,14838,2022,57,533
