선수,연봉(만원),WAR,WAR당 연봉,팀,pid,연도
우강훈,3600.0,-0.01,-342176,LG 트윈스,14816,2025
김진수,3600.0,-,-,LG 트윈스,14781,2025
송승기,3600.0,2.80,1286,LG 트윈스,14846,2025
정지헌,3500.0,-,-,LG 트윈스,16017,2025
송찬의,3500.0,0.43,8135,LG 트윈스,13109,2025
김주성,3500.0,0.11,33306,LG 트윈스,12545,2025
성동현,3400.0,-0.21,-16581,LG 트윈스,13103,2025
진우영,3400.0,-,-,LG 트윈스,16015,2025
허준혁,3300.0,-,-,LG 트윈스,15083,2025
이주헌,3300.0,0.72,4592,LG 트윈스,15081,2025
김성진,3300.0,-,-,LG 트윈스,14141,2025
김현종,3200.0,-,-,LG 트윈스,16013,2025
함창건,3200.0,0.19,16931,LG 트윈스,14680,2025
손용준,3100.0,-0.22,-14023,LG 트윈스,16014,2025
문정빈,3100.0,0.14,22267,LG 트윈스,15086,2025
김수인,3100.0,-,-,LG 트윈스,14675,2025
김성우,3100.0,0.01,364849,LG 트윈스,15085,2025
김의준,3100.0,-,-,LG 트윈스,13108,2025
안시후,3000.0,-,-,LG 트윈스,16283,2025
우정안,3000.0,-,-,LG 트윈스,16282,2025
김종운,3000.0,-0.04,-76979,LG 트윈스,16281,2025
박시원,3000.0,0.04,76411,LG 트윈스,16280,2025
박건우,3000.0,-,-,LG 트윈스,16389,2025
박관우,3000.0,-0.01,-281397,LG 트윈스,16279,2025
서영준,3000.0,-,-,LG 트윈스,16278,2025
이태훈,3000.0,-,-,LG 트윈스,16277,2025
이한림,3000.0,-,-,LG 트윈스,16276,2025
추세현,3000.0,-,-,LG 트윈스,16275,2025
김영우,3000.0,0.37,8063,LG 트윈스,16274,2025
고영웅,3000.0,-,-,LG 트윈스,16284,2025
성준서,3000.0,-,-,LG 트윈스,16285,2025
박민호,3000.0,-,-,LG 트윈스,14845,2025
조건희,3000.0,-,-,LG 트윈스,14782,2025
백선기,3000.0,-,-,LG 트윈스,13174,2025
전경원,3000.0,-,-,LG 트윈스,13129,2025
김주온,3000.0,-0.02,-142368,LG 트윈스,13057,2025
허용주,3000.0,-,-,LG 트윈스,15491,2025
심규빈,3000.0,-,-,LG 트윈스,16022,2025
김도윤,3000.0,-,-,LG 트윈스,16021,2025
코엔 윈,1600.0,-0.13,-12502,LG 트윈스,15265,2025
김웅,0.0,-,-,LG 트윈스,16388,2025
박세웅,135000.0,1.51,89584,롯데 자이언츠,11310,2025
반즈,133000.0,0.29,462866,롯데 자이언츠,15011,2025
레이예스,112000.0,3.26,34365,롯데 자이언츠,16106,2025
김원중,110000.0,1.86,59103,롯데 자이언츠,10825,2025
유강남,110000.0,1.78,61710,롯데 자이언츠,10753,2025
한현희,100000.0,0.09,1127913,롯데 자이언츠,10863,2025
데이비슨,110500.0,3.46,20222,롯데 자이언츠,16273,2025
노진혁,70000.0,-,-,롯데 자이언츠,11165,2025
전준우,40000.0,1.22,32687,롯데 자이언츠,10266,2025
감보아,35000.0,2.11,16610,롯데 자이언츠,16391,2025
구승민,30000.0,-0.15,-205634,롯데 자이언츠,11291,2025
김상수,24000.0,-0.48,-50124,롯데 자이언츠,10427,2025
윤동희,20000.0,2.32,8627,롯데 자이언츠,15048,2025
정훈,20000.0,0.25,80977,롯데 자이언츠,10253,2025
김민성,20000.0,-0.29,-68250,롯데 자이언츠,10238,2025
고승민,18500.0,2.28,8114,롯데 자이언츠,14160,2025
박승욱,17000.0,-0.17,-100979,롯데 자이언츠,10804,2025
황성빈,15500.0,0.44,35095,롯데 자이언츠,14642,2025
손호영,12500.0,0.09,143332,롯데 자이언츠,14590,2025
나승엽,12000.0,0.05,237709,롯데 자이언츠,14797,2025
나균안,12000.0,1.62,7411,롯데 자이언츠,12930,2025
정철원,12000.0,0.83,14456,롯데 자이언츠,13071,2025
최준용,11000.0,0.29,38257,롯데 자이언츠,14624,2025
김진욱,10000.0,-0.58,-17198,롯데 자이언츠,14792,2025
정보근,7700.0,0.13,59778,롯데 자이언츠,13154,2025
전민재,7500.0,0.55,13657,롯데 자이언츠,13073,2025
진해수,7000.0,-,-,롯데 자이언츠,10075,2025
손성빈,6800.0,0.01,714076,롯데 자이언츠,14796,2025
박진,6000.0,-0.37,-16028,롯데 자이언츠,14163,2025
박진형,5600.0,-0.06,-89812,롯데 자이언츠,11425,2025
심재민,5400.0,0.05,113467,롯데 자이언츠,11311,2025
최항,5000.0,-0.03,-184891,롯데 자이언츠,10810,2025
박시영,5000.0,-0.26,-19235,롯데 자이언츠,10737,2025
신윤후,4800.0,-,-,롯데 자이언츠,14169,2025
장두성,4600.0,1.53,3006,롯데 자이언츠,13155,2025
진승현,4000.0,-,-,롯데 자이언츠,15047,2025
이민석,4000.0,1.40,2862,롯데 자이언츠,15045,2025
김도규,4000.0,-,-,롯데 자이언츠,13148,2025
조세진,4000.0,-0.15,-26546,롯데 자이언츠,15046,2025
김강현,4000.0,0.81,4925,롯데 자이언츠,12699,2025
정현수,4000.0,0.58,6878,롯데 자이언츠,16090,2025
한태양,3800.0,0.80,4734,롯데 자이언츠,15051,2025
박세진,3700.0,-,-,롯데 자이언츠,12572,2025
서동욱,3500.0,-,-,롯데 자이언츠,15624,2025
김동혁,3300.0,1.21,2733,롯데 자이언츠,15645,2025
현도훈,3300.0,-,-,롯데 자이언츠,13271,2025
정우준,3200.0,0.06,52623,롯데 자이언츠,14795,2025
송재영,3200.0,0.05,58439,롯데 자이언츠,14794,2025
이주찬,3200.0,-,-,롯데 자이언츠,14819,2025
이호준,3100.0,0.18,17000,롯데 자이언츠,16091,2025
백두산,3100.0,-,-,롯데 자이언츠,16101,2025
강성우,3100.0,-0.04,-73810,롯데 자이언츠,16093,2025
윤성빈,3100.0,-0.19,-16204,롯데 자이언츠,12928,2025
박준우,3100.0,-0.23,-13513,롯데 자이언츠,16092,2025
강승구,3100.0,-,-,롯데 자이언츠,16102,2025
이인한,3100.0,0.01,465161,롯데 자이언츠,14690,2025
신병률,3100.0,-,-,롯데 자이언츠,13173,2025
홍민기,3100.0,1.16,2674,롯데 자이언츠,14625,2025
김태현,3000.0,-,-,롯데 자이언츠,16263,2025
김태균,3000.0,-,-,롯데 자이언츠,16271,2025
한승현,3000.0,0.01,321175,롯데 자이언츠,16270,2025
최민규,3000.0,-,-,롯데 자이언츠,16269,2025
이영재,3000.0,-0.01,-256990,롯데 자이언츠,16268,2025
김동현,3000.0,-,-,롯데 자이언츠,16267,2025
박재엽,3000.0,0.21,14523,롯데 자이언츠,16266,2025
김현우,3000.0,-,-,롯데 자이언츠,16265,2025
박세현,3000.0,-0.16,-19274,롯데 자이언츠,16264,2025
조영우,3000.0,-,-,롯데 자이언츠,16272,2025
박찬형,3000.0,-0.09,-34679,롯데 자이언츠,16395,2025
이태경,3000.0,-0.01,-211953,롯데 자이언츠,16377,2025
이병준,3000.0,-,-,롯데 자이언츠,14817,2025
엄장윤,3000.0,-,-,롯데 자이언츠,15052,2025
김동규,3000.0,-,-,롯데 자이언츠,14165,2025
김대현,3000.0,-,-,롯데 자이언츠,16104,2025
배세종,3000.0,-,-,롯데 자이언츠,16100,2025
박준기,0.0,-,-,롯데 자이언츠,16379,2025
오창현,0.0,-,-,롯데 자이언츠,16383,2025
박지훈,0.0,-,-,롯데 자이언츠,16382,2025
유태웅,0.0,-,-,롯데 자이언츠,16376,2025
박건우,0.0,-,-,롯데 자이언츠,16378,2025
이상화,0.0,-,-,롯데 자이언츠,16380,2025
정선우,0.0,-,-,롯데 자이언츠,16381,2025
네일,168000.0,4.86,34546,KIA 타이거즈,16088,2025
위즈덤,130000.0,3.59,31218,KIA 타이거즈,16262,2025
최형우,100000.0,3.86,25915,KIA 타이거즈,10344,2025
올러,104000.0,3.09,27166,KIA 타이거즈,16261,2025
나성범,80000.0,-0.23,-352822,KIA 타이거즈,11162,2025
김태군,70000.0,1.27,54987,KIA 타이거즈,10459,2025
김선빈,60000.0,0.89,67790,KIA 타이거즈,10008,2025
김도영,50000.0,1.70,29397,KIA 타이거즈,15056,2025
양현종,50000.0,0.75,66395,KIA 타이거즈,10058,2025
박찬호,45000.0,3.27,13781,KIA 타이거즈,11261,2025
최원준,40000.0,-0.94,-42739,KIA 타이거즈,12534,2025
조상우,40000.0,0.68,58892,KIA 타이거즈,11126,2025
정해영,36000.0,0.17,213937,KIA 타이거즈,14608,2025
임기영,30000.0,-0.22,-138590,KIA 타이거즈,10909,2025
전상현,30000.0,0.91,33036,KIA 타이거즈,12537,2025
이의리,17000.0,0.07,249408,KIA 타이거즈,14788,2025
이우성,17000.0,-0.48,-35249,KIA 타이거즈,11099,2025
이준영,17000.0,-0.06,-295854,KIA 타이거즈,11303,2025
고종욱,15000.0,0.88,17112,KIA 타이거즈,10659,2025
한준수,14000.0,0.80,17474,KIA 타이거즈,13113,2025
이창진,14000.0,-0.07,-186976,KIA 타이거즈,11233,2025
서건창,12000.0,0.00,4244047,KIA 타이거즈,10855,2025
김대유,12000.0,-0.08,-143534,KIA 타이거즈,10706,2025
윤영철,12000.0,0.31,38969,KIA 타이거즈,15432,2025
곽도규,12000.0,-0.13,-90111,KIA 타이거즈,15435,2025
최지민,12000.0,0.36,32996,KIA 타이거즈,15057,2025
황동하,10000.0,-0.07,-151808,KIA 타이거즈,15063,2025
김도현,9000.0,2.23,4031,KIA 타이거즈,14128,2025
변우혁,8500.0,0.10,84841,KIA 타이거즈,14124,2025
김호령,8000.0,1.04,7713,KIA 타이거즈,11298,2025
박준표,7500.0,-,-,KIA 타이거즈,11070,2025
황대인,7000.0,0.06,122598,KIA 타이거즈,11306,2025
김규성,6500.0,0.99,6557,KIA 타이거즈,12540,2025
한승택,6500.0,0.12,52126,KIA 타이거즈,11119,2025
홍종표,6500.0,0.31,21309,KIA 타이거즈,14612,2025
이형범,6500.0,-0.30,-21579,KIA 타이거즈,11159,2025
박정우,6500.0,0.51,12672,KIA 타이거즈,12869,2025
윤중현,6000.0,0.05,129886,KIA 타이거즈,13122,2025
김기훈,5500.0,0.03,170723,KIA 타이거즈,14176,2025
김승현,4600.0,-,-,KIA 타이거즈,12637,2025
김현수,4500.0,0.11,40826,KIA 타이거즈,14162,2025
김건국,4500.0,-0.19,-23985,KIA 타이거즈,12944,2025
최정용,4500.0,-0.03,-160746,KIA 타이거즈,11407,2025
주효상,4400.0,-,-,KIA 타이거즈,12567,2025
김사윤,4000.0,-,-,KIA 타이거즈,11364,2025
김석환,4000.0,0.09,43648,KIA 타이거즈,12917,2025
예진원,4000.0,-,-,KIA 타이거즈,13093,2025
유승철,3800.0,0.02,204429,KIA 타이거즈,12914,2025
박민,3800.0,0.20,19397,KIA 타이거즈,14611,2025
장민기,3500.0,-,-,KIA 타이거즈,14789,2025
오선우,3400.0,1.02,3346,KIA 타이거즈,14181,2025
유지성,3200.0,-,-,KIA 타이거즈,14607,2025
윤도현,3200.0,0.34,9469,KIA 타이거즈,15058,2025
김민재,3100.0,0.08,36756,KIA 타이거즈,16083,2025
김민주,3100.0,-0.07,-43415,KIA 타이거즈,16082,2025
김두현,3100.0,-,-,KIA 타이거즈,16086,2025
박건우,3100.0,-,-,KIA 타이거즈,14786,2025
정해원,3100.0,0.19,16586,KIA 타이거즈,15433,2025
장재혁,3100.0,-0.02,-171830,KIA 타이거즈,14657,2025
박헌,3000.0,-,-,KIA 타이거즈,16260,2025
이성원,3000.0,-,-,KIA 타이거즈,16259,2025
엄준현,3000.0,-,-,KIA 타이거즈,16258,2025
김정엽,3000.0,-,-,KIA 타이거즈,16254,2025
박재현,3000.0,-0.70,-4310,KIA 타이거즈,16252,2025
이호민,3000.0,0.15,20619,KIA 타이거즈,16251,2025
김태형,3000.0,0.09,31955,KIA 타이거즈,16250,2025
임다온,3000.0,-,-,KIA 타이거즈,16257,2025
나연우,3000.0,-,-,KIA 타이거즈,16256,2025
최건희,3000.0,-,-,KIA 타이거즈,16255,2025
양수호,3000.0,-,-,KIA 타이거즈,16253,2025
이영재,3000.0,-,-,KIA 타이거즈,14826,2025
장시현,3000.0,-,-,KIA 타이거즈,14824,2025
이준범,3000.0,-,-,KIA 타이거즈,14823,2025
신명승,3000.0,-,-,KIA 타이거즈,15065,2025
홍원빈,3000.0,-0.05,-66412,KIA 타이거즈,14177,2025
강이준,3000.0,-,-,KIA 타이거즈,12866,2025
오정환,3000.0,-,-,KIA 타이거즈,13117,2025
조대현,3000.0,-,-,KIA 타이거즈,16077,2025
성영탁,3000.0,0.96,3130,KIA 타이거즈,16085,2025
강민제,3000.0,-,-,KIA 타이거즈,16084,2025
강동훈,3000.0,-,-,KIA 타이거즈,16080,2025
이상준,3000.0,-,-,KIA 타이거즈,16078,2025
김재현,3000.0,-,-,KIA 타이거즈,15440,2025
박상준,3000.0,-,-,KIA 타이거즈,15125,2025
이도현,3000.0,-0.10,-28644,KIA 타이거즈,15437,2025
로하스,210000.0,1.48,141707,KT 위즈,12995,2025
고영표,200000.0,3.08,64884,KT 위즈,11308,2025
쿠에바스,140000.0,0.42,329505,KT 위즈,13942,2025
헤이수스,130000.0,1.95,57568,KT 위즈,16138,2025
강백호,70000.0,0.36,196578,KT 위즈,13168,2025
황재균,50000.0,1.05,47432,KT 위즈,10407,2025
장성우,50000.0,1.94,25726,KT 위즈,10235,2025
패트릭,38400.0,0.27,141753,KT 위즈,16401,2025
배정대,34000.0,0.63,53961,KT 위즈,11212,2025
김상수,30000.0,1.32,22658,KT 위즈,10320,2025
김민혁,30000.0,0.28,105994,KT 위즈,11339,2025
허경민,30000.0,0.73,41374,KT 위즈,10184,2025
배제성,25000.0,0.56,44454,KT 위즈,11394,2025
박영현,24000.0,0.14,175773,KT 위즈,15089,2025
소형준,22000.0,3.54,6223,KT 위즈,14600,2025
김민수,21000.0,0.28,74741,KT 위즈,11317,2025
주권,20000.0,0.17,114781,KT 위즈,11323,2025
우규민,20000.0,0.68,29223,KT 위즈,10523,2025
문상철,17000.0,0.40,42459,KT 위즈,11333,2025
오윤석,16000.0,0.58,27597,KT 위즈,11397,2025
오재일,15000.0,-,-,KT 위즈,10400,2025
오원석,14000.0,3.39,4129,KT 위즈,14581,2025
장진혁,11500.0,0.04,296361,KT 위즈,12583,2025
최동환,11000.0,-0.22,-49433,KT 위즈,10535,2025
손동현,10000.0,1.51,6626,KT 위즈,14108,2025
이호연,7000.0,0.22,32493,KT 위즈,13151,2025
이정훈,6500.0,0.70,9311,KT 위즈,12916,2025
송민섭,6000.0,0.03,239900,KT 위즈,11342,2025
이상동,5900.0,0.53,11041,KT 위즈,14109,2025
문용익,5800.0,0.07,78480,KT 위즈,12885,2025
조이현,5700.0,0.18,32166,KT 위즈,11284,2025
임준형,5500.0,-0.06,-92223,KT 위즈,14142,2025
장준원,5100.0,-0.41,-12516,KT 위즈,11214,2025
강현우,5000.0,0.14,34995,KT 위즈,14603,2025
이채호,5000.0,-0.04,-129878,KT 위즈,13130,2025
권동진,4600.0,0.67,6860,KT 위즈,14777,2025
안치영,4500.0,-0.03,-175754,KT 위즈,13006,2025
조대현,4300.0,0.32,13611,KT 위즈,13177,2025
원상현,4000.0,0.93,4310,KT 위즈,16027,2025
이선우,3800.0,-,-,KT 위즈,14111,2025
강민성,3700.0,-0.52,-7166,KT 위즈,14191,2025
전용주,3600.0,0.45,8052,KT 위즈,14106,2025
성재헌,3600.0,-,-,KT 위즈,14667,2025
김병준,3600.0,-0.02,-206761,KT 위즈,15097,2025
육청명,3500.0,-,-,KT 위즈,16028,2025
강건,3500.0,-0.10,-35100,KT 위즈,15527,2025
김태오,3500.0,-,-,KT 위즈,12577,2025
한차현,3500.0,-0.03,-109845,KT 위즈,14776,2025
이정현,3500.0,-0.05,-70646,KT 위즈,12937,2025
윤준혁,3500.0,-0.16,-22180,KT 위즈,14605,2025
박민석,3400.0,0.22,15283,KT 위즈,14110,2025
안현민,3300.0,5.04,655,KT 위즈,15092,2025
김건형,3300.0,-0.07,-44306,KT 위즈,14779,2025
최성민,3200.0,0.09,33917,KT 위즈,14870,2025
지명성,3200.0,-,-,KT 위즈,14775,2025
문상준,3100.0,-,-,KT 위즈,14720,2025
이상우,3100.0,-,-,KT 위즈,15090,2025
박준혁,3000.0,-,-,KT 위즈,16354,2025
박민석,3000.0,-,-,KT 위즈,16355,2025
오서진,3000.0,-0.03,-90460,KT 위즈,16356,2025
이용현,3000.0,-,-,KT 위즈,16357,2025
윤상인,3000.0,-,-,KT 위즈,16358,2025
이정환,3000.0,-,-,KT 위즈,16359,2025
정영웅,3000.0,-,-,KT 위즈,16360,2025
김동현,3000.0,-,-,KT 위즈,16351,2025
박건우,3000.0,-,-,KT 위즈,16352,2025
김재원,3000.0,-0.05,-61824,KT 위즈,16353,2025
이승준,3000.0,-,-,KT 위즈,16361,2025
김주완,3000.0,-,-,KT 위즈,14833,2025
권성준,3000.0,-,-,KT 위즈,15096,2025
최동희,3000.0,-,-,KT 위즈,15094,2025
우종휘,3000.0,-,-,KT 위즈,15093,2025
한지웅,3000.0,-,-,KT 위즈,15091,2025
유준규,3000.0,-0.31,-9761,KT 위즈,14778,2025
신범준,3000.0,-,-,KT 위즈,14774,2025
이태규,3000.0,-,-,KT 위즈,14179,2025
김철호,3000.0,-,-,KT 위즈,13083,2025
유호식,3000.0,-,-,KT 위즈,13127,2025
최용준,3000.0,0.23,12959,KT 위즈,14658,2025
이종혁,3000.0,-,-,KT 위즈,12938,2025
이현민,3000.0,-,-,KT 위즈,16159,2025
이준명,3000.0,-,-,KT 위즈,15526,2025
이승언,3000.0,-,-,KT 위즈,16036,2025
김민석,3000.0,0.00,4654518,KT 위즈,16035,2025
이승현,3000.0,-,-,KT 위즈,16034,2025
박태완,3000.0,-,-,KT 위즈,16033,2025
신호준,3000.0,-,-,KT 위즈,16031,2025
장민호,0.0,-,-,KT 위즈,16386,2025
정운교,0.0,-,-,KT 위즈,16387,2025
구자욱,200000.0,1.81,110724,삼성 라이온즈,10892,2025
레예스,98000.0,1.12,87890,삼성 라이온즈,15861,2025
후라도,130000.0,4.40,22295,삼성 라이온즈,15531,2025
오승환,80000.0,-0.12,-654557,삼성 라이온즈,10367,2025
김재윤,80000.0,-0.39,-202678,삼성 라이온즈,11489,2025
디아즈,70000.0,3.83,18292,삼성 라이온즈,16162,2025
원태인,63000.0,2.93,21496,삼성 라이온즈,14113,2025
류지혁,60000.0,2.04,29362,삼성 라이온즈,10894,2025
가라비토,49000.0,0.98,49849,삼성 라이온즈,16397,2025
강민호,40000.0,2.28,17568,삼성 라이온즈,10232,2025
백정현,40000.0,1.33,30120,삼성 라이온즈,10363,2025
박병호,38000.0,0.85,44675,삼성 라이온즈,10470,2025
김지찬,28000.0,-0.14,-207150,삼성 라이온즈,14618,2025
김태훈,24000.0,0.94,25437,삼성 라이온즈,10871,2025
이승현,24000.0,-0.21,-112626,삼성 라이온즈,10527,2025
이재현,21000.0,3.59,5856,삼성 라이온즈,15034,2025
최원태,20000.0,1.51,13222,삼성 라이온즈,11379,2025
임창민,20000.0,-0.17,-116575,삼성 라이온즈,10452,2025
최지광,17000.0,-,-,삼성 라이온즈,12934,2025
김영웅,15000.0,1.34,11225,삼성 라이온즈,15035,2025
이성규,13000.0,0.54,24082,삼성 라이온즈,12562,2025
이승현,12000.0,1.64,7305,삼성 라이온즈,14798,2025
김헌곤,10000.0,-0.10,-104275,삼성 라이온즈,10640,2025
김대우,10000.0,-,-,삼성 라이온즈,10685,2025
이상민,8500.0,0.04,205055,삼성 라이온즈,11169,2025
최성훈,7800.0,-,-,삼성 라이온즈,10851,2025
전병우,7500.0,0.64,11687,삼성 라이온즈,11422,2025
윤정빈,7400.0,-0.81,-9095,삼성 라이온즈,13161,2025
김성윤,7000.0,2.66,2631,삼성 라이온즈,12936,2025
김무신,7000.0,-,-,삼성 라이온즈,13162,2025
강한울,7000.0,-,-,삼성 라이온즈,11255,2025
안주형,7000.0,-0.30,-23584,삼성 라이온즈,12988,2025
양현,7000.0,-,-,삼성 라이온즈,10730,2025
이병헌,6500.0,-0.14,-45452,삼성 라이온즈,14117,2025
황동재,6200.0,0.01,691337,삼성 라이온즈,14615,2025
이재익,6200.0,-,-,삼성 라이온즈,13244,2025
최하늘,6000.0,-,-,삼성 라이온즈,13152,2025
송은범,6000.0,0.05,115486,삼성 라이온즈,10137,2025
김재성,5500.0,-0.46,-11838,삼성 라이온즈,11344,2025
박승규,5200.0,0.41,12597,삼성 라이온즈,14122,2025
이승민,5000.0,-0.02,-259180,삼성 라이온즈,14616,2025
양창섭,4800.0,0.09,54531,삼성 라이온즈,13157,2025
김도환,4700.0,0.03,166412,삼성 라이온즈,14115,2025
김민수,4600.0,-,-,삼성 라이온즈,11266,2025
김태훈,4500.0,0.06,69700,삼성 라이온즈,11336,2025
홍현빈,4500.0,-0.01,-328541,삼성 라이온즈,12941,2025
김태근,4500.0,0.02,218111,삼성 라이온즈,14175,2025
최충연,4500.0,-,-,삼성 라이온즈,12530,2025
공민규,4300.0,-,-,삼성 라이온즈,13164,2025
이해승,4200.0,0.00,950033,삼성 라이온즈,14121,2025
이호성,4000.0,0.08,47478,삼성 라이온즈,15496,2025
양우현,4000.0,0.01,443588,삼성 라이온즈,14116,2025
박주혁,3800.0,-,-,삼성 라이온즈,14668,2025
이재희,3600.0,0.35,10394,삼성 라이온즈,14799,2025
홍원표,3550.0,-,-,삼성 라이온즈,14614,2025
양도근,3500.0,1.54,2269,삼성 라이온즈,15875,2025
육선엽,3500.0,0.17,20862,삼성 라이온즈,15864,2025
김재혁,3500.0,-0.17,-20945,삼성 라이온즈,15036,2025
조민성,3400.0,-,-,삼성 라이온즈,15040,2025
이창용,3300.0,-0.02,-203121,삼성 라이온즈,14866,2025
오현석,3300.0,-,-,삼성 라이온즈,14801,2025
김대호,3300.0,0.18,18360,삼성 라이온즈,15882,2025
김호진,3250.0,0.00,-3091469,삼성 라이온즈,15868,2025
김동현,3200.0,-,-,삼성 라이온즈,15874,2025
이현준,3200.0,-,-,삼성 라이온즈,15870,2025
김성경,3200.0,-,-,삼성 라이온즈,15867,2025
박장민,3100.0,-,-,삼성 라이온즈,15506,2025
박진우,3100.0,-,-,삼성 라이온즈,15507,2025
배찬승,3000.0,0.10,29962,삼성 라이온즈,16239,2025
심재훈,3000.0,-0.03,-105791,삼성 라이온즈,16240,2025
홍준영,3000.0,-,-,삼성 라이온즈,16245,2025
천겸,3000.0,-,-,삼성 라이온즈,16246,2025
우승완,3000.0,-,-,삼성 라이온즈,16247,2025
강민성,3000.0,-,-,삼성 라이온즈,16248,2025
차승준,3000.0,-,-,삼성 라이온즈,16241,2025
함수호,3000.0,-0.02,-158567,삼성 라이온즈,16242,2025
권현우,3000.0,-,-,삼성 라이온즈,16243,2025
이진용,3000.0,-,-,삼성 라이온즈,16244,2025
진희성,3000.0,-,-,삼성 라이온즈,16249,2025
주한울,3000.0,-,-,삼성 라이온즈,14802,2025
차동영,3000.0,-,-,삼성 라이온즈,15037,2025
신경민,3000.0,-,-,삼성 라이온즈,15869,2025
유병선,3000.0,-,-,삼성 라이온즈,15873,2025
박준용,3000.0,-,-,삼성 라이온즈,15865,2025
정민성,3000.0,-0.06,-48093,삼성 라이온즈,15866,2025
김백산,0.0,-,-,삼성 라이온즈,16368,2025
김유현,0.0,-,-,삼성 라이온즈,16369,2025
최예한,0.0,-,-,삼성 라이온즈,16370,2025
김상준,0.0,-,-,삼성 라이온즈,16371,2025
김광현,300000.0,2.18,137692,SSG 랜더스,10126,2025
에레디아,224000.0,1.22,184174,SSG 랜더스,15530,2025
최정,170000.0,0.24,723057,SSG 랜더스,10106,2025
앤더슨,161000.0,4.51,35687,SSG 랜더스,16146,2025
화이트,130000.0,3.30,42485,SSG 랜더스,16324,2025
박종훈,110000.0,-0.04,-2869987,SSG 랜더스,10131,2025
한유섬,90000.0,1.23,73304,SSG 랜더스,10815,2025
문승원,80000.0,1.07,75038,SSG 랜더스,10783,2025
노경은,40000.0,1.18,33788,SSG 랜더스,10203,2025
서진용,38000.0,-0.01,-3094841,SSG 랜더스,10784,2025
박성한,37000.0,3.83,9665,SSG 랜더스,12922,2025
최지훈,30000.0,1.22,24560,SSG 랜더스,14587,2025
김민식,25000.0,-,-,SSG 랜더스,10707,2025
김택형,20500.0,0.31,67162,SSG 랜더스,11373,2025
오태곤,15000.0,0.22,68345,SSG 랜더스,10249,2025
이지영,15000.0,-0.22,-69485,SSG 랜더스,10312,2025
김성현,15000.0,0.37,40774,SSG 랜더스,10636,2025
조병현,13500.0,2.29,5903,SSG 랜더스,14805,2025
장지훈,13000.0,-,-,SSG 랜더스,14804,2025
김민,11000.0,0.51,21779,SSG 랜더스,13167,2025
맥브룸,10500.0,-0.05,-229338,SSG 랜더스,16390,2025
최민준,10000.0,0.60,16674,SSG 랜더스,13126,2025
김성욱,10000.0,-0.46,-21957,SSG 랜더스,11153,2025
하재훈,9000.0,-0.29,-31460,SSG 랜더스,14147,2025
한두솔,8000.0,0.03,269755,SSG 랜더스,13228,2025
고명준,8000.0,1.18,6807,SSG 랜더스,14807,2025
정준재,7500.0,0.80,9390,SSG 랜더스,16042,2025
이로운,7400.0,1.87,3953,SSG 랜더스,15461,2025
박지환,6200.0,-0.85,-7321,SSG 랜더스,16038,2025
송영진,5500.0,0.14,38356,SSG 랜더스,15462,2025
조형우,4000.0,0.77,5223,SSG 랜더스,14806,2025
신헌민,3300.0,-,-,SSG 랜더스,15024,2025
허진,3200.0,-,-,SSG 랜더스,16139,2025
최준우,3200.0,0.12,27001,SSG 랜더스,13128,2025
김찬형,3200.0,-0.40,-8079,SSG 랜더스,12622,2025
안상현,3200.0,-0.34,-9362,SSG 랜더스,12613,2025
백승건,3200.0,-,-,SSG 랜더스,14145,2025
이건욱,3200.0,-,-,SSG 랜더스,11242,2025
김수윤,3200.0,-0.14,-22714,SSG 랜더스,12903,2025
최상민,3200.0,-0.08,-38354,SSG 랜더스,13195,2025
이정범,3200.0,-,-,SSG 랜더스,13194,2025
박대온,3200.0,-,-,SSG 랜더스,11246,2025
전영준,3200.0,0.72,4459,SSG 랜더스,15032,2025
신범수,3200.0,0.32,9932,SSG 랜더스,12541,2025
김태윤,3100.0,0.02,128864,SSG 랜더스,15030,2025
박시후,3100.0,0.31,9982,SSG 랜더스,14687,2025
박성빈,3100.0,-,-,SSG 랜더스,16044,2025
김창평,3100.0,0.00,679454,SSG 랜더스,14146,2025
류효승,3100.0,-,-,SSG 랜더스,14586,2025
석정우,3100.0,-0.35,-8882,SSG 랜더스,15121,2025
장현진,3000.0,-,-,SSG 랜더스,16400,2025
이원준,3000.0,-,-,SSG 랜더스,16317,2025
최윤석,3000.0,-,-,SSG 랜더스,16318,2025
천범석,3000.0,-,-,SSG 랜더스,16316,2025
신지환,3000.0,-,-,SSG 랜더스,16315,2025
이율예,3000.0,-0.04,-73688,SSG 랜더스,16314,2025
김현재,3000.0,-,-,SSG 랜더스,16319,2025
이도우,3000.0,-,-,SSG 랜더스,16320,2025
한지헌,3000.0,-,-,SSG 랜더스,16322,2025
홍대인,3000.0,-0.03,-116817,SSG 랜더스,16321,2025
도재현,3000.0,-,-,SSG 랜더스,16323,2025
박정빈,3000.0,-,-,SSG 랜더스,14862,2025
김건우,3000.0,0.95,3158,SSG 랜더스,14803,2025
최민창,3000.0,-,-,SSG 랜더스,11351,2025
채현우,3000.0,0.15,19538,SSG 랜더스,14153,2025
최수호,3000.0,-,-,SSG 랜더스,14148,2025
정동윤,3000.0,-0.25,-12142,SSG 랜더스,12571,2025
김성민,3000.0,-,-,SSG 랜더스,14585,2025
현원회,3000.0,-0.20,-14666,SSG 랜더스,14584,2025
김규민,3000.0,-,-,SSG 랜더스,16047,2025
백준서,3000.0,-,-,SSG 랜더스,16045,2025
